date,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,annualCurrentAssets,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyEbitda,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyChangeInInventory,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingResearchAndDevelopment,trailingChangeInAccountPayable,annualRepaymentOfDebt,quarterlyGrossProfit,annualTotalRevenue,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyPretaxIncome,annualGrossProfit,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,trailingCostOfRevenue,quarterlyNetPPE,quarterlyDilutedEPS,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyCapitalExpenditure,trailingNetIncome,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyTotalRevenue,annualChangeInInventory,quarterlyOperatingIncome,annualCurrentDebt,annualNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBeginningCashPosition,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,trailingInvestingCashFlow,trailingSaleOfInvestment,annualDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualStockholdersEquity,annualNonCurrentDeferredRevenue,annualBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInInventory,quarterlyGoodwill,annualRetainedEarnings,quarterlyDilutedAverageShares,annualCurrentLiabilities,annualStockBasedCompensation,annualBasicEPS,annualGoodwill,annualTotalAssets,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,quarterlyAccountsReceivable,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOperatingIncome,trailingGrossProfit,quarterlyCashDividendsPaid,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccountsPayable,trailingOperatingIncome,annualChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,annualEndCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualEbitda,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualGrossPPE,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyBasicEPS,trailingPretaxIncome,trailingEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingBasicAverageShares,trailingPurchaseOfBusiness,annualIncomeTaxPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualCashDividendsPaid,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingInterestExpense,trailingBasicEPS
2011-03-31,203367000.0,,,,,,,,334220000.0,,15042000.0,-1138000.0,68159000.0,,5999000.0,,0.0,,,7500000.0,,,,,,,97212000,,,,6944000.0,2022566000.0,184567000.0,-190265000.0,,0.0,,-2609000.0,,,0.0,,,,400984000.0,,,,95710000.0,,,0.0,1203816000.0,236141000.0,314829000.0,,,-114000.0,224029000.0,,,495600000.0,0.1875,6944000.0,,31154000.0,426314000.0,1355391000.0,,-45066000.0,,,,491664000,,93699000,,,31145000.0,,,,,,,,,126501000.0,64556000,,64556000.0,,,,,,,,,-29944000.0,0.0,,,,,71144000.0,0.0,96351000.0,90680000.0,,162628000.0,,345304000.0,,,,,,,,,336408000.0,,337852000.0,,,,35000.0,,,13657000.0,123198000.0,74314000.0,,,,,307285000.0,,,,,,,,,286262000.0,,,50140000.0,,,847000.0,610881000.0,,,184567000.0,,214511000.0,,-348566000.0,,,,1357728000.0,27121000.0,,1502000.0,0.1925,,,,538858000.0,,75386000.0,14918000.0,,,64556000.0,2561544000.0,,,81435000.0,,,,,,,,,,,,,,
2011-06-30,243642000.0,,,,,,,,336598000.0,,13946000.0,-10504000.0,72571000.0,,1870000.0,,0.0,,,11702000.0,,,,,,,111927000,,,,6187000.0,2130016000.0,214056000.0,-117311000.0,,-41055000.0,,640000.0,,,2913000.0,,,,425741000.0,,,,110853000.0,,,-28069000.0,1313322000.0,247978000.0,350951000.0,,,-340000.0,239720000.0,,,497770000.0,0.21,6187000.0,,38809000.0,467966000.0,1427435000.0,,-52764000.0,,,,524223000,,107973000,,,24164000.0,,,,,,,,,122127000.0,72044000,,72044000.0,,,,,,,,,29489000.0,0.0,,,,,69790000.0,0.0,115839000.0,98482000.0,,189194000.0,,347182000.0,,,,,,,,,,,329990000.0,,,,5000.0,,,13076000.0,132721000.0,84871000.0,,,,,317768000.0,,,,,,,,,303855000.0,,,52530000.0,,,1689000.0,682022000.0,,,214056000.0,,184567000.0,,-280120000.0,,,,1407485000.0,29820000.0,,1074000.0,0.215,,,,590671000.0,,86676000.0,10873000.0,,,72044000.0,2720807000.0,,,69363000.0,,,,,,,,,,,,,,
2011-09-30,168210000.0,,,,,,,,338280000.0,,11913000.0,-12438000.0,79345000.0,,1377000.0,,0.0,,,-11656000.0,,,,,,,124517000,,,,7232000.0,2207234000.0,231194000.0,-122058000.0,,0.0,,769000.0,,,5113000.0,,,,451176000.0,,,,123167000.0,,,0.0,1423132000.0,258240000.0,377502000.0,,,-261000.0,258712000.0,,,493594000.0,0.225,78835000.0,,44332000.0,524011000.0,1506270000.0,,-47994000.0,,,,571640000,,120392000,,,13669000.0,,,,,,,,,129177000.0,78835000,,78835000.0,,,,,,,,,17138000.0,0.0,,,,,72544000.0,0.0,32262000.0,120464000.0,,187857000.0,,348566000.0,,,,,,,,,444761000.0,,334765000.0,,,,5000.0,147518000.0,,12286000.0,137924000.0,99281000.0,,,,,330784000.0,,,,,,,,,302360000.0,,,54171000.0,,,1694000.0,755205000.0,,,231194000.0,,214056000.0,,-242274000.0,,,,1420436000.0,34560000.0,,1350000.0,0.235,,,,636214000.0,,101860000.0,7439000.0,,,78835000.0,2843568000.0,,,81183000.0,,,,,,,,,,,,,,
2011-12-31,176662000.0,,-22113000.0,,,-208357000.0,1014882000.0,-691210000.0,338944000.0,1180206000.0,13787000.0,45385000.0,85545000.0,,-31359000.0,,0.0,,113783000.0,-11967000.0,,,1502313000.0,,0.0,306627000.0,141379000,,28635000.0,51087000.0,7556000.0,2310681000.0,243146000.0,-135457000.0,35654000.0,0.0,163067000.0,-11129000.0,5341000.0,,9478000.0,,,-25701000.0,483580000.0,2203153000.0,1498045000.0,286801000.0,139964000.0,1761481000.0,337937000.0,-37272000.0,1502313000.0,272523000.0,438720000.0,689557000.0,,-24986000.0,250837000.0,23296000.0,,488996000.0,0.26,91192000.0,21305000.0,48772000.0,531635000.0,1597462000.0,0.0,-62533000.0,,,,615626000,-12329000.0,137734000,39722000.0,306627000.0,-20125000.0,-691210000.0,-65341000.0,306627000.0,1301683000.0,214511000.0,153139000.0,441672000.0,,168489000.0,91192000,-565091000.0,91192000.0,,,0.88,150229000.0,791881000.0,2310681000.0,13787000.0,337268000.0,11952000.0,0.0,306627000.0,,86821000.0,,73323000.0,0.0,51087000.0,132046000.0,,211826000.0,1597462000.0,348976000.0,438720000.0,27919000.0,0.91,211826000.0,3000358000.0,212556000.0,,48853000.0,,,359324000.0,-1083274000.0,,,1000.0,150229000.0,1696000.0,23296000.0,153139000.0,86821000.0,459798000.0,,,488996000.0,345846000.0,546294000.0,250837000.0,,85545000.0,,17504000.0,774781000.0,531635000.0,324116000.0,324116000.0,,55715000.0,,243146000.0,1696000.0,774781000.0,,475035000.0,243146000.0,46000.0,231194000.0,,-212314000.0,1180206000.0,0.0,243146000.0,1498045000.0,39722000.0,,1415000.0,0.27,,,,689557000.0,347734000.0,113783000.0,2424000.0,469694000.0,359324000.0,91192000.0,3000358000.0,0.0,-11967000.0,105956000.0,,,,,,,,,,,,,,
2012-03-31,265632000.0,,,,,,,,339936000.0,,12139000.0,18190000.0,113568000.0,,-5310000.0,,0.0,,,-3999000.0,,,,,,,131519000,,,,8331000.0,2443732000.0,281198000.0,-152443000.0,,0.0,,9263000.0,,,20487000.0,,,,483204000.0,,,,130063000.0,,,,1591471000.0,284620000.0,443520000.0,,,-970000.0,252187000.0,,,495918000.0,0.255,88708000.0,,41355000.0,612644000.0,1686170000.0,,-52342000.0,,,,641212000,,127439000,,,26311000.0,,,,,,,,,162708000.0,88708000,,88708000.0,,,,,,,,,38052000.0,0.0,,,,,71145000.0,0.0,27963000.0,158008000.0,,213006000.0,,350054000.0,,,,,,,,,450101000.0,,375039000.0,,,,5000.0,132192000.0,,14141000.0,164846000.0,107856000.0,,,,,355765000.0,,,,,,,,,324547000.0,,,52789000.0,,,1704000.0,893842000.0,,,281198000.0,,243146000.0,,-365733000.0,,,,1548088000.0,44778000.0,,1456000.0,0.26,,,,695707000.0,,139578000.0,16299000.0,,,88708000.0,3139559000.0,,,110366000.0,,,,,,,,,,,,,,
2012-06-30,181229000.0,,,,,,,,341426000.0,,11571000.0,28502000.0,123869000.0,,-5170000.0,,0.0,,,-12932000.0,,,,,,,136083000,,,,8252000.0,2568400000.0,302788000.0,-186603000.0,,0.0,,-8385000.0,,,-5428000.0,,,,489858000.0,,,,138897000.0,,,,1660781000.0,280268000.0,465126000.0,,,-468000.0,265398000.0,,,534611000.0,0.28,97829000.0,,41068000.0,677214000.0,1783999000.0,,-78255000.0,,,,637358000,,136083000,,,27396000.0,,,,,,,,,182839000.0,97829000,,97829000.0,,,,,,,,,21590000.0,0.0,,,,,73507000.0,0.0,25239000.0,147500000.0,,211498000.0,,351268000.0,,,,,,,,,447363000.0,,412244000.0,,,,2814000.0,,,22521000.0,163492000.0,125951000.0,,,,,353775000.0,,,,,,,,,325628000.0,,,53426000.0,,,1712000.0,980002000.0,,,302788000.0,,281198000.0,,-289577000.0,,,,1638263000.0,50129000.0,,,0.285,,,,730524000.0,,154282000.0,13802000.0,,,97829000.0,3299044000.0,,,104584000.0,,,,,,,,,,,,,,
2012-09-30,216396000.0,,,,,,,,342502000.0,,13941000.0,-13675000.0,134775000.0,,31159000.0,,0.0,,,-6174000.0,,,,,,,147696000,,,,9721000.0,2696557000.0,288101000.0,-207078000.0,,0.0,,-1785000.0,,,15537000.0,,,,526904000.0,,,,151047000.0,,,0.0,1745780000.0,301114000.0,496007000.0,,,-334000.0,277772000.0,,,551663000.0,0.28,98887000.0,,52160000.0,750895000.0,1882886000.0,,-79087000.0,,,,676482000,,147696000,,,8654000.0,,,,,,,,,182213000.0,98887000,,98887000.0,,,,,,,,,-14687000.0,0.0,,,,,78094000.0,0.0,17628000.0,149578000.0,,211793000.0,,351740000.0,,,,,,,,,456481000.0,,462999000.0,,,,3351000.0,122153000.0,,24308000.0,179783000.0,141678000.0,,,,,379208000.0,,,,,,,,,327353000.0,,,56121000.0,,,1715000.0,1038996000.0,,,288101000.0,,302788000.0,,-344387000.0,,,,1724676000.0,54979000.0,,1000000.0,0.29,,,,773779000.0,,170868000.0,2930000.0,,,98887000.0,3470456000.0,,,103126000.0,,,,,,,,,,,,,,
2012-12-31,269137000.0,,8342000.0,,,-306488000.0,1184207000.0,-742897000.0,343488000.0,1312605000.0,10937000.0,11030000.0,141212000.0,,-12337000.0,-83705000.0,0.0,,187819000.0,-5255000.0,,,1790506000.0,,0.0,397232000.0,313555000,,73974000.0,189666000.0,9809000.0,2833650000.0,317120000.0,-155507000.0,44970000.0,129966000.0,190476000.0,628000.0,5068000.0,,4669000.0,,,-17083000.0,557273000.0,2665436000.0,1913962000.0,301370000.0,167701000.0,2057239000.0,401826000.0,-40540000.0,1790506000.0,318205000.0,580112000.0,870818000.0,,-15311000.0,290706000.0,23681000.0,,569708000.0,0.315,9809000.0,44047000.0,55893000.0,719665000.0,1994694000.0,0.0,-96804000.0,,,,710384000,-279000.0,313555000,59582000.0,397232000.0,3673000.0,-742897000.0,-40540000.0,397232000.0,1485577000.0,243146000.0,189652000.0,608197000.0,,180554000.0,111808000,-701631000.0,111808000.0,,,1.13,143212000.0,932394000.0,2833650000.0,10937000.0,341862000.0,29019000.0,0.0,36113000.0,,136557000.0,,78624000.0,0.0,189666000.0,153111000.0,,247616000.0,1994694000.0,352360000.0,580112000.0,36113000.0,1.16,247616000.0,3704468000.0,222580000.0,,66034000.0,577848000.0,,509467000.0,-1286997000.0,,577848000.0,4582000.0,143212000.0,1721000.0,23681000.0,189652000.0,136557000.0,1179859000.0,,,569708000.0,396829000.0,708314000.0,290706000.0,,141212000.0,,35265000.0,1036785000.0,719665000.0,399352000.0,399352000.0,,60244000.0,,317120000.0,1721000.0,1036785000.0,,1179859000.0,317120000.0,4571000.0,288101000.0,,-287300000.0,1312605000.0,0.0,317120000.0,1913962000.0,59582000.0,,1168000.0,0.325,,,,870818000.0,351394000.0,187819000.0,11939000.0,587708000.0,509467000.0,111808000.0,3704468000.0,0.0,-5255000.0,83750000.0,,,,,,,,,,,,,,
2013-03-31,296239000.0,,,-63241000.0,,,,,344064000.0,,9330000.0,32246000.0,148877000.0,,1427000.0,,0.0,,,-14287000.0,,,,,,,283798000,,,,10594000.0,2899240000.0,281458000.0,-191500000.0,,0.0,,2105000.0,,,-11183000.0,,,,552800000.0,,,,159613000.0,,,-67802000.0,1727560000.0,315168000.0,572423000.0,,,-9750000.0,293486000.0,,,606449000.0,0.31,10594000.0,,49573000.0,723693000.0,2104734000.0,,-107092000.0,,,,680029000,,283798000,,,-56431000.0,,,,,,,,,213648000.0,110040000,,110040000.0,,,,,,,,,-35662000.0,0.0,,,,,81063000.0,0.0,182672000.0,127229000.0,,306155000.0,,352826000.0,,,,,,,,,512078000.0,,515858000.0,,,,3044000.0,148686000.0,,22106000.0,193969000.0,135470000.0,,,,,396231000.0,,,,,,,,,430709000.0,,,59341000.0,,,1726000.0,1005151000.0,,,281458000.0,,317120000.0,,-312845000.0,,,,2037589000.0,46905000.0,,1100000.0,0.32,,,71944000.0,865909000.0,,178418000.0,8648000.0,,,110040000.0,3765149000.0,,,106556000.0,,,,,,,,,,,,,,
2013-06-30,237367000.0,,,-78550000.0,,,,,343800000.0,,8539000.0,-9863000.0,169735000.0,,43000.0,,0.0,,,-24320000.0,,,,,,,292256000,,,,10529000.0,2951007000.0,270764000.0,-128690000.0,,0.0,,-1655000.0,,,16654000.0,,,,581761000.0,,,,169189000.0,,,0.0,1713296000.0,333023000.0,605440000.0,,,0.0,287494000.0,,,674626000.0,0.32,10529000.0,,56282000.0,698754000.0,2217641000.0,,-141574000.0,,,,707561000,,292256000,,,-56785000.0,,,,,,,,,176507000.0,112907000,,112907000.0,,,,,,,,,-10694000.0,0.0,,,,,82282000.0,0.0,207595000.0,125800000.0,,306951000.0,,352485000.0,,,,,,,,,527896000.0,,513762000.0,,,,2733000.0,145984000.0,,23835000.0,179182000.0,132971000.0,,,,,415305000.0,,,,,,,,,443978000.0,,,62891000.0,,,3430000.0,969518000.0,,,270764000.0,,281458000.0,,-224483000.0,,,,2130645000.0,48928000.0,,,0.33,,,-32959000.0,892934000.0,,191328000.0,12702000.0,,,112907000.0,3843941000.0,,,34933000.0,,,,,,,,,,,,,,
2013-09-30,291520000.0,,,-28251000.0,,,,,342992000.0,,10523000.0,-48972000.0,147016000.0,,18103000.0,,0.0,,,-12924000.0,,,,,,,288815000,,,,12527000.0,3077390000.0,287520000.0,-138754000.0,,-67877000.0,,-4337000.0,,,-24780000.0,,,,608253000.0,,,,172747000.0,,,-75000.0,1701094000.0,356017000.0,584440000.0,,,-6000.0,304540000.0,,,724886000.0,0.33,12527000.0,,57403000.0,634308000.0,2332985000.0,,-135488000.0,,,,727830000,,288815000,,,-9236000.0,,,,,,,,,164230000.0,115344000,,115344000.0,,,,,,,,,16756000.0,0.0,,,,,82998000.0,0.0,190352000.0,119577000.0,,307523000.0,,351449000.0,,,,,,,,,529303000.0,,577493000.0,,,,3509000.0,162987000.0,,28234000.0,195200000.0,131030000.0,,,,,439015000.0,,,,,,,,,464088000.0,,,67228000.0,,,3437000.0,921828000.0,,,287520000.0,,270764000.0,,-294711000.0,,,,2265276000.0,51872000.0,,,0.34,,,2296000.0,888980000.0,,191286000.0,11947000.0,,,115344000.0,3966370000.0,,,28742000.0,,,,,,,,,,,,,,
2013-12-31,245472000.0,,-22647000.0,0.0,,-584331000.0,1481228000.0,-818450000.0,343501000.0,1611231000.0,8159000.0,36914000.0,145019000.0,-170042000.0,-42220000.0,-9599000.0,0.0,,190371000.0,-13429000.0,,,1761708000.0,,0.0,398354000.0,225865000,,-114743000.0,231560000.0,12645000.0,3167664000.0,202377000.0,-229485000.0,43950000.0,67877000.0,189700000.0,-4224000.0,4226000.0,,23439000.0,,,-24700000.0,653212000.0,2910748000.0,2336656000.0,338786000.0,86505000.0,2396026000.0,111534000.0,0.0,1761708000.0,477020000.0,640432000.0,930700000.0,,-14944000.0,290268000.0,32299000.0,,792781000.0,0.17,12645000.0,10325000.0,26442000.0,677004000.0,2393048000.0,0.0,-200177000.0,,,,795328000,-8111000.0,225865000,54107000.0,398354000.0,3063000.0,-818450000.0,-67877000.0,398354000.0,1820014000.0,317120000.0,209746000.0,514722000.0,,141480000.0,60063000,-688429000.0,60063000.0,,,1.13,170392000.0,1070598000.0,3167664000.0,8159000.0,343636000.0,-85143000.0,0.0,46295000.0,,111717000.0,,92443000.0,0.0,231560000.0,142116000.0,,307422000.0,2393048000.0,352131000.0,640432000.0,46295000.0,1.16,307422000.0,4098364000.0,263538000.0,,-119389000.0,582926000.0,,554873000.0,-1106819000.0,,582926000.0,-8332000.0,170392000.0,3443000.0,32299000.0,209746000.0,111717000.0,1090734000.0,,,792781000.0,569463000.0,695865000.0,290268000.0,,145019000.0,,4130000.0,879381000.0,677004000.0,491209000.0,491209000.0,,74078000.0,,202377000.0,3443000.0,879381000.0,,1090734000.0,202377000.0,954000.0,287520000.0,,-274780000.0,1611231000.0,0.0,202377000.0,2336656000.0,54107000.0,,,0.17,,,-50880000.0,930700000.0,352281000.0,190371000.0,10653000.0,588054000.0,554873000.0,60063000.0,4098364000.0,0.0,-13429000.0,-58697000.0,,,,,,,,,,,,,,
2014-03-31,235948000.0,,,-75026000.0,,,,,343701000.0,,8600000.0,-49972000.0,125741000.0,,2490000.0,,0.0,,,-10305000.0,,,,,,,307102000,,,,13649000.0,3246397000.0,219928000.0,-137585000.0,,0.0,,3903000.0,,,-29531000.0,,,,655662000.0,,,,180993000.0,,,0.0,1915181000.0,386114000.0,611667000.0,,,-66000.0,333284000.0,,,845104000.0,0.34,13649000.0,,61467000.0,811327000.0,2512574000.0,,-117506000.0,,,,784761000,,307102000,,,-1717000.0,,,,,,,,,155787000.0,119526000,,119526000.0,,,,,,,,,17551000.0,0.0,,,,,91545000.0,0.0,198757000.0,129099000.0,,307081000.0,,352230000.0,,,,,,,,,564086000.0,,436995000.0,,,,2990000.0,219857000.0,,28257000.0,231512000.0,104827000.0,,,,,477659000.0,,,,,,,,,505372000.0,,,70094000.0,,,3452000.0,1031255000.0,,,219928000.0,,202377000.0,,-256027000.0,,,,2276167000.0,55657000.0,,,0.35,,,24844000.0,944951000.0,,181615000.0,65202000.0,,,119526000.0,4191348000.0,,,38281000.0,,,,,,,,,,,,,,
2014-06-30,336345000.0,,,-142056000.0,,,,,341788000.0,,7817000.0,32709000.0,148854000.0,,197000.0,,0.0,,,-5348000.0,,,,,,,354002000,,,,14620000.0,3259769000.0,315260000.0,-24354000.0,,0.0,,-3324000.0,,,29013000.0,,,,689393000.0,,,,194370000.0,,,-7476000.0,1903269000.0,400434000.0,672522000.0,,,-3000.0,332984000.0,,,863684000.0,0.37,14620000.0,,65337000.0,673532000.0,2641607000.0,,-108347000.0,,,,851762000,,354002000,,,-129723000.0,,,,,,,,,248271000.0,129033000,,129033000.0,,,,,,,,,95332000.0,0.0,,,,,97326000.0,0.0,236215000.0,162369000.0,,324108000.0,,349794000.0,,,,,,,,,614930000.0,,478963000.0,,,,2737000.0,229083000.0,,31710000.0,228166000.0,96084000.0,,,,,497760000.0,,,,,,,,,521882000.0,,,71712000.0,,,3457000.0,988792000.0,,,315260000.0,,219928000.0,,-244876000.0,,,,2362006000.0,59287000.0,,,0.38,,,-40062000.0,1005506000.0,,173369000.0,6334000.0,,,129033000.0,4265275000.0,,,139924000.0,,,,,,,,,,,,,,
2014-09-30,651770000.0,,,0.0,,,,,341188000.0,,9102000.0,-18973000.0,169227000.0,,19025000.0,,0.0,,,-23429000.0,,,,,,,328219000,,,,15061000.0,3396210000.0,496494000.0,-32783000.0,,0.0,,2936000.0,,,20655000.0,,,,700084000.0,,,,190335000.0,,,0.0,2235477000.0,414904000.0,671120000.0,,,-6000.0,325308000.0,,,889487000.0,0.37,15061000.0,,61333000.0,835269000.0,2770609000.0,,-115518000.0,,,,840149000,,328219000,,,62000.0,,,,,,,,,219521000.0,129002000,,129002000.0,,,,,,,,,181234000.0,0.0,,,,,97026000.0,0.0,226323000.0,140065000.0,,322135000.0,,349326000.0,,,,,,,,,617204000.0,,226371000.0,,,,2181000.0,229450000.0,,28604000.0,215528000.0,86756000.0,,,,,511930000.0,,,,,,,,,534562000.0,,,75406000.0,,,3461000.0,1331763000.0,,,496494000.0,,315260000.0,,-569035000.0,,,,2157161000.0,60042000.0,,,0.38,,,-21344000.0,996428000.0,,184606000.0,-5180000.0,,,129002000.0,4392638000.0,,,104003000.0,,,,,,,,,,,,,,
2014-12-31,180783000.0,,106905000.0,0.0,,-467901000.0,1642437000.0,-940510000.0,341862000.0,1864770000.0,10813000.0,-110720000.0,160285000.0,-217082000.0,85193000.0,-74786000.0,0.0,,158999000.0,-44096000.0,,,2348786000.0,,0.0,525433000.0,378138000,,432826000.0,196915000.0,15962000.0,3565968000.0,635203000.0,-89845000.0,79809000.0,0.0,248741000.0,4602000.0,3993000.0,,-17163000.0,,,-14930000.0,753187000.0,3402703000.0,2181779000.0,392805000.0,208476000.0,2798326000.0,379126000.0,0.0,2348786000.0,440985000.0,634315000.0,964597000.0,,-14855000.0,330282000.0,23789000.0,,924260000.0,0.42,15962000.0,-146956000.0,60604000.0,785663000.0,2918481000.0,0.0,-126530000.0,,,,926031000,8117000.0,378138000,67460000.0,525433000.0,11054000.0,-940510000.0,-7476000.0,525433000.0,2035242000.0,202377000.0,209655000.0,604377000.0,,223448000.0,147872000,-284567000.0,147872000.0,,,1.5,256601000.0,1404846000.0,3565968000.0,10813000.0,342150000.0,138709000.0,0.0,59292000.0,,62868000.0,,106908000.0,0.0,196915000.0,172844000.0,,320538000.0,2918481000.0,350197000.0,634315000.0,59292000.0,1.54,320538000.0,4530565000.0,302353000.0,,-120324000.0,672778000.0,,231147000.0,-1214036000.0,,672778000.0,-9167000.0,256601000.0,3470000.0,23789000.0,209655000.0,62868000.0,1367461000.0,,,924260000.0,547893000.0,847027000.0,330282000.0,,160285000.0,,2974000.0,1420866000.0,785663000.0,546835000.0,546835000.0,,85141000.0,,635203000.0,3470000.0,1420866000.0,,1367461000.0,635203000.0,-1259000.0,496494000.0,,-144098000.0,1864770000.0,0.0,635203000.0,2181779000.0,67460000.0,,,0.43,,,-38224000.0,964597000.0,350386000.0,158999000.0,13453000.0,774174000.0,231147000.0,147872000.0,4530565000.0,0.0,-44096000.0,96918000.0,,,,,,,,,,,,,,
2015-03-31,602240000.0,,,0.0,,,,,343216000.0,,26800000.0,-16791000.0,195711000.0,,4498000.0,,0.0,,,-62220000.0,,,,,,,335572000,,,,15161000.0,3710421000.0,390335000.0,-1005812000.0,,0.0,,7676000.0,,,6300000.0,,,,827429000.0,,,,167120000.0,,,-1372014000.0,1911281000.0,533246000.0,792299000.0,,,0.0,849885000.0,,,1103400000.0,0.32,15161000.0,,56186000.0,293827000.0,3029415000.0,,-148627000.0,,,,996089000,,335572000,,,553184000.0,,,,,,,,,214247000.0,110934000,,110934000.0,,,,,,,,,-244868000.0,0.0,,,,,127271000.0,0.0,232853000.0,168660000.0,,767222000.0,,351659000.0,,,,,,,,,940571000.0,,204520000.0,,,,208000.0,258746000.0,,22553000.0,301907000.0,564339000.0,,,,,660517000.0,,,,,,,,,1197635000.0,,,100445000.0,,,3486000.0,684162000.0,,,390335000.0,,635203000.0,,-87411000.0,,,,3441324000.0,61828000.0,,,0.32,,,-71575000.0,1642184000.0,,168547000.0,34147000.0,,,110934000.0,5352605000.0,,,65620000.0,,,,,,,,,,,,,,
