,annualTotalNonCurrentAssets,quarterlyOperatingExpense,trailingGrossProfit,annualOtherIntangibleAssets,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualBasicEPS,annualGrossProfit,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDeferredIncomeTax,annualInvestingCashFlow,annualOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingCashDividendsPaid,annualDilutedAverageShares,annualDilutedEPS,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInterestExpense,annualRepaymentOfDebt,trailingChangeInWorkingCapital,trailingResearchAndDevelopment,annualPurchaseOfInvestment,annualTotalRevenue,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingIncome,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,quarterlyRetainedEarnings,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyTotalRevenue,trailingEndCashPosition,annualCashAndCashEquivalents,trailingPretaxIncome,trailingTaxProvision,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,annualInvestmentsAndAdvances,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCurrentAssets,annualOtherNonCashItems,annualTotalAssets,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyInvestingCashFlow,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyEndCashPosition,annualBasicAverageShares,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance,trailingChangeInAccountPayable
1175299200,,309000000.0,,,,,,,955000000.0,584000000.0,,,,,1000000.0,,516000000.0,15000000.0,957000000.0,,,63636364.0,46000000.0,,,,,,,-31000000.0,-11000000.0,10000000.0,,2000000.0,-1088000000.0,,,,,,2045000000.0,,,0.0,-29000000.0,,,,79000000.0,,0.78,68000000.0,,41000000.0,,,,,,,,,,,41000000.0,22000000.0,,,-11000000.0,1143000000.0,-12000000.0,,,,70000000.0,,,,,4000000.0,,371000000.0,,,,,,,,,,,,1175000000.0,,,-17000000.0,,3144000000.0,,29000000.0,,,,309000000.0,,,,,,,2942000000.0,,,1461000000.0,,1925000000.0,,,,,,,-20000000.0,62820513.0,,2636000000.0,10000000.0,5557000000.0,49000000.0,,,,,,,2413000000.0,,49000000.0,,31000000.0,,887000000.0,,1394000000.0,,,,,79000000.0,,,375000000.0,,576000000.0,6000000.0,1575000000.0,,,10000000.0,1448000000.0,,2921000000.0,,,,67000000.0,0.77,,,,,,38000000.0,350000000.0,,584000000.0,,,,,,,,,,,,,,,,,,,,
1183161600,,259000000.0,,,,,,,989000000.0,848000000.0,,,,,1000000.0,,584000000.0,15000000.0,969000000.0,,,63291139.0,101000000.0,,,,,,,-36000000.0,-24000000.0,5000000.0,,0.0,-1105000000.0,,,,,,2074000000.0,,,0.0,1000000.0,,,,280000000.0,,1.6,264000000.0,,88000000.0,,,,,,,,,,,91000000.0,4000000.0,,,-35000000.0,1138000000.0,16000000.0,,,,117000000.0,,,,,0.0,,141000000.0,,,,,,,,,,,,1147000000.0,,,-17000000.0,,3192000000.0,,26000000.0,,,,259000000.0,,,,,,,3025000000.0,,,1427000000.0,,1993000000.0,,,,,,,-51000000.0,62500000.0,,2574000000.0,52000000.0,5612000000.0,100000000.0,,,,,,,2420000000.0,,100000000.0,,86000000.0,,897000000.0,,1362000000.0,,,,,72000000.0,,,373000000.0,,587000000.0,11000000.0,1643000000.0,,,8000000.0,1466000000.0,,3038000000.0,,,,65000000.0,1.58,,,,,,200000000.0,350000000.0,,848000000.0,,,,,,,,,,,,,,,,,,,,
1191110400,2410000000.0,334000000.0,,,983000000.0,1052000000.0,46000000.0,195000000.0,1052000000.0,897000000.0,3.66,1387000000.0,352000000.0,,1000000.0,-1016000000.0,848000000.0,6000000.0,983000000.0,,,,38000000.0,,-74000000.0,,2125000000.0,,,-52000000.0,-15000000.0,5000000.0,,1000000.0,-1142000000.0,1820000000.0,,,1316000000.0,,2125000000.0,,,0.0,97000000.0,22000000.0,-102000000.0,1168000000.0,114000000.0,,,49000000.0,,192000000.0,-1142000000.0,,-154000000.0,,,,,63888889.0,3.6,,29000000.0,6000000.0,,,102000000.0,1141000000.0,7000000.0,,,,79000000.0,6000000.0,,9000000.0,,2000000.0,610000000.0,155000000.0,-923000000.0,,13000000.0,,,,-484000000.0,7834000000.0,1000000.0,377000000.0,,1152000000.0,,97000000.0,-17000000.0,219000000.0,3276000000.0,155000000.0,50000000.0,,,,337000000.0,1141000000.0,1380000000.0,-156000000.0,58000000.0,2532000000.0,78000000.0,3040000000.0,897000000.0,,1380000000.0,,2103000000.0,,897000000.0,,,201000000.0,23000000.0,-127000000.0,,259000000.0,2532000000.0,140000000.0,5686000000.0,32000000.0,6447000000.0,,,230000000.0,5000000.0,41000000.0,2410000000.0,-743000000.0,32000000.0,893000000.0,32000000.0,,893000000.0,1171000000.0,1316000000.0,64000000.0,3276000000.0,,5686000000.0,78000000.0,-288000000.0,3154000000.0,377000000.0,230000000.0,610000000.0,18000000.0,1740000000.0,133000000.0,,3000000.0,1467000000.0,,3154000000.0,3040000000.0,1152000000.0,,64000000.0,,,1467000000.0,,,680000000.0,-128000000.0,363000000.0,19000000.0,897000000.0,62841530.0,,,,,,,,,,,,,,,,,,,
1199059200,,270000000.0,,,,,,,1075000000.0,681000000.0,,,,,1000000.0,,897000000.0,20000000.0,989000000.0,,,63461538.0,58000000.0,,,,,,,-42000000.0,-14000000.0,5000000.0,,1000000.0,-1162000000.0,,,,,,2151000000.0,,,,133000000.0,,,,117000000.0,,0.52,-216000000.0,,66000000.0,,,,,,,,,,,46000000.0,3000000.0,,,-5000000.0,1036000000.0,4000000.0,,,,80000000.0,,,,,2000000.0,,394000000.0,,,,,,,,,,,,1044000000.0,,,-17000000.0,,3236000000.0,,34000000.0,,,,281000000.0,,,,,,,3055000000.0,,,1396000000.0,,1905000000.0,,,,,,,-356000000.0,63461538.0,,2440000000.0,24000000.0,5646000000.0,33000000.0,,,,,,,2410000000.0,,33000000.0,,38000000.0,,884000000.0,,1332000000.0,,,,,48000000.0,,,380000000.0,,633000000.0,11000000.0,1589000000.0,,,16000000.0,1417000000.0,,3206000000.0,,,,64000000.0,0.52,,,,,,-268000000.0,316000000.0,,681000000.0,,,,,,,,,,,,,,,,,,,,
1206921600,,282000000.0,,,,,,,921000000.0,847000000.0,,,,,1000000.0,,681000000.0,10000000.0,1015000000.0,,,63716814.0,82000000.0,,,,,,,-43000000.0,-21000000.0,3000000.0,,0.0,-1163000000.0,,,,,,2178000000.0,,,,164000000.0,,,,138000000.0,,1.14,166000000.0,,155000000.0,,,,,,,,,,,52000000.0,4000000.0,,,65000000.0,1129000000.0,9000000.0,,,,89000000.0,,,,,0.0,,74000000.0,,,,,,,,,,,,1136000000.0,,,-18000000.0,,3115000000.0,,37000000.0,,,,292000000.0,,,,,,,3110000000.0,,,1346000000.0,,2059000000.0,,,,,,,-79000000.0,63157895.0,,2482000000.0,112000000.0,5778000000.0,72000000.0,,,,,,,2663000000.0,,72000000.0,,72000000.0,,1118000000.0,,1282000000.0,,,,,83000000.0,,,385000000.0,,545000000.0,32000000.0,1725000000.0,,,-9000000.0,1498000000.0,,3296000000.0,,,,64000000.0,1.13,,,,,,32000000.0,334000000.0,,847000000.0,,,,,,,,,,,,,,,,,,,,
1214784000,,270000000.0,,,,,,,853000000.0,853000000.0,,,,,,,847000000.0,27000000.0,1082000000.0,,,64000000.0,93000000.0,,,,,,,-33000000.0,-17000000.0,20000000.0,,0.0,-1188000000.0,,,,,,2270000000.0,,,,3358000000.0,,,,59000000.0,,1.15,6000000.0,,111000000.0,,,,,,,,,,,87000000.0,0.0,,,6000000.0,1184000000.0,7000000.0,,,,121000000.0,,,,,1000000.0,,,,,,,,,,,,,,1204000000.0,,,-17000000.0,,3100000000.0,,34000000.0,,,,283000000.0,,,,,,,,,,1282000000.0,,2201000000.0,,,,,,,0.0,63000000.0,,2486000000.0,78000000.0,5844000000.0,72000000.0,,,,,,,2744000000.0,,72000000.0,,66000000.0,,1108000000.0,,1237000000.0,,,,,86000000.0,,,422000000.0,,538000000.0,14000000.0,1844000000.0,,,1000000.0,1548000000.0,,3358000000.0,,,,45000000.0,1.13,,,,,,-88000000.0,357000000.0,,853000000.0,,,,,,,,,,,,,,,,,,,,
1222732800,2739000000.0,309000000.0,,,1112000000.0,886000000.0,74000000.0,470000000.0,886000000.0,886000000.0,2.65,1325000000.0,338000000.0,,1000000.0,-70000000.0,853000000.0,28000000.0,1112000000.0,,,,27000000.0,,126000000.0,,2297000000.0,,,-87000000.0,-18000000.0,21000000.0,,0.0,-1185000000.0,897000000.0,,,1294000000.0,,2297000000.0,,,,30000000.0,44000000.0,-418000000.0,1132000000.0,1000000.0,,,33000000.0,,138000000.0,-1185000000.0,,-205000000.0,,,,,63498099.0,2.63,,8000000.0,0.0,,,68000000.0,1209000000.0,24000000.0,,,,48000000.0,0.0,,1000000.0,,0.0,494000000.0,,-11000000.0,,,,,,-435000000.0,8381000000.0,1000000.0,408000000.0,,1230000000.0,,30000000.0,-17000000.0,193000000.0,3032000000.0,,40000000.0,,,,310000000.0,1209000000.0,1339000000.0,134000000.0,86000000.0,2569000000.0,86000000.0,3138000000.0,886000000.0,,1339000000.0,,2215000000.0,,886000000.0,,,175000000.0,0.0,0.0,,261000000.0,2569000000.0,51000000.0,5771000000.0,-10000000.0,7056000000.0,,,167000000.0,21000000.0,265000000.0,2739000000.0,-69000000.0,-10000000.0,1065000000.0,-1000000.0,,1065000000.0,1166000000.0,1294000000.0,45000000.0,3032000000.0,12000000.0,5771000000.0,86000000.0,,3202000000.0,408000000.0,167000000.0,494000000.0,18000000.0,1898000000.0,145000000.0,,-8000000.0,1469000000.0,,3202000000.0,3138000000.0,1230000000.0,,45000000.0,,,1469000000.0,,,315000000.0,-94000000.0,317000000.0,3000000.0,886000000.0,63018868.0,,,,,,,,,,,,,,,,,,,
1230681600,,332000000.0,,,,,,,222000000.0,222000000.0,,,,,1000000.0,,886000000.0,-1000000.0,2249000000.0,,,68786127.0,-120000000.0,,,,,28000000.0,,-38000000.0,1460000000.0,340000000.0,,-138000000.0,-1247000000.0,,,,,1328000000.0,3496000000.0,,,,89000000.0,,,,18000000.0,,-1.73,-664000000.0,,79000000.0,,,,,,,,,,,-7000000.0,0.0,,,39000000.0,871000000.0,13000000.0,,,,55000000.0,,,,,,,,,,,,,,,,,,,1739000000.0,,,-6000000.0,,2733000000.0,,62000000.0,-3000000.0,,,344000000.0,,,,,,,3013000000.0,,,4403000000.0,,1966000000.0,,,,,,,,68786127.0,,6142000000.0,41000000.0,9742000000.0,-119000000.0,,,,,,,7009000000.0,,-119000000.0,,-119000000.0,,1317000000.0,,2039000000.0,,,,,133000000.0,,,2115000000.0,,736000000.0,-73000000.0,1641000000.0,,528000000.0,-88000000.0,1539000000.0,,3600000000.0,,,,2128000000.0,-1.73,236000000.0,,,,,-2188000000.0,325000000.0,,222000000.0,,,,,,,,,,,,,,,,,,,,
1238457600,,352000000.0,,,,,,,203000000.0,203000000.0,,,,,1000000.0,,222000000.0,9000000.0,2188000000.0,,,73846154.0,57000000.0,,,,,,,-42000000.0,-210000000.0,178000000.0,,1000000.0,-1274000000.0,,,,,1293000000.0,3462000000.0,,,,-9000000.0,,,,11000000.0,,0.65,-19000000.0,,218000000.0,,,,,,,,,,,107000000.0,0.0,,,19000000.0,752000000.0,-11000000.0,,,,201000000.0,,,,,,,0.0,,,,,,,,,,,,1389000000.0,,,-5000000.0,,2424000000.0,,94000000.0,40000000.0,,,352000000.0,,,,,,,3054000000.0,,,4305000000.0,,1990000000.0,,,,,,,,73846154.0,,5694000000.0,176000000.0,9237000000.0,48000000.0,,,,,,,6813000000.0,,48000000.0,,48000000.0,,1030000000.0,,1336000000.0,,,,,100000000.0,,,2088000000.0,,628000000.0,-1000000.0,1531000000.0,,459000000.0,-7000000.0,1400000000.0,,3543000000.0,,,,2084000000.0,0.65,218000000.0,,,214000000.0,,-25000000.0,459000000.0,,203000000.0,,,,,,,,,,,,,,,,,,,,
1246320000,,353000000.0,,,,,,,256000000.0,256000000.0,,,,,1000000.0,,203000000.0,40000000.0,2153000000.0,-2000000.0,-1018000000.0,75000000.0,91000000.0,,,,,,,-27000000.0,-297000000.0,115000000.0,,137000000.0,-1339000000.0,,,,,1178000000.0,3492000000.0,,,,101000000.0,,,,26000000.0,,0.67,53000000.0,,352000000.0,,,,,,,,,,,140000000.0,10000000.0,,,150000000.0,790000000.0,31000000.0,,,,228000000.0,,,,,,,,,3000000.0,,,,,,,,,,1370000000.0,,,-6000000.0,,2426000000.0,,88000000.0,53000000.0,,,353000000.0,,,,,,,3099000000.0,,,4088000000.0,,2037000000.0,,,,,,,,74000000.0,,5458000000.0,325000000.0,9165000000.0,50000000.0,,,,,,,6739000000.0,,50000000.0,,51000000.0,,606000000.0,,1406000000.0,,,,,109000000.0,,,2150000000.0,,546000000.0,1000000.0,1544000000.0,,455000000.0,0.0,1420000000.0,,3707000000.0,,,,1878000000.0,0.66,147000000.0,,,188000000.0,,-2000000.0,493000000.0,,256000000.0,,,,,,,,,,,,,,,,,,,,
1254268800,6974000000.0,388000000.0,,1204000000.0,2096000000.0,352000000.0,-86000000.0,1025000000.0,352000000.0,352000000.0,0.98,1789000000.0,702000000.0,,1000000.0,573000000.0,256000000.0,31000000.0,2096000000.0,0.0,-218000000.0,,129000000.0,,147000000.0,,3493000000.0,,,-67000000.0,-380000000.0,76000000.0,,-161000000.0,-1397000000.0,886000000.0,-2080000000.0,,1546000000.0,1204000000.0,3493000000.0,,,,-123000000.0,12000000.0,-2115000000.0,1437000000.0,18000000.0,,,96000000.0,,376000000.0,-1397000000.0,,-174000000.0,405000000.0,,,,73000000.0,0.96,,124000000.0,0.0,,,253000000.0,949000000.0,-21000000.0,,,,230000000.0,0.0,,-161000000.0,,,554000000.0,,-534000000.0,3000000.0,215000000.0,-1881000000.0,,,0.0,8106000000.0,1000000.0,2220000000.0,9000000.0,1566000000.0,,-123000000.0,-5000000.0,352000000.0,2473000000.0,,85000000.0,-40000000.0,96000000.0,,292000000.0,949000000.0,4297000000.0,461000000.0,80000000.0,5863000000.0,48000000.0,3185000000.0,352000000.0,,4297000000.0,,2113000000.0,,352000000.0,,,78000000.0,-95000000.0,0.0,,158000000.0,5863000000.0,309000000.0,9447000000.0,93000000.0,6317000000.0,,170000000.0,71000000.0,76000000.0,851000000.0,6974000000.0,-22000000.0,93000000.0,1123000000.0,98000000.0,,1123000000.0,1341000000.0,1546000000.0,1537000000.0,2473000000.0,50000000.0,9447000000.0,48000000.0,0.0,3584000000.0,2220000000.0,71000000.0,554000000.0,46000000.0,1601000000.0,329000000.0,541000000.0,0.0,1404000000.0,,3584000000.0,3185000000.0,1566000000.0,541000000.0,1537000000.0,,,1404000000.0,,170000000.0,73000000.0,100000000.0,512000000.0,,352000000.0,72000000.0,,,,,,,,,,,,,,,,,,,
1262217600,,354000000.0,,,,,,,406000000.0,406000000.0,,,,,1000000.0,,352000000.0,29000000.0,2013000000.0,,-25000000.0,78000000.0,105000000.0,,,,,41000000.0,,-21000000.0,-24000000.0,78000000.0,,0.0,-1438000000.0,,,,,1182000000.0,3451000000.0,,,,-142000000.0,,,,44000000.0,,1.13,54000000.0,,48000000.0,,,,,,20000000.0,,,,,132000000.0,6000000.0,,,-163000000.0,834000000.0,26000000.0,,,,226000000.0,,,,,,,,,4000000.0,,,,,,,,,,1357000000.0,,,-6000000.0,,2467000000.0,,80000000.0,9000000.0,,,334000000.0,,,,,,,3265000000.0,,,4119000000.0,,2020000000.0,,,,,,,,77000000.0,,5476000000.0,27000000.0,9230000000.0,86000000.0,,,,,,,6763000000.0,,86000000.0,,76000000.0,,1129000000.0,,1485000000.0,,,,,78000000.0,,,2213000000.0,,593000000.0,0.0,1534000000.0,,439000000.0,0.0,1289000000.0,,3754000000.0,,,,1516000000.0,1.1,0.0,,,126000000.0,,26000000.0,486000000.0,,406000000.0,,,,,,,,,,,,,,,,,,,,
1269993600,,389000000.0,,,,,,,499000000.0,499000000.0,,,,,1000000.0,,406000000.0,23000000.0,1964000000.0,,-748000000.0,80000000.0,43000000.0,,,,,103000000.0,,-39000000.0,-151000000.0,362000000.0,,-11000000.0,-1422000000.0,,,,,1150000000.0,3386000000.0,,,,-236000000.0,,,,41000000.0,,0.280245,93000000.0,,182000000.0,,,,,,20000000.0,,,,,121000000.0,0.0,,,-14000000.0,1056000000.0,29000000.0,,,,219000000.0,,,,,,,,,3000000.0,,,,,,,,,,1858000000.0,,,-6000000.0,,2735000000.0,,73000000.0,78000000.0,,,354000000.0,,,,,,,3281000000.0,,,3699000000.0,,2248000000.0,,,,,,,,77000000.0,,5557000000.0,143000000.0,9239000000.0,22000000.0,,,,,,,6504000000.0,,22000000.0,,20000000.0,,568000000.0,,1472000000.0,,,,,63000000.0,,,2167000000.0,,581000000.0,-5000000.0,1738000000.0,,440000000.0,0.0,1494000000.0,,3682000000.0,,,,1101000000.0,0.27,0.0,,,86000000.0,,68000000.0,510000000.0,,499000000.0,,,,,,,,,,,,,,,,,,,,
1277856000,,374000000.0,,,,,,,484000000.0,484000000.0,,,,,1000000.0,,499000000.0,26000000.0,1912000000.0,,-3000000.0,80000000.0,160000000.0,,,,,26000000.0,,-40000000.0,-52000000.0,319000000.0,,0.0,-1458000000.0,,,,,1103000000.0,3370000000.0,,,,-408000000.0,,,,32000000.0,,1.879832,-15000000.0,,68000000.0,,,,,,23000000.0,,,,,150000000.0,0.0,,,-106000000.0,1020000000.0,-10000000.0,,,,223000000.0,,,,,,,,,3000000.0,,,,,,,,,,1813000000.0,,,-11000000.0,,2818000000.0,,73000000.0,-64000000.0,,,351000000.0,,,,,,,3418000000.0,,,3676000000.0,,2362000000.0,,,,,,,,77000000.0,,5489000000.0,28000000.0,9145000000.0,148000000.0,,,,,,,6327000000.0,,148000000.0,,134000000.0,,565000000.0,,1445000000.0,,,,,52000000.0,,,2131000000.0,,611000000.0,23000000.0,1838000000.0,,474000000.0,0.0,1569000000.0,,3656000000.0,,,,1102000000.0,1.85,0.0,,,54000000.0,,-27000000.0,524000000.0,,484000000.0,,,,,,,,,,,,,,,,,,,,
1285804800,6698000000.0,333000000.0,,1113000000.0,2018000000.0,417000000.0,23000000.0,517000000.0,417000000.0,417000000.0,4.202532,2000000000.0,905000000.0,,1000000.0,-435000000.0,484000000.0,12000000.0,2018000000.0,1000000.0,-17000000.0,,84000000.0,,-119000000.0,,3537000000.0,,,-106000000.0,-208000000.0,116000000.0,,16000000.0,-1519000000.0,352000000.0,-23000000.0,,1416000000.0,1113000000.0,3537000000.0,,,,-345000000.0,9000000.0,3000000.0,1434000000.0,33000000.0,,,-67000000.0,,219000000.0,-1519000000.0,,-206000000.0,-202000000.0,,23000000.0,,79000000.0,4.18,,147000000.0,0.0,,145000000.0,95000000.0,1043000000.0,-36000000.0,,,,260000000.0,0.0,,5000000.0,,,644000000.0,,65000000.0,4000000.0,209000000.0,-793000000.0,,,0.0,9012000000.0,1000000.0,2228000000.0,14000000.0,1687000000.0,,-345000000.0,-12000000.0,566000000.0,2833000000.0,,78000000.0,4000000.0,86000000.0,,361000000.0,1043000000.0,4041000000.0,-188000000.0,91000000.0,5728000000.0,52000000.0,3482000000.0,417000000.0,,4041000000.0,,2382000000.0,,417000000.0,,,301000000.0,0.0,,,392000000.0,5728000000.0,113000000.0,9531000000.0,76000000.0,7012000000.0,,22000000.0,332000000.0,116000000.0,311000000.0,6698000000.0,-35000000.0,76000000.0,522000000.0,72000000.0,,522000000.0,1399000000.0,1416000000.0,1108000000.0,2833000000.0,27000000.0,9531000000.0,52000000.0,,3803000000.0,2228000000.0,332000000.0,644000000.0,4000000.0,1902000000.0,304000000.0,528000000.0,0.0,1608000000.0,,3803000000.0,3482000000.0,1687000000.0,528000000.0,1108000000.0,,145000000.0,1608000000.0,,22000000.0,150000000.0,-64000000.0,480000000.0,,417000000.0,79000000.0,,,,,,,,,,,,,,,,,,,
1293753600,,306000000.0,,,,,,,374000000.0,374000000.0,,,,,1000000.0,,417000000.0,31000000.0,1768000000.0,-5000000.0,-10000000.0,80000000.0,93000000.0,,,,,,,-22000000.0,-3000000.0,116000000.0,,1000000.0,-1235000000.0,,,,,1089000000.0,3003000000.0,,,,-363000000.0,,,,21000000.0,,1.100706,-43000000.0,,-39000000.0,,,,,,20000000.0,,,,,87000000.0,274000000.0,,,-172000000.0,640000000.0,4000000.0,,,,160000000.0,,,,,,,,,4000000.0,,,,,,,,,,1434000000.0,,,-12000000.0,,2705000000.0,,73000000.0,12000000.0,,,286000000.0,,,,,,,3557000000.0,,,4038000000.0,,1433000000.0,,,,,,,,79040152.0,,5472000000.0,-61000000.0,9349000000.0,87000000.0,,,,,,,6644000000.0,,87000000.0,,62000000.0,,894000000.0,,1407000000.0,,,,,717000000.0,,,2083000000.0,,497000000.0,21000000.0,1040000000.0,,404000000.0,0.0,1005000000.0,,3877000000.0,,,,1114000000.0,1.09,149000000.0,,,22000000.0,,-2000000.0,393000000.0,,374000000.0,,,,,,,,,,,,,,,,,,,,
1301529600,,314000000.0,,,,,,,1129000000.0,1129000000.0,,,,,1000000.0,,374000000.0,-13000000.0,1768000000.0,0.0,-289000000.0,80000000.0,83000000.0,,,,,39000000.0,,-30000000.0,-335000000.0,61000000.0,,0.0,-1311000000.0,,,,,1088000000.0,3079000000.0,,,,-91000000.0,,,,-21000000.0,,4.460636,755000000.0,,121000000.0,,,,,,22000000.0,,,,,108000000.0,0.0,,,-32000000.0,708000000.0,-38000000.0,,,,192000000.0,,,,,,,,,5000000.0,,,,,,,,,,1310000000.0,,,-12000000.0,,2974000000.0,,70000000.0,1000000.0,,,292000000.0,,,,,,,3898000000.0,,,3605000000.0,,1557000000.0,,,,,,,,79136699.0,,4915000000.0,91000000.0,9412000000.0,353000000.0,,,,,,,6438000000.0,,353000000.0,,96000000.0,,642000000.0,,1395000000.0,,,,,57000000.0,,,2142000000.0,,534000000.0,0.0,1135000000.0,,541000000.0,0.0,1142000000.0,,4497000000.0,,,,846000000.0,4.39,173000000.0,,,22000000.0,,968000000.0,422000000.0,,1129000000.0,,,,,,,,,,,,,,,,,,,,
1309392000,,326000000.0,,,,,,,1045000000.0,1045000000.0,,,,,1000000.0,,1129000000.0,28000000.0,1774000000.0,-2000000.0,-7000000.0,80000000.0,97000000.0,,,,,22000000.0,,-44000000.0,-69000000.0,73000000.0,,2000000.0,-1366000000.0,,,,,1077000000.0,3140000000.0,,,,-30000000.0,,,,0.0,,1.11509,-84000000.0,,14000000.0,,,,,,22000000.0,,,,,105000000.0,0.0,,,-116000000.0,750000000.0,-9000000.0,,,,187000000.0,,,,,,,,,4000000.0,,,,,,,,,,1329000000.0,,,-13000000.0,,3016000000.0,,68000000.0,0.0,,,304000000.0,,,,,,,3972000000.0,,,3586000000.0,,1667000000.0,,,,,,,,78020604.0,,4915000000.0,-30000000.0,9482000000.0,87000000.0,,,,,,,6466000000.0,,87000000.0,,69000000.0,,666000000.0,,1412000000.0,,,,,55000000.0,,,2178000000.0,,557000000.0,14000000.0,1236000000.0,,506000000.0,0.0,1247000000.0,,4567000000.0,,,,848000000.0,1.09,145000000.0,,,22000000.0,,-36000000.0,431000000.0,,1045000000.0,,,,,,,,,,,,,,,,,,,,
