,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualFreeCashFlow,quarterlyCurrentAssets,annualAccountsPayable,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualChangeInAccountPayable,annualDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualEndCashPosition,annualChangeInWorkingCapital,annualDilutedAverageShares,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualCashAndCashEquivalents,trailingEndCashPosition,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingPretaxIncome,trailingTaxProvision,quarterlyDilutedEPS,annualCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualInvestmentsAndAdvances,annualPretaxIncome,annualNetIncomeContinuousOperations,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,annualBasicAverageShares,annualNetIncome,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualRetainedEarnings,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyBasicEPS,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInventory,quarterlyGrossProfit,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,annualOtherIncomeExpense,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,trailingGrossProfit,annualOperatingCashFlow,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetPPE,trailingRepaymentOfDebt,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,annualChangeInInventory,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingInvestingCashFlow,annualAccumulatedDepreciation,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,annualDeferredIncomeTax,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,annualBasicEPS,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyDilutedAverageShares,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualStockBasedCompensation,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyGoodwill,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingOtherNonCashItems,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,annualGoodwill,trailingChangeInInventory,annualOtherShortTermInvestments,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1348963200,50910000.0,,,-3310000.0,,62075000.0,,,8667000.0,168000.0,,,10773000.0,,,752754000.0,,,,,,,,233870000.0,1013244000.0,,,,82374000.0,,-2000.0,,,0.53,,803664000.0,,,,,1075319000.0,,,10084000.0,-4284000.0,,,10084000.0,,,,,10084000.0,,199901000.0,,,,1556000.0,,92000.0,15597000.0,,17573000.0,,,6684000.0,36628000.0,-24650000.0,,,,,271655000.0,,335779000.0,7182000.0,18648000.0,0.54,,143245000.0,,,1136000.0,,,1028000.0,45746000.0,,24869000.0,,16950000.0,,-163000.0,15561000.0,,,,,,9258000.0,9715000.0,-3037000.0,,6684000.0,6684000.0,861831000.0,,6866000.0,-5645000.0,,,,,-30002000.0,5410000.0,5063000.0,,-387657000.0,2379000.0,-3642000.0,9422000.0,,,,,,1249488000.0,,,810000.0,,,,,-2574000.0,,25718000.0,,,,,,,,,1121000.0,20877000.0,5541000.0,,2432000.0,,,,18854000.0,,,5277000.0,17566000.0,2362000.0,30680000.0,,,168000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,49107000.0,,2310000.0,-3311000.0,-32389000.0,42911000.0,8481000.0,,8594000.0,113000.0,812895000.0,763788000.0,10745000.0,933000.0,1.18,763788000.0,,2522000.0,5531000.0,18839000.0,854000.0,,55297000.0,236453000.0,1044588000.0,,2522000.0,,62449000.0,-922000.0,-628000.0,,,0.31,-13231000.0,812895000.0,20692000.0,7067000.0,37860000.0,22318000.0,1087499000.0,,120637000.0,5924000.0,-17049000.0,18635000.0,22318000.0,5924000.0,10286000.0,0.0,42812000.0,,5924000.0,274604000.0,204615000.0,564000.0,,42911000.0,854000.0,335598000.0,0.0,13179000.0,236453000.0,12317000.0,49107000.0,13179000.0,2522000.0,36499000.0,-34985000.0,1087499000.0,,15542000.0,34629000.0,274604000.0,22318000.0,335598000.0,7067000.0,18671000.0,0.32,,147579000.0,,-99000.0,1131000.0,12317000.0,,1088000.0,25950000.0,1044588000.0,11840000.0,140910000.0,10244000.0,2748000.0,-309000.0,10701000.0,,74367000.0,820859000.0,2522000.0,10701000.0,6684000.0,9724000.0,-1199000.0,92674000.0,2522000.0,2522000.0,820859000.0,,4320000.0,13568000.0,,1200674000.0,,,-34048000.0,20692000.0,4997000.0,,-379815000.0,1776000.0,13824000.0,10286000.0,-2280000.0,204615000.0,,26734000.0,,1200674000.0,,-106756000.0,,85613000.0,,-379815000.0,,-4162000.0,,16999000.0,,-104197000.0,12235000.0,-800000.0,,,1.2,,1137000.0,14110000.0,5290000.0,,-1135000.0,,147579000.0,,18857000.0,,1137000.0,3503000.0,8481000.0,2310000.0,23835000.0,6256000.0,-24212000.0,113000.0,,564000.0,1088000.0,5618000.0,5290000.0,,20185000.0,-678000.0,-4696000.0,261547000.0,9724000.0,,,,,,,,,,,,,,,,,,,,,,
1364688000,59148000.0,,,-3412000.0,,34167000.0,,,9200000.0,347000.0,,,11494000.0,,,766086000.0,,,,,,,,234324000.0,1064524000.0,,,,50139000.0,,-1194000.0,,,0.07,,825234000.0,,,,,1098691000.0,,,1317000.0,-6525000.0,,,1317000.0,,,,,1317000.0,,204373000.0,,,,813000.0,,-878000.0,14806000.0,,13559000.0,,,2145000.0,21507000.0,-14406000.0,,,,,273457000.0,,335436000.0,7664000.0,18689367.0,0.07,,147779000.0,,94000.0,1496000.0,,,1046000.0,28632000.0,,22859000.0,,2247000.0,,-1087000.0,18102000.0,,,,,,2522000.0,9739000.0,-10475000.0,,2145000.0,2145000.0,829405000.0,,930000.0,938000.0,,,,,-20956000.0,22679000.0,5022000.0,,-391989000.0,840000.0,-402000.0,10962000.0,,,,,,1221394000.0,,,53000.0,,,,,-377000.0,,14431000.0,,,,,,,,,1163000.0,5773000.0,8468000.0,,4530000.0,,,,18888909.0,,,100000.0,10908000.0,2664000.0,16469000.0,,,347000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,45185000.0,,,-3674000.0,,48223000.0,,,9138000.0,242000.0,,,10085000.0,,,772009000.0,,,,,,,,238060000.0,1082242000.0,,,,74230000.0,,-2259000.0,,,0.37,,817194000.0,,,,,1130465000.0,,,7440000.0,-7921000.0,,,7440000.0,,,,,7440000.0,,205629000.0,,,,0.0,,-292000.0,18387000.0,,18097000.0,,,4005000.0,35931000.0,-23270000.0,,,,,313271000.0,,335300000.0,7514000.0,20072703.0,0.37,,151628000.0,,2172000.0,650000.0,,,1045000.0,38299000.0,,21362000.0,,12631000.0,,-482000.0,18259000.0,,,,,,2145000.0,10489000.0,-23275000.0,,4005000.0,4005000.0,844407000.0,,5191000.0,-12649000.0,,,,,-20529000.0,540000.0,4956000.0,,-400494000.0,2556000.0,12522000.0,11334000.0,,,,,,1244901000.0,,,,,,,,1860000.0,,12608000.0,,,,,,,,,1224000.0,16937000.0,9528000.0,,-8312000.0,,,,20266480.0,,,4100000.0,15906000.0,2574000.0,26725000.0,,,242000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,49748000.0,,,-3678000.0,,49330000.0,,,9172000.0,197000.0,,,10706000.0,,,780755000.0,,,,,,,,243300000.0,1100510000.0,,,,85238000.0,,-724000.0,,,0.44,,830503000.0,,,,,1149840000.0,,,8950000.0,-7939000.0,,,8950000.0,,,,,8950000.0,,207668000.0,,,,0.0,,-644000.0,20059000.0,,18653000.0,,,3219000.0,43713000.0,-28854000.0,,,,,319337000.0,,335143000.0,7826000.0,20151729.0,0.44,,157593000.0,,-4214000.0,416000.0,,,1035000.0,41525000.0,,22179000.0,,14753000.0,,-18000.0,18340000.0,,,,,,4005000.0,10501000.0,-5008000.0,,3219000.0,3219000.0,860433000.0,,5803000.0,-1356000.0,,,,,-28112000.0,7589000.0,5009000.0,,-408888000.0,4169000.0,7895000.0,11342000.0,,,,,,1269321000.0,,,396000.0,,,,,-786000.0,,20173000.0,,,,,,,,,1225000.0,19346000.0,6893000.0,,-4157000.0,,,0.0,20346817.0,,,6011000.0,11831000.0,2759000.0,28934000.0,,,197000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,59195000.0,,3387000.0,-3679000.0,-33595000.0,39652000.0,12587000.0,35894000.0,9085000.0,126000.0,788811000.0,729616000.0,11429000.0,-21000.0,1.12,729616000.0,,2299000.0,-6970000.0,19971236.0,0.0,,53407000.0,244266000.0,1070334000.0,,2299000.0,,67262000.0,-2695000.0,-55000.0,,,,-14443000.0,788811000.0,22954000.0,8885000.0,36519000.0,22384000.0,1109986000.0,,134392000.0,4677000.0,-11210000.0,19774589.0,22384000.0,4677000.0,11349000.0,,43714000.0,,4677000.0,321175000.0,207799000.0,912000.0,,39652000.0,0.0,334997000.0,-881000.0,15683000.0,244266000.0,14496000.0,59195000.0,15683000.0,2299000.0,33241000.0,-29240000.0,1109986000.0,,14135000.0,36595000.0,321175000.0,22384000.0,334997000.0,8885000.0,,,,140736000.0,,1927000.0,472000.0,14496000.0,,1045000.0,34021000.0,1070334000.0,22670000.0,142477000.0,6888000.0,3034000.0,-1762000.0,13156000.0,,63425000.0,885582000.0,2299000.0,13156000.0,3219000.0,10505000.0,-8181000.0,93036000.0,2299000.0,2299000.0,885582000.0,,2211000.0,9994000.0,,1295850000.0,,,-27423000.0,22954000.0,4935000.0,,-410268000.0,441000.0,12107000.0,11349000.0,-3349000.0,207799000.0,,2522000.0,,1295850000.0,,-97020000.0,,89070000.0,,-410268000.0,,-920000.0,,16213000.0,,-95770000.0,11567000.0,-3073000.0,,,1.13,,1213000.0,11351000.0,6353000.0,,969000.0,,140736000.0,0.0,,,1213000.0,1356000.0,12587000.0,3387000.0,20908000.0,8006000.0,-223000.0,126000.0,,912000.0,1045000.0,32122000.0,6353000.0,,19922000.0,-4232000.0,-46939000.0,276869000.0,10505000.0,,,,,,,,,,,,,,,,,,,,,,
1396224000,71926000.0,,,-3788000.0,,40752000.0,,,9881000.0,244000.0,,,9450000.0,,,732663000.0,,,,,,,,241351000.0,1083183000.0,,,,54596000.0,,0.0,,,0.04,,804589000.0,,,,,1123935000.0,,,906000.0,-11051000.0,,,906000.0,,,,,906000.0,,209360000.0,,,,4028000.0,,-229000.0,15255000.0,,14396000.0,,,3118000.0,26803000.0,-27819000.0,,,,,319346000.0,,334876000.0,9220000.0,20195000.0,0.04,,140820000.0,,-1018000.0,283000.0,,,1107000.0,27793000.0,,21739000.0,,1467000.0,,-807000.0,19148000.0,,,,,,2299000.0,10523000.0,-2338000.0,,3118000.0,3118000.0,896728000.0,,561000.0,3282000.0,,,,,-27012000.0,37537000.0,4870000.0,,-424786000.0,1527000.0,12677000.0,11494000.0,,,,,,1321514000.0,,,,,,,,819000.0,,15961000.0,,,,,,,,,1244000.0,6054000.0,5974000.0,,4817000.0,,,,20385000.0,,,113000.0,10702000.0,3585000.0,16218000.0,,,244000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,92057000.0,,,-3791000.0,,47007000.0,,,9891000.0,207000.0,,,9510000.0,,,733425000.0,,,,,,,,244377000.0,1100015000.0,,,,70356000.0,,0.0,,,0.34,,825482000.0,,,,,1147022000.0,,,6846000.0,-17142000.0,,,6846000.0,,,,,6846000.0,,211350000.0,,,,0.0,,-346000.0,19079000.0,,17157000.0,,,6023000.0,36655000.0,-18863000.0,,,,,321540000.0,,334684000.0,6271000.0,20214000.0,0.34,,140071000.0,,1507000.0,2771000.0,,,1113000.0,33701000.0,,21580000.0,,9938000.0,,0.0,19149000.0,,,,,,3118000.0,10531000.0,-3360000.0,,6023000.0,6023000.0,914963000.0,,3092000.0,-8407000.0,,,,,-26200000.0,52569000.0,4954000.0,,-433841000.0,1653000.0,12710000.0,11814000.0,,,,,,1348804000.0,,,170000.0,,,,,2905000.0,,9058000.0,,,,,,,,,1312000.0,12121000.0,6876000.0,,-5887000.0,,,,20398000.0,,,291000.0,12589000.0,2454000.0,24783000.0,,,207000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,51753000.0,,,-3794000.0,,70528000.0,,,9863000.0,323000.0,,,10574000.0,,,801789000.0,,,,,,,,278918000.0,1139576000.0,,,,125430000.0,,-9000.0,,,1.88,,853542000.0,,,,,1210104000.0,,,38366000.0,-4346000.0,,,38366000.0,,,,,38366000.0,,212450000.0,,,,17308000.0,,-299000.0,20130000.0,,18077000.0,,,5599000.0,43403000.0,-25723000.0,,,,,356562000.0,,384514000.0,5815000.0,20231000.0,1.9,,157820000.0,,558000.0,380000.0,,,1138000.0,82027000.0,,22913000.0,,54097000.0,,-777000.0,19149000.0,,,,,,6023000.0,10541000.0,-60115000.0,,5599000.0,5599000.0,930706000.0,,15731000.0,-3513000.0,,,,,-25228000.0,8824000.0,5397000.0,,-442429000.0,1693000.0,4417000.0,11780000.0,,,,,,1373135000.0,,,,,,,,-424000.0,0.0,20882000.0,,,,,,,,,1346000.0,59114000.0,7365000.0,,-45473000.0,,,0.0,20424000.0,,,18084000.0,12311000.0,2184000.0,69357000.0,,,323000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,44694000.0,,2517000.0,-3804000.0,-37576000.0,68093000.0,7001000.0,0.0,9856000.0,257000.0,909149000.0,864455000.0,11039000.0,-449000.0,2.54,864455000.0,,2399000.0,-49913000.0,20417000.0,16853000.0,,92878000.0,280773000.0,1201211000.0,,2399000.0,,69286000.0,-1551000.0,-4000.0,,,0.28,-15177000.0,909149000.0,13784000.0,6378000.0,76777000.0,51806000.0,1269304000.0,,137226000.0,5688000.0,-5037000.0,20227000.0,51806000.0,5688000.0,11608000.0,3056000.0,40573000.0,,5688000.0,360155000.0,217759000.0,1031000.0,,68093000.0,16853000.0,384365000.0,-677000.0,15527000.0,280773000.0,14997000.0,44694000.0,15527000.0,2399000.0,30365000.0,-25235000.0,1269304000.0,,24971000.0,39491000.0,360155000.0,51806000.0,384365000.0,6378000.0,20268000.0,0.28,,185506000.0,,-1496000.0,1253000.0,14997000.0,,1214000.0,38921000.0,1201211000.0,23332000.0,182442000.0,11275000.0,4687000.0,-184000.0,19333000.0,,65911000.0,943681000.0,2399000.0,19333000.0,5599000.0,10567000.0,-1189000.0,137056000.0,2399000.0,2399000.0,943681000.0,,5587000.0,7362000.0,,1393818000.0,,,-25047000.0,13784000.0,5567000.0,,-450137000.0,18000.0,2025000.0,11608000.0,-1768000.0,217759000.0,,2299000.0,,1393818000.0,,-103487000.0,,89564000.0,,-450137000.0,,-3200000.0,0.0,20010000.0,,-97640000.0,26067000.0,-1276000.0,,,2.56,,1323000.0,15589000.0,6775000.0,,-3370000.0,,185506000.0,0.0,20459000.0,,1323000.0,7579000.0,7001000.0,2517000.0,26698000.0,4891000.0,100000.0,257000.0,,1031000.0,1214000.0,31829000.0,6775000.0,,20788000.0,-13000.0,-67002000.0,319668000.0,10567000.0,,,,,,,,,,,,,,,,,,,,,,
1427760000,48652000.0,,,-3966000.0,,63148000.0,,,10558000.0,399000.0,,,11296000.0,,,867714000.0,,,,,,,,281473000.0,1214673000.0,,,,62112000.0,,-59000.0,,,0.23,,916366000.0,,,,,1277821000.0,,,4695000.0,6749000.0,,,4695000.0,,,,,4695000.0,,218189000.0,,,,15996000.0,,-2318000.0,15383000.0,,17574000.0,,,5417000.0,24757000.0,-21468000.0,,,,,361455000.0,,384189000.0,6352000.0,20326897.0,0.23,,186232000.0,,167000.0,336000.0,,,1250000.0,37355000.0,,24550000.0,,7489000.0,,-991000.0,20324000.0,,,,,,2399000.0,10595000.0,-18347000.0,,5417000.0,5417000.0,957042000.0,,2794000.0,-410000.0,,,,,-20418000.0,12313000.0,5652000.0,,-458538000.0,2499000.0,-2681000.0,11636000.0,,,,,,1415580000.0,,,,,,,,3018000.0,,27167000.0,,,,,,,,,1328000.0,12805000.0,6545000.0,,11055000.0,,,,20480276.0,,,460000.0,11776000.0,2502000.0,23699000.0,,,399000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,59037000.0,,,-3970000.0,,70012000.0,,,10594000.0,362000.0,,,11464000.0,,,872125000.0,,,,,,,,284498000.0,1225845000.0,,,,72402000.0,,-40000.0,,,0.36,,931162000.0,,,,,1295857000.0,,,7461000.0,-8311000.0,,,7461000.0,,,,,7461000.0,,221262000.0,,,,16971000.0,,-214000.0,17683000.0,,17629000.0,,,5238000.0,30636000.0,-26202000.0,,,,,364695000.0,,384038000.0,5922000.0,20357068.0,0.37,,187310000.0,,-75000.0,274000.0,,,1301000.0,41766000.0,,24556000.0,,11866000.0,,0.0,22182000.0,,,,,,5417000.0,10606000.0,-16867000.0,,5238000.0,5238000.0,971072000.0,,4405000.0,-2930000.0,,,,,-26162000.0,20797000.0,5618000.0,,-469236000.0,3809000.0,8172000.0,11429000.0,,,,,,1440308000.0,,,,,,,,-179000.0,,17851000.0,,,,,,,,,1402000.0,17210000.0,6681000.0,,-2276000.0,,,,20501437.0,,,1710000.0,13037000.0,2247000.0,28078000.0,,,362000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,73045000.0,,,-3974000.0,,76879000.0,,,10588000.0,447000.0,,,12101000.0,,,879308000.0,,,,,,,,290030000.0,1246496000.0,,,,82955000.0,,-471000.0,,,0.46,,952353000.0,,,,,1323375000.0,,,9534000.0,-766000.0,,,9534000.0,,,,,9534000.0,,225728000.0,,,,19983000.0,,-614000.0,21283000.0,,20255000.0,,,6271000.0,39513000.0,-26638000.0,,,,,371022000.0,,380951000.0,5732000.0,20375960.0,0.47,,189503000.0,,954000.0,2327000.0,,,,43442000.0,,25182000.0,,15071000.0,,0.0,22139000.0,,,,,,5238000.0,10616000.0,-6621000.0,,6271000.0,6271000.0,991496000.0,,5537000.0,-6530000.0,,,,,-28092000.0,24763000.0,5516000.0,,-478606000.0,2978000.0,345000.0,11417000.0,,,,,,1470102000.0,,,,,,,,1033000.0,0.0,27326000.0,,,,,,,,,216785000.0,18260000.0,6319000.0,,6108000.0,,,,20531855.0,,,2535000.0,17523000.0,2135000.0,31175000.0,,,447000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,79623000.0,,2311000.0,-3975000.0,-13190000.0,73376000.0,16196000.0,,10590000.0,395000.0,957180000.0,877557000.0,12270000.0,1550000.0,1.85,877557000.0,,5239000.0,1403000.0,20515643.0,21286000.0,,79960000.0,302220000.0,1267587000.0,,5239000.0,,87613000.0,-3673000.0,-527000.0,,,,-15885000.0,957180000.0,38091000.0,6030000.0,61154000.0,37882000.0,1340963000.0,,125584000.0,16192000.0,-10862000.0,20360663.0,37882000.0,16192000.0,11289000.0,1925000.0,47131000.0,,16192000.0,383783000.0,227727000.0,1603000.0,,73376000.0,21286000.0,380825000.0,-527000.0,17559000.0,302220000.0,16390000.0,79623000.0,17559000.0,5239000.0,30678000.0,-36302000.0,1340963000.0,,23272000.0,42330000.0,383783000.0,37882000.0,380825000.0,6030000.0,,,,198775000.0,,504000.0,443000.0,16390000.0,,,56935000.0,1267587000.0,25250000.0,179498000.0,26728000.0,3380000.0,0.0,15558000.0,,97257000.0,1021205000.0,5239000.0,15558000.0,6271000.0,10616000.0,-34398000.0,125670000.0,5239000.0,5239000.0,1021205000.0,,10536000.0,10605000.0,,1501747000.0,,,-35775000.0,38091000.0,5400000.0,,-480542000.0,1130000.0,10357000.0,11289000.0,-991000.0,227727000.0,,2399000.0,,1501747000.0,,-110447000.0,,99538000.0,,-480542000.0,,-1032000.0,1925000.0,24913000.0,,-110610000.0,15925000.0,735000.0,,,1.86,,217766000.0,31685000.0,6155000.0,,-13484000.0,,198775000.0,,,,217766000.0,11220000.0,16196000.0,2311000.0,42718000.0,10416000.0,2840000.0,395000.0,,1603000.0,,16193000.0,6155000.0,,22186000.0,-1097000.0,-76233000.0,305082000.0,10616000.0,,,,,,,,,,,,,,,,,,,,,,
1459382400,97815000.0,,,-4135000.0,,62626000.0,,,11597000.0,473000.0,,,11705000.0,,,873562000.0,,,,,,,,301433000.0,1292950000.0,,,,61112000.0,,0.0,,,0.16,,971377000.0,,,,,1355576000.0,,,3378000.0,-1338000.0,,,3378000.0,,,,,3378000.0,,235023000.0,,,,19308000.0,,-395000.0,15895000.0,,13799000.0,,,8692000.0,24425000.0,-34486000.0,,,,,384199000.0,,365823000.0,6925000.0,20413745.0,0.17,,200317000.0,,-1704000.0,354000.0,,,,36687000.0,,26106000.0,,5500000.0,,-1061000.0,23904000.0,,,,,,5239000.0,10639000.0,-10202000.0,,8692000.0,8692000.0,1042515000.0,,2122000.0,3724000.0,,,,,-33425000.0,54281000.0,5435000.0,,-498798000.0,4788000.0,5852000.0,7754000.0,,,,,,1541313000.0,,,,,,,,3453000.0,,32087000.0,,,,,,,,,224843000.0,10581000.0,5793000.0,,15640000.0,,,,20560995.0,,,999000.0,19116000.0,2841000.0,22532000.0,,,473000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,120082000.0,,,-4139000.0,,92714000.0,,,11607000.0,379000.0,,,11536000.0,,,883233000.0,,,,,,,,314040000.0,1306623000.0,,,,86944000.0,,-248000.0,,,0.82,,1003315000.0,,,,,1399337000.0,,,16775000.0,-10741000.0,,,16775000.0,,,,,16775000.0,,237576000.0,,,,22248000.0,,-413000.0,21356000.0,,17262000.0,,,12518000.0,31737000.0,-29265000.0,,,,,396022000.0,,364172000.0,3493000.0,20437612.0,0.82,,208407000.0,,692000.0,3355000.0,,,,55207000.0,,25407000.0,,27686000.0,,1000.0,23906000.0,,,,,,8692000.0,10648000.0,-7233000.0,,12518000.0,12518000.0,1068686000.0,,10911000.0,-11213000.0,,,,,-33528000.0,67546000.0,5469000.0,,-509244000.0,2751000.0,10304000.0,7927000.0,,,,,,1577930000.0,,,,,,,,3826000.0,,22787000.0,,,,,,,,,226574000.0,29800000.0,6585000.0,,-11827000.0,,,,20578585.0,,,9050000.0,23768000.0,1586000.0,44762000.0,,,379000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,151127000.0,,,-4145000.0,,133339000.0,,,11536000.0,464000.0,,,12449000.0,,,891606000.0,,,,,,,,328829000.0,1321002000.0,,,,112344000.0,,-6000.0,,,0.92,,1042733000.0,,,,,1454341000.0,,,18959000.0,-21482000.0,,,18959000.0,,,,,18959000.0,,239676000.0,,,,30706000.0,,19390000.0,23361000.0,,21429000.0,,,17663000.0,49217000.0,-22922000.0,,,,,411608000.0,,364229000.0,3209000.0,20451930.0,0.93,,214633000.0,,-2484000.0,551000.0,,,,63127000.0,,26781000.0,,31471000.0,,-3000.0,23811000.0,,,,,,12518000.0,10655000.0,-12283000.0,,17663000.0,17663000.0,1101658000.0,,12512000.0,-11809000.0,,,,,-43037000.0,75454000.0,5426000.0,,-517314000.0,2437000.0,6512000.0,7946000.0,,,,,,1618972000.0,,,,,,,,5145000.0,0.0,21555000.0,,,,,,,,,228603000.0,36346000.0,27417000.0,,-15986000.0,,,,20602410.0,,,6706000.0,21673000.0,1418000.0,48433000.0,,,464000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
