date,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualTotalNonCurrentAssets,quarterlyPurchaseOfBusiness,annualNetPPE,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualOperatingCashFlow,annualGrossProfit,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,annualChangeInInventory,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyDilutedEPS,annualCapitalExpenditure,annualAccumulatedDepreciation,annualBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingOperatingExpense,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualStockBasedCompensation,quarterlyNetPPE,trailingStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingInterestExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInventory,quarterlyEbitda,trailingChangeInInventory,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,annualInterestExpense,quarterlyCurrentAssets,annualCommonStockIssuance,annualFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,annualOtherShortTermInvestments,annualAccountsPayable,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingTotalRevenue,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,annualDilutedEPS,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualOperatingIncome,annualEndCashPosition,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualNetOtherInvestingChanges,quarterlyTotalRevenue,trailingPretaxIncome,annualCashAndCashEquivalents,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualPretaxIncome,quarterlyFreeCashFlow,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCashDividendsPaid,annualOtherNonCurrentAssets,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,annualRetainedEarnings,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTaxProvision,annualDilutedAverageShares,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyGoodwill,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,trailingChangeInAccountPayable,trailingResearchAndDevelopment,trailingDilutedAverageShares
2005-12-31,5945000000.0,5945000000.0,69334000000.0,,40707000000.0,897000000.0,42543000000.0,,21679000000.0,32145000000.0,14215000000.0,42543000000.0,28200000000.0,31499000000.0,19000000.0,,,-385000000.0,98000000.0,-76000000.0,,73324000000.0,,-32617000000.0,-2055000000.0,,1984000000.0,,-3328000000.0,0.0,,23510000000.0,,,-121000000.0,-3562000000.0,,24652000000.0,,,5275000000.0,,73324000000.0,1576000000.0,,2291000000.0,,7457000000.0,787000000.0,,-7517000000.0,-32617000000.0,1.1,2620000000.0,1306000000.0,0.0,,,75000000.0,,22813000000.0,,-19866000000.0,,,,,,,,40707000000.0,,,-20651000000.0,-126000000.0,,0.0,,10271000000.0,1306000000.0,,7989000000.0,-6278000000.0,,19000000.0,177089000000.0,,,7643000000.0,200142000000.0,325000000.0,14162000000.0,-3562000000.0,-186000000.0,95790000000.0,,,11044000000.0,22813000000.0,255397000000.0,,159607000000.0,,,,6102000000.0,-1637000000.0,1.05,,11044000000.0,26950000000.0,7493000000.0,31499000000.0,12461000000.0,159607000000.0,1846000000.0,69334000000.0,,,9192000000.0,46549000000.0,,31499000000.0,,-1535000000.0,2228000000.0,144944000000.0,1996000000.0,-479000000.0,,255397000000.0,2024000000.0,,150000000.0,,,269476000000.0,-738000000.0,22682000000.0,,6154000000.0,22682000000.0,150000000.0,399000000.0,24652000000.0,200142000000.0,0.0,154332000000.0,12957000000.0,6854000000.0,,26950000000.0,-44288000000.0,10271000000.0,12461000000.0,4492000000.0,638000000.0,31499000000.0,,269476000000.0,72977000000.0,39141000000.0,-512000000.0,1927619048.0,6722000000.0,2024000000.0,,,95790000000.0,72977000000.0,12957000000.0,5275000000.0,,,,,,154332000000.0,,6102000000.0,7408000000.0,,,,,,,,,,,,,,,,
2006-03-31,,,,,,,,,,,,39071000000.0,28410000000.0,21179000000.0,18000000.0,,,-843000000.0,-1971000000.0,,,,,-32617000000.0,-1838000000.0,,346000000.0,,-3355000000.0,,,,,,126000000.0,-3156000000.0,,,,,,,73558000000.0,-194000000.0,,4501000000.0,,,,-0.64,,,,-7231000000.0,-1919000000.0,0.0,,,42000000.0,,24005000000.0,,993000000.0,,,,1854687500.0,,,,40941000000.0,,,,,,,,,-1919000000.0,,,,,,,,,,194194000000.0,,,,-186000000.0,99517000000.0,,,,,,,,,,,4627000000.0,,,,17892000000.0,,,,11088000000.0,156388000000.0,,74882000000.0,,,,41055000000.0,,,,-6735000000.0,,,,-2032000000.0,,255905000000.0,,,-1187000000.0,,,269076000000.0,,,,,21102000000.0,-1187000000.0,-1187000000.0,,,0.0,,,,,30351000000.0,291000000.0,11962000000.0,,-3731000000.0,79000000.0,21179000000.0,112810000000.0,,75512000000.0,38347000000.0,,,,,,6072000000.0,,,12049000000.0,5284000000.0,,,1854687500.0,,-0.64,151104000000.0,,4627000000.0,2708000000.0,,,,,,,,,,,,,,,,
2006-06-30,,,,,,,,,,,,40618000000.0,21179000000.0,27985000000.0,19000000.0,,,-320000000.0,-557000000.0,,,,,-32617000000.0,-1565000000.0,,2178000000.0,,939000000.0,,,,,,-37000000.0,-262000000.0,,,,,,,74256000000.0,10654000000.0,,6746000000.0,,,,-0.14,,,,6810000000.0,1106000000.0,0.0,,,192000000.0,,23595000000.0,,10901000000.0,,,,1814285714.0,,,,41639000000.0,,,,,,,,,1106000000.0,,,,,,,,,,201516000000.0,,,,-188000000.0,102068000000.0,,,,,,,,,,,4692000000.0,,,,12633000000.0,,,,10646000000.0,159207000000.0,,75432000000.0,,,,41965000000.0,,,,-4435000000.0,,,,9089000000.0,,261275000000.0,,,-254000000.0,,,276948000000.0,,,,,20522000000.0,-254000000.0,-256000000.0,,,0.0,,,,,33034000000.0,23722000000.0,12116000000.0,,-4975000000.0,205000000.0,27985000000.0,106554000000.0,,78473000000.0,36167000000.0,,,,,,6392000000.0,,,14619000000.0,5729000000.0,,,1814285714.0,,-0.14,153478000000.0,,4692000000.0,5798000000.0,,,,,,,,,,,,,,,,
2006-09-30,861000000.0,,,,,,,,,,,40627000000.0,27985000000.0,25511000000.0,19000000.0,,,-1157000000.0,-6357000000.0,,,,,-32617000000.0,-1839000000.0,,1936000000.0,,1617000000.0,,,,,,-123000000.0,-785000000.0,-42000000.0,,,,,,101404000000.0,6517000000.0,,3949000000.0,,,,-2.79,,,,-2478000000.0,-5037000000.0,0.0,,,121000000.0,,22738000000.0,,12069000000.0,,,,1881003584.0,,,,68787000000.0,,,,,,,,,-5037000000.0,,,,,,,,,,168386000000.0,,,,-94000000.0,100103000000.0,,,,,,,,,,,4593000000.0,,,,15116000000.0,,,,5608000000.0,157184000000.0,,99079000000.0,,,,37110000000.0,,,,-6301000000.0,,,,4678000000.0,,257287000000.0,,,-5248000000.0,,,267465000000.0,,,,,19699000000.0,-5248000000.0,-5248000000.0,,,0.0,,,,,0.0,-35861000000.0,11997000000.0,,-10609000000.0,61000000.0,25511000000.0,114689000000.0,,77365000000.0,37554000000.0,,,,,,5535000000.0,,,9163000000.0,2774000000.0,,,1881003584.0,,-2.79,154410000000.0,,4593000000.0,-444000000.0,,,,,,,,,,,,,,,,
2006-12-31,1098000000.0,1098000000.0,95719000000.0,,38505000000.0,180000000.0,55622000000.0,,9611000000.0,11254000000.0,8593000000.0,55622000000.0,25511000000.0,28894000000.0,19000000.0,,,-147000000.0,-5688000000.0,-695000000.0,,77023000000.0,27676000000.0,-38518000000.0,-1606000000.0,,2453000000.0,,16072000000.0,53523000000.0,,28410000000.0,,,-305000000.0,-7846000000.0,-44000000.0,19180000000.0,,,2744000000.0,,77023000000.0,-7366000000.0,,3260000000.0,,-24864000000.0,,,-6848000000.0,-38518000000.0,-6.72,3383000000.0,-3468000000.0,0.0,,,76000000.0,,23549000000.0,,-25155000000.0,,,,,,,,38505000000.0,,5839000000.0,15273000000.0,-339000000.0,,0.0,,11578000000.0,-3468000000.0,,484000000.0,-23678000000.0,,19000000.0,160123000000.0,,,8783000000.0,182835000000.0,431000000.0,2763000000.0,-7846000000.0,0.0,80220000000.0,,,26728000000.0,23549000000.0,280860000000.0,,200640000000.0,,,,5257000000.0,-1192000000.0,-6.72,,26728000000.0,0.0,-7926000000.0,28894000000.0,-17000000.0,200640000000.0,1879000000.0,95719000000.0,,,41823000000.0,40318000000.0,,28894000000.0,,-6207000000.0,-12615000000.0,148869000000.0,-15051000000.0,-8972000000.0,4708000000.0,280860000000.0,-12613000000.0,27676000000.0,-5625000000.0,,,278554000000.0,-468000000.0,45327000000.0,,18456000000.0,45327000000.0,-5625000000.0,-5625000000.0,19180000000.0,182835000000.0,53523000000.0,144373000000.0,-3465000000.0,6796000000.0,-183000000.0,0.0,53671000000.0,11578000000.0,-17000000.0,-5549000000.0,-165000000.0,28894000000.0,106863000000.0,278554000000.0,24287000000.0,38529000000.0,-2646000000.0,1879000000.0,16519000000.0,-12613000000.0,,5839000000.0,80220000000.0,24287000000.0,-3465000000.0,2744000000.0,106863000000.0,,,4708000000.0,,144373000000.0,,5257000000.0,1789000000.0,,,,,,,,,,,,,,,,
2007-03-31,,,,,,,,,,,,50020000000.0,28883000000.0,26867000000.0,19000000.0,,,182000000.0,-44000000.0,,,,,-38518000000.0,-1296000000.0,,2718000000.0,,-5387000000.0,,,,,,-51000000.0,-9106000000.0,-31000000.0,,,,,,76156000000.0,984000000.0,,6768000000.0,,,,-0.15,,,,-2016000000.0,2273000000.0,0.0,,,27000000.0,,24480000000.0,,1261000000.0,,,,1880000000.0,,,,37638000000.0,,,,,,,,,2273000000.0,,,,,,,,,,180256000000.0,,,,,104098000000.0,,,,,,,,,,,5972000000.0,,,,23153000000.0,,,,956000000.0,170689000000.0,,91954000000.0,,,,43019000000.0,,,,-2229000000.0,,,,-312000000.0,,274787000000.0,,,-282000000.0,,,272210000000.0,,,,,44066000000.0,-282000000.0,-284000000.0,,,249000000.0,,,,,0.0,-798000000.0,12525000000.0,,2478000000.0,72000000.0,26867000000.0,106048000000.0,,79618000000.0,34774000000.0,,,,,,6308000000.0,,,-3710000000.0,3261000000.0,,,1880000000.0,,-0.15,167179000000.0,,5972000000.0,8245000000.0,,,,,,,,,,,,,,,,
2007-06-30,,,,,,,,,,,,53194000000.0,26867000000.0,32000000000.0,19000000.0,,,123000000.0,926000000.0,,,,,-38518000000.0,-1341000000.0,,2759000000.0,,1357000000.0,,,,,,0.0,-8146000000.0,0.0,,,,,,75821000000.0,4249000000.0,,5320000000.0,,,,0.31,,,,5120000000.0,2987000000.0,0.0,,,24000000.0,,25495000000.0,,3532000000.0,,,,2419354839.0,,,,37303000000.0,,,,,,,,,2987000000.0,,,,,,,,,,186250000000.0,,,,,106466000000.0,,,,,,,,,,,4952000000.0,,,,21194000000.0,,,,1707000000.0,173447000000.0,,92968000000.0,,,,44242000000.0,,,,-2491000000.0,,,,2908000000.0,,279913000000.0,,,750000000.0,,,279218000000.0,,,,,45068000000.0,750000000.0,718000000.0,,,14000000.0,,,,,0.0,-3094000000.0,12614000000.0,,-648000000.0,139000000.0,32000000000.0,108179000000.0,,80971000000.0,36303000000.0,,,,,,6344000000.0,,,-1946000000.0,3397000000.0,,,1875000000.0,,0.4,170036000000.0,,4952000000.0,7939000000.0,,,,,,,,,,,,,,,,
2007-09-30,1151000000.0,,,,,,,,,,,80689000000.0,32000000000.0,27437000000.0,22000000.0,,,162000000.0,-156000000.0,,,,,,-1578000000.0,,2949000000.0,,-6677000000.0,,,,,,220000000.0,-7272000000.0,0.0,,,,,,,8025000000.0,,3422000000.0,,,,-0.19,,,,-4561000000.0,2936000000.0,0.0,,,101000000.0,,25898000000.0,,,,,,1882000000.0,,,,37831000000.0,,,,,,,,,2793000000.0,,,,,,,,,,214030000000.0,,,,,107228000000.0,,,,,,,,,,,4904000000.0,,,,53252000000.0,,,,1326000000.0,166378000000.0,,62133000000.0,,,,41078000000.0,,,,-4365000000.0,,,,6447000000.0,,273606000000.0,,,-380000000.0,,,276163000000.0,,,,,11051000000.0,-380000000.0,-318000000.0,,,0.0,,,,,0.0,-3608000000.0,12886000000.0,,-5902000000.0,-143000000.0,27437000000.0,120455000000.0,,81330000000.0,33238000000.0,,,,,,5336000000.0,,,1163000000.0,3165000000.0,,,1882000000.0,,-0.19,163213000000.0,2661000000.0,4904000000.0,7840000000.0,,,,,,,,,,,,,,,,
2007-12-31,2069000000.0,2069000000.0,67174000000.0,-55689000000.0,36239000000.0,-2679000000.0,73786000000.0,,17100000000.0,29868000000.0,7181000000.0,73786000000.0,27437000000.0,35283000000.0,22000000.0,,-6974000000.0,-1761000000.0,-4472000000.0,371000000.0,,72800000000.0,28275000000.0,-36561000000.0,-1807000000.0,,2717000000.0,,5465000000.0,32075000000.0,,28896000000.0,-55707000000.0,,-231000000.0,-558000000.0,0.0,21169000000.0,,,3034000000.0,,72800000000.0,3842000000.0,,3150000000.0,,-6483000000.0,-5477000000.0,,-6022000000.0,-36561000000.0,-1.38,7846000000.0,323000000.0,19277000000.0,,,98000000.0,,20832000000.0,,,,,1989000000.0,,,1989000000.0,,36239000000.0,,2069000000.0,-5242000000.0,-62000000.0,,19277000000.0,,10121000000.0,-1755000000.0,,6389000000.0,-11423000000.0,-39431000000.0,22000000.0,172455000000.0,,,10927000000.0,212090000000.0,250000000.0,11078000000.0,-558000000.0,0.0,76779000000.0,,,38503000000.0,20832000000.0,272215000000.0,,195436000000.0,,,,5341000000.0,6303000000.0,-1.38,,38503000000.0,0.0,8699000000.0,35283000000.0,-1485000000.0,195436000000.0,1979000000.0,67174000000.0,,,46773000000.0,44116000000.0,,35283000000.0,,-2338000000.0,-2452000000.0,142587000000.0,-3746000000.0,2035000000.0,4093000000.0,272215000000.0,-2723000000.0,28275000000.0,-2811000000.0,,2853000000.0,279264000000.0,0.0,22513000000.0,,18660000000.0,22513000000.0,-2811000000.0,-2711000000.0,21169000000.0,212090000000.0,32075000000.0,140255000000.0,5628000000.0,3752000000.0,-31000000.0,0.0,54273000000.0,10121000000.0,-1485000000.0,-2411000000.0,-2567000000.0,35283000000.0,117263000000.0,279264000000.0,971000000.0,38452000000.0,-1294000000.0,1979000000.0,13736000000.0,-2723000000.0,,2069000000.0,76779000000.0,971000000.0,5628000000.0,3034000000.0,117263000000.0,,,4093000000.0,,140255000000.0,2853000000.0,5341000000.0,5664000000.0,,,,,,,,,,,,,,,,
2008-03-31,,,,,,,,,,,,49090000000.0,35283000000.0,33751000000.0,22000000.0,,,97000000.0,320000000.0,,,,,-36561000000.0,-1490000000.0,,2542000000.0,,-687000000.0,,,,,,-115000000.0,657000000.0,,,,,,,73568000000.0,1056000000.0,,13527000000.0,,,,0.05,,,,-1532000000.0,2634000000.0,0.0,,,63000000.0,,23964000000.0,,926000000.0,,,,2000000000.0,,,,37007000000.0,,,,,,,,,2634000000.0,,,,,,,,,,178232000000.0,,,,,96822000000.0,,,,,,,,,,,5081000000.0,,,,15339000000.0,,,,-1372000000.0,177514000000.0,,104681000000.0,,,,43513000000.0,,,,-13531000000.0,,,,-434000000.0,,274336000000.0,,,100000000.0,,,282913000000.0,,,,,62279000000.0,100000000.0,101000000.0,,,5408000000.0,,,,,0.0,-315000000.0,11721000000.0,,-1873000000.0,136000000.0,33751000000.0,108858000000.0,,72858000000.0,35798000000.0,,,,,,2064000000.0,,,7111000000.0,2901000000.0,,,2000000000.0,,0.05,169205000000.0,,5081000000.0,7715000000.0,,,,,,,,,,,,,,,,
2008-06-30,,,,,,,,,,,,49938000000.0,33751000000.0,30066000000.0,23000000.0,,,-444000000.0,-9030000000.0,,,,,-36561000000.0,-1638000000.0,,2412000000.0,,-3155000000.0,,,,,,-152000000.0,131000000.0,,,,,,,68710000000.0,1120000000.0,,14863000000.0,,,,-3.88,,,,-3685000000.0,-5788000000.0,0.0,,,81000000.0,,24216000000.0,,9802000000.0,,,,2237000000.0,,,,32149000000.0,,,,,,,,,-5788000000.0,,,,,,,,,,178817000000.0,,,,,96597000000.0,,,,,,,,,,,7305000000.0,,,,19872000000.0,,,,-10040000000.0,168924000000.0,,86480000000.0,,,,41512000000.0,,,,-19484000000.0,,,,-518000000.0,,265521000000.0,,,-8667000000.0,,,265297000000.0,,,,,49036000000.0,-8667000000.0,-8675000000.0,,,0.0,,,,,0.0,23409000000.0,12987000000.0,,-2147000000.0,-638000000.0,30066000000.0,106928000000.0,,72381000000.0,39995000000.0,,,,,,2044000000.0,,,-1683000000.0,2899000000.0,,,2237000000.0,,-3.88,166025000000.0,,7305000000.0,1517000000.0,,,,,,,,,,,,,,,,
2008-09-30,466000000.0,,,,,,,,,,,70980000000.0,30066000000.0,24894000000.0,24000000.0,,,-462000000.0,-540000000.0,,,,,,-1747000000.0,,2626000000.0,,-5651000000.0,,,,,,-264000000.0,-571000000.0,,,,,,,,1093000000.0,,21215000000.0,,,,-0.06,,,,-5172000000.0,2472000000.0,0.0,,,519000000.0,,20358000000.0,,,,,,2279000000.0,,,,30253000000.0,,,,,,,,,2086000000.0,,,,,,,,,,191594000000.0,,,,,83289000000.0,,,,,,,,,,,4574000000.0,,,,46086000000.0,,,,-10169000000.0,159307000000.0,,50471000000.0,,,,32045000000.0,,,,-16866000000.0,,,,-654000000.0,,242596000000.0,,,-129000000.0,,,242065000000.0,,,,,12316000000.0,-129000000.0,-78000000.0,,,0.0,,,,,0.0,-28252000000.0,12048000000.0,,-9000000.0,-386000000.0,24894000000.0,108566000000.0,,62931000000.0,24999000000.0,,,,,,1339000000.0,,,-1989000000.0,2514000000.0,,,2279000000.0,,-0.06,156793000000.0,3065000000.0,4574000000.0,7046000000.0,,,,,,,,,,,,,,,,
2008-12-31,1593000000.0,1593000000.0,44863000000.0,-44562000000.0,28565000000.0,-1711000000.0,65198000000.0,,-179000000.0,19174000000.0,8958000000.0,65198000000.0,24894000000.0,22049000000.0,24000000.0,,-13531000000.0,874000000.0,-5150000000.0,-358000000.0,,66802000000.0,21759000000.0,-38237000000.0,-1821000000.0,,2754000000.0,,389000000.0,16772000000.0,,35283000000.0,-44575000000.0,,-73000000.0,-10085000000.0,0.0,21430000000.0,,,2035000000.0,,66802000000.0,-3448000000.0,,14974000000.0,,-3143000000.0,1954000000.0,,-6696000000.0,-38237000000.0,-6.46,-2845000000.0,-1917000000.0,14927000000.0,,,93000000.0,,14772000000.0,,,,,1767000000.0,,1091000000.0,1767000000.0,,28565000000.0,,1593000000.0,-9104000000.0,-604000000.0,,14927000000.0,,8618000000.0,-2396000000.0,,-13234000000.0,-64754000000.0,-46299000000.0,24000000.0,146277000000.0,,,10437000000.0,173465000000.0,756000000.0,-6875000000.0,-10085000000.0,,68926000000.0,,,43149000000.0,14772000000.0,234444000000.0,,165518000000.0,,,,4456000000.0,-9960000000.0,-6.46,,43149000000.0,0.0,-2256000000.0,22049000000.0,-16145000000.0,165518000000.0,2273000000.0,44863000000.0,,,41449000000.0,29192000000.0,,22049000000.0,,-14873000000.0,-14467000000.0,127103000000.0,-14404000000.0,-5269000000.0,3667000000.0,234444000000.0,-14672000000.0,21759000000.0,-5976000000.0,,1592000000.0,218328000000.0,0.0,10005000000.0,,64579000000.0,10005000000.0,-5976000000.0,-6024000000.0,21430000000.0,173465000000.0,16772000000.0,132929000000.0,-17311000000.0,3715000000.0,0.0,0.0,46607000000.0,8618000000.0,-16145000000.0,886000000.0,-479000000.0,22049000000.0,99649000000.0,218328000000.0,11336000000.0,26653000000.0,63000000.0,2273000000.0,12925000000.0,-14672000000.0,,1593000000.0,68926000000.0,11336000000.0,-17311000000.0,2035000000.0,99649000000.0,,,3667000000.0,,132929000000.0,1592000000.0,4456000000.0,2539000000.0,,,,,,,,,,,,,,,,
2009-03-31,189000000.0,,,-6032000000.0,,,,,,,,63368000000.0,22049000000.0,21093000000.0,24000000.0,,-16395000000.0,-204000000.0,-1620000000.0,,,,17715000000.0,,-1366000000.0,,1936000000.0,,-4850000000.0,,,,,,-50000000.0,-10624000000.0,,,,,,,,4161000000.0,,20380000000.0,,,,-0.6,,,,-956000000.0,-1013000000.0,0.0,,,0.0,,,,,,,,2397000000.0,,,,23779000000.0,,,,,,,,,316000000.0,,,,,,,,,,159341000000.0,,,,,85026000000.0,,,,,,,,,,,3727000000.0,,,,42275000000.0,,,,-17782000000.0,134585000000.0,,43793000000.0,,,,24778000000.0,,,,-22151000000.0,,,,2795000000.0,,219611000000.0,,,-1427000000.0,,,203134000000.0,,,,,15233000000.0,-1427000000.0,-1416000000.0,,,4651000000.0,,,,,0.0,9708000000.0,6575000000.0,,705000000.0,1216000000.0,21093000000.0,,,54429000000.0,21662000000.0,,,,,,38000000.0,,,-17577000000.0,1706000000.0,,,2397000000.0,,-0.6,128228000000.0,1736000000.0,4129000000.0,3116000000.0,,,,,,,,,,,,,,,,
2009-06-30,193000000.0,,,-7290000000.0,,,,,,,,61942000000.0,21093000000.0,24011000000.0,33000000.0,,-17556000000.0,25000000.0,2371000000.0,,,,16564000000.0,,-1022000000.0,,1686000000.0,,-8341000000.0,,,,,,-471000000.0,-9005000000.0,,,,,,,,5618000000.0,,18704000000.0,,,,0.69,,,,2918000000.0,159000000.0,0.0,,,1651000000.0,,,,,,,,3351000000.0,,,,24801000000.0,,,,,,,,,4057000000.0,,,,,,,,,,155484000000.0,,,,,86333000000.0,,,,,,,,,,,3165000000.0,,,,37931000000.0,,,,-15521000000.0,123275000000.0,,44706000000.0,,,,27189000000.0,,,,-15215000000.0,,,,4596000000.0,,209608000000.0,,,2261000000.0,,,200190000000.0,,,,,14913000000.0,2261000000.0,2346000000.0,,,4628000000.0,,,,,0.0,9815000000.0,6603000000.0,,4997000000.0,3711000000.0,24011000000.0,,,55798000000.0,23446000000.0,,,,,,42000000.0,,,-10743000000.0,1788000000.0,,,3001000000.0,,0.75,116859000000.0,1742000000.0,3584000000.0,3743000000.0,,,,,,,,,,,,,,,,
2009-09-30,182000000.0,,,-7892000000.0,,,,,,,,67169000000.0,24011000000.0,25798000000.0,33000000.0,,-12121000000.0,139000000.0,1215000000.0,,,,17533000000.0,,-1003000000.0,,1748000000.0,,-1380000000.0,,,,,,-222000000.0,-8704000000.0,,,,,,,,5851000000.0,,18294000000.0,,,,0.29,,,,1787000000.0,2640000000.0,0.0,,,619000000.0,,,,,,,,3584000000.0,,,,24812000000.0,,,,,,,,,2963000000.0,,,,,,,,,,156638000000.0,,,,,87893000000.0,,,,,,,,,,,3076000000.0,,,,41371000000.0,,,,-14524000000.0,122483000000.0,,46468000000.0,,,,30892000000.0,,,,-24095000000.0,,,,4848000000.0,,210376000000.0,,,997000000.0,,,203106000000.0,,,,,16223000000.0,997000000.0,1076000000.0,,,4709000000.0,,,,,0.0,11581000000.0,6560000000.0,,-2906000000.0,192000000.0,25798000000.0,,,55151000000.0,25176000000.0,,,,,,43000000.0,,,-8675000000.0,2644000000.0,,,3259000000.0,,0.31,115130000000.0,1544000000.0,3076000000.0,5716000000.0,,,,,,,,,,,,,,,,
