,annualDeferredIncomeTax,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyDilutedEPS,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,annualDilutedAverageShares,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyChangeInInventory,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,annualTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,annualGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyTotalRevenue,annualBasicAverageShares,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCostOfRevenue,annualBeginningCashPosition,annualFreeCashFlow,annualNetIncome,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyDilutedAverageShares,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualBasicEPS,annualTotalAssets,trailingNetIncome,annualLongTermDebt,annualStockholdersEquity,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyAccountsReceivable,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualCurrentLiabilities,annualInventory,annualRetainedEarnings,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyLongTermDebt,annualCapitalStock,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInventory,annualStockBasedCompensation,annualCommonStockIssuance,annualGoodwill,quarterlyBasicEPS,quarterlyCashDividendsPaid,annualOperatingIncome,annualNetPPE,trailingGrossProfit,quarterlyBasicAverageShares,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyCapitalStock,annualDilutedEPS,trailingTotalRevenue,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualPretaxIncome,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1193788800,,,,,,,31142000000.0,,,,,0.56,,-131000000.0,,,-689000000.0,,,,958000000.0,,1841000000.0,7852000000.0,-176000000.0,-7000000.0,,,,,,,-657000000.0,,,1387000000.0,16160000000.0,,-2101000000.0,,,-1795000000.0,,4842000000.0,627000000.0,,3884000000.0,,18334000000.0,13563000000.0,,,,167000000.0,,3455000000.0,,,,,13630000000.0,,298000000.0,23606000000.0,,781000000.0,13566000000.0,,14835000000.0,,,,,-1055000000.0,1484000000.0,-7536000000.0,,,,,,,,,483000000.0,,,383000000.0,,483000000.0,72000000.0,1906000000.0,,,,851000000.0,,0.0,,,,,,,9993000000.0,,,7120000000.0,,2812000000.0,,9000000.0,,,,,,421000000.0,,11239000000.0,,,0.0,,8746000000.0,,,,0.57,-119000000.0,,,,845600000.0,,,,,,429000000.0,627000000.0,,627000000.0,,,,,555000000.0,,,,,70000000.0,,,-120000000.0,,,,2899000000.0,,,,,177000000.0,-16000000.0,1349000000.0,,,,27129000000.0,-672000000.0,,43289000000.0,,,,24955000000.0,483000000.0,,,,,,,,,,,,,,,,,,
1201737600,-70000000.0,-4369000000.0,,,1351000000.0,15363000000.0,31982000000.0,,,,-7887000000.0,,,-1406000000.0,13704000000.0,,1006000000.0,-2477000000.0,,18906000000.0,1846000000.0,,469000000.0,6721000000.0,-178000000.0,2000000.0,,850800000.0,,2849000000.0,2717000000.0,-165000000.0,-761000000.0,,1637000000.0,2280000000.0,15307000000.0,380000000.0,1967000000.0,647000000.0,,-1663000000.0,,6109000000.0,2450000000.0,,4263000000.0,25654000000.0,18906000000.0,11782000000.0,,469000000.0,,154000000.0,20635000000.0,3829000000.0,,1776000000.0,29253000000.0,-868000000.0,12761000000.0,,638000000.0,24095000000.0,,1666000000.0,17471000000.0,-525000000.0,19871000000.0,845400000.0,,2849000000.0,,-951000000.0,947000000.0,-7887000000.0,1964000000.0,,,42732000000.0,813000000.0,-244000000.0,2849000000.0,-442000000.0,1028000000.0,-6195000000.0,-182000000.0,2539000000.0,,1028000000.0,1823000000.0,1875000000.0,,470000000.0,,,606000000.0,2717000000.0,3.37,44560000000.0,,15126000000.0,15307000000.0,,13762000000.0,208000000.0,1659000000.0,8054000000.0,,380000000.0,,,11782000000.0,6780000000.0,12761000000.0,,,470000000.0,,15126000000.0,68000000.0,8054000000.0,0.0,,6780000000.0,,,208000000.0,,-118000000.0,5272000000.0,24095000000.0,,,63367000000.0,-178000000.0,,2450000000.0,0.0,434000000.0,2450000000.0,4125000000.0,2450000000.0,,6721000000.0,,17471000000.0,627000000.0,,2450000000.0,3707000000.0,6931000000.0,68000000.0,3.33,,7000000.0,,31982000000.0,,1964000000.0,,,2450000000.0,-1739000000.0,180000000.0,-142000000.0,1351000000.0,4625000000.0,,,29253000000.0,1588000000.0,,44560000000.0,1875000000.0,,,25654000000.0,1028000000.0,,,,,,,,,,,,,,,,,,
1209513600,,,,,,,32743000000.0,,,,,0.74,,-1403000000.0,,,-544000000.0,,,,1158000000.0,,1473000000.0,5959000000.0,-176000000.0,20000000.0,,,,,,,23000000.0,,,1593000000.0,14357000000.0,,-56000000.0,,,-966000000.0,,4904000000.0,620000000.0,,3746000000.0,,16759000000.0,10959000000.0,,,,220000000.0,,3311000000.0,,,,,11789000000.0,,355000000.0,24666000000.0,,957000000.0,17514000000.0,,14802000000.0,,,,,-950000000.0,-1604000000.0,-8077000000.0,,,,,,,,,602000000.0,,,740000000.0,,602000000.0,-1830000000.0,3791000000.0,,,,809600000.0,,0.0,,,,,,,9898000000.0,,,7830000000.0,,3137000000.0,,13000000.0,,,,,,493000000.0,,13230000000.0,,,-18000000.0,,6836000000.0,,,,0.75,-115000000.0,,,,805500000.0,,,,,,435000000.0,620000000.0,,620000000.0,,,,,2450000000.0,,,,,66000000.0,,,-41000000.0,,,,1863000000.0,,,,,191000000.0,0.0,1405000000.0,,,,28473000000.0,-210000000.0,,42830000000.0,,,,26071000000.0,602000000.0,,,,,,,,,,,,,,,,,,
1217462400,,,,,,,33578000000.0,,,,,0.82,,-1412000000.0,,,-601000000.0,,,,1220000000.0,,1800000000.0,6606000000.0,-174000000.0,-6000000.0,,,,,,,-236000000.0,,,1669000000.0,13457000000.0,,-477000000.0,,,-1239000000.0,,5168000000.0,1527000000.0,,3948000000.0,,18620000000.0,11359000000.0,,,,360000000.0,,3500000000.0,,,,,10861000000.0,,369000000.0,25152000000.0,,1003000000.0,20324000000.0,,15472000000.0,,,,,-1006000000.0,1132000000.0,-8426000000.0,,,,,,,,,634000000.0,,,1014000000.0,,634000000.0,907000000.0,1858000000.0,,,,773900000.0,,0.0,,,,,,,10304000000.0,,,7980000000.0,,3030000000.0,,8000000.0,,,,,,534000000.0,,17932000000.0,,,0.0,,7313000000.0,,,,0.82,-109000000.0,,,,770300000.0,,,,,,449000000.0,1527000000.0,,1527000000.0,,,,,620000000.0,,,,,63000000.0,,,-12000000.0,,,,1723000000.0,,,,,227000000.0,-8000000.0,1368000000.0,,,,31683000000.0,8000000.0,,45140000000.0,,,,26520000000.0,634000000.0,,,,,,,,,,,,,,,,,,
1225411200,,,,,,,34323000000.0,,,,,0.49,,0.0,,,-1152000000.0,,,,867000000.0,,2272000000.0,7590000000.0,-175000000.0,-46000000.0,,,,,,,-349000000.0,,,1336000000.0,13580000000.0,,-1737000000.0,,,-1158000000.0,,4984000000.0,918000000.0,,4117000000.0,,20239000000.0,13496000000.0,,,,379000000.0,,3648000000.0,,,,,10967000000.0,,264000000.0,25525000000.0,,633000000.0,19965000000.0,,15114000000.0,,,,,-871000000.0,523000000.0,-8798000000.0,,,,,,,,,369000000.0,,,26000000.0,,369000000.0,-609000000.0,1932000000.0,,,,756600000.0,,0.0,,,,,,,10130000000.0,,,7999000000.0,,3057000000.0,,13000000.0,,,,,,589000000.0,,17444000000.0,,,0.0,,9050000000.0,,,,0.49,-121000000.0,,,,753500000.0,,,,,,468000000.0,918000000.0,,918000000.0,,,,,1527000000.0,,,,,63000000.0,,,,,,,2849000000.0,,,,,240000000.0,0.0,1277000000.0,,,,33461000000.0,-845000000.0,,47041000000.0,,,,26802000000.0,369000000.0,,,,,,,,,,,,,,,,,,
1233360000,91000000.0,-3547000000.0,,,631000000.0,16389000000.0,34816000000.0,,,,-9060000000.0,,,0.0,14563000000.0,,1018000000.0,-2815000000.0,,17488000000.0,1157000000.0,,473000000.0,6337000000.0,-556000000.0,123000000.0,,773600000.0,,2214000000.0,2561000000.0,-8000000.0,-261000000.0,,-1586000000.0,1631000000.0,13712000000.0,352000000.0,2347000000.0,894000000.0,,-1010000000.0,,5735000000.0,864000000.0,,4578000000.0,26618000000.0,17488000000.0,10512000000.0,,473000000.0,,586000000.0,20791000000.0,4104000000.0,,1322000000.0,30394000000.0,-1279000000.0,11443000000.0,,334000000.0,25756000000.0,,943000000.0,19882000000.0,77000000.0,19560000000.0,770400000.0,,2214000000.0,,-720000000.0,-1694000000.0,-9060000000.0,1262000000.0,,,44157000000.0,2450000000.0,883000000.0,2214000000.0,-465000000.0,609000000.0,-4373000000.0,-42000000.0,2650000000.0,,609000000.0,-54000000.0,1937000000.0,,455000000.0,,,1545000000.0,2561000000.0,2.87,44106000000.0,,17490000000.0,13712000000.0,,13825000000.0,231000000.0,1826000000.0,8084000000.0,,352000000.0,,9000000.0,10512000000.0,6705000000.0,11443000000.0,,,455000000.0,,17490000000.0,63000000.0,8084000000.0,0.0,,6705000000.0,,43000000.0,231000000.0,,-120000000.0,4402000000.0,25756000000.0,,,64948000000.0,-556000000.0,,864000000.0,0.0,474000000.0,864000000.0,4430000000.0,864000000.0,,6337000000.0,,19882000000.0,918000000.0,,864000000.0,-1643000000.0,6228000000.0,63000000.0,2.86,,,,34816000000.0,,1262000000.0,,,864000000.0,-823000000.0,218000000.0,0.0,631000000.0,3536000000.0,,,30394000000.0,1930000000.0,,44106000000.0,1937000000.0,,,26618000000.0,609000000.0,,,,,,,,,,,,,,,,,,
1241049600,,,,,,,34995000000.0,,,,,0.69,,,,,-412000000.0,,,,1026000000.0,,1735000000.0,6004000000.0,-553000000.0,69000000.0,,,24000000.0,,,,162000000.0,,,1499000000.0,14119000000.0,,-288000000.0,,,-372000000.0,,4513000000.0,1371000000.0,-333000000.0,3487000000.0,,17551000000.0,10249000000.0,,,,306000000.0,,3015000000.0,-1000000.0,,,,11821000000.0,,302000000.0,25800000000.0,,824000000.0,19844000000.0,,14833000000.0,,,,,-540000000.0,-120000000.0,-9195000000.0,,,,,,,,,522000000.0,,,999000000.0,,522000000.0,507000000.0,1843000000.0,,,,753000000.0,,0.0,,,,,,,10320000000.0,,,7452000000.0,,2990000000.0,,0.0,,,,,,487000000.0,,17514000000.0,,,0.0,,6993000000.0,,,,0.69,-121000000.0,,,,752200000.0,,,,,,472000000.0,1371000000.0,,1371000000.0,,,,,864000000.0,,,,,63000000.0,,,,,,160000000.0,1255000000.0,,,,,203000000.0,0.0,861000000.0,,,,30093000000.0,459000000.0,,44212000000.0,,,,26661000000.0,522000000.0,,,,,,,,,,,,,,,,,,
1248998400,,,,,,,35255000000.0,,,,,0.79,,,,,-417000000.0,,,,1151000000.0,,1910000000.0,6233000000.0,-549000000.0,-5000000.0,,,24000000.0,,,,-116000000.0,,,1630000000.0,14602000000.0,,-535000000.0,,,-600000000.0,,4765000000.0,957000000.0,230000000.0,3614000000.0,,17683000000.0,9810000000.0,,,,322000000.0,,3136000000.0,-753000000.0,,,,12266000000.0,,363000000.0,25712000000.0,,957000000.0,19821000000.0,,15067000000.0,,,,,-502000000.0,-866000000.0,-9543000000.0,,,,,,,,,594000000.0,,,1052000000.0,,594000000.0,-414000000.0,1886000000.0,,,,754400000.0,,0.0,,,,,,,10302000000.0,,,7288000000.0,,3004000000.0,,0.0,,,,,,494000000.0,,17441000000.0,,,0.0,,7528000000.0,,,,0.79,-120000000.0,,,,752000000.0,,,,,,478000000.0,957000000.0,,957000000.0,,,,,1371000000.0,,,,,63000000.0,,,,,,-6000000.0,573000000.0,,,,,195000000.0,0.0,838000000.0,,,,29631000000.0,550000000.0,,44233000000.0,,,,26550000000.0,594000000.0,,,,,,,,,,,,,,,,,,
1256947200,,,,,,,35626000000.0,,,,,0.58,,,,,-735000000.0,,,,874000000.0,,2314000000.0,7641000000.0,-517000000.0,387000000.0,,,24000000.0,,,,-65000000.0,,,1411000000.0,14971000000.0,,-1854000000.0,,,-462000000.0,,4666000000.0,864000000.0,1406000000.0,3792000000.0,,19583000000.0,12398000000.0,,,,316000000.0,,3255000000.0,-501000000.0,,,,12559000000.0,,247000000.0,25591000000.0,,683000000.0,18610000000.0,,15276000000.0,,,,,-398000000.0,-607000000.0,-10035000000.0,,,,,,,,,436000000.0,,,976000000.0,,436000000.0,-93000000.0,1911000000.0,,,,755700000.0,,0.0,,,,,,,10610000000.0,,,7023000000.0,,3117000000.0,,,,,,,,804000000.0,,15895000000.0,,,0.0,,9382000000.0,,,,0.58,-128000000.0,,,,751800000.0,,,,,,537000000.0,864000000.0,,864000000.0,,,,,957000000.0,,,,,63000000.0,,,,,,36000000.0,1640000000.0,,,,,191000000.0,0.0,805000000.0,,,,31008000000.0,578000000.0,,45979000000.0,,,,26396000000.0,436000000.0,,,,,,,,,,,,,,,,,,
1264896000,364000000.0,-1729000000.0,,,829000000.0,15101000000.0,35765000000.0,,,,-10485000000.0,,,-423000000.0,13078000000.0,,1082000000.0,-423000000.0,,18424000000.0,1622000000.0,,2079000000.0,6511000000.0,-581000000.0,-87000000.0,-57000000.0,754800000.0,31000000.0,2488000000.0,0.0,0.0,9000000.0,,1336000000.0,2158000000.0,15347000000.0,3120000000.0,2203000000.0,804000000.0,-1970000000.0,-269000000.0,,5831000000.0,2200000000.0,-1129000000.0,4209000000.0,26109000000.0,18424000000.0,11327000000.0,,2079000000.0,,344000000.0,19774000000.0,3673000000.0,-715000000.0,1384000000.0,29186000000.0,-482000000.0,12947000000.0,,473000000.0,25280000000.0,,1409000000.0,17859000000.0,-474000000.0,20181000000.0,752000000.0,,2488000000.0,,-289000000.0,-1249000000.0,-10485000000.0,1696000000.0,,,45583000000.0,864000000.0,4152000000.0,2488000000.0,-496000000.0,936000000.0,-1703000000.0,,2854000000.0,,936000000.0,1336000000.0,1906000000.0,,835000000.0,,,1288000000.0,0.0,3.31,44533000000.0,,15118000000.0,15347000000.0,,14350000000.0,,2023000000.0,6966000000.0,,3120000000.0,1617000000.0,,11327000000.0,7179000000.0,12947000000.0,,,835000000.0,3000000.0,15118000000.0,62000000.0,6966000000.0,0.0,,7179000000.0,103000000.0,,,,-127000000.0,4673000000.0,25280000000.0,,,65357000000.0,-581000000.0,1617000000.0,2200000000.0,0.0,536000000.0,583000000.0,5881000000.0,2200000000.0,,6511000000.0,174000000.0,17859000000.0,864000000.0,,2200000000.0,-2842000000.0,6699000000.0,62000000.0,3.3,,,,35765000000.0,-247000000.0,1696000000.0,,,583000000.0,-10000000.0,213000000.0,0.0,829000000.0,3872000000.0,,,29186000000.0,2565000000.0,,44533000000.0,1906000000.0,,,26109000000.0,936000000.0,,,,,,,,,,,,,,,,,,
1272585600,,,,,,,35657000000.0,,,,,0.9,,-378000000.0,,,-390000000.0,,,,1242000000.0,,2065000000.0,6150000000.0,-573000000.0,109000000.0,,,25000000.0,,,,238000000.0,,,1759000000.0,15597000000.0,,-70000000.0,,,-175000000.0,,4901000000.0,1578000000.0,-361000000.0,3659000000.0,,17222000000.0,10197000000.0,,,,219000000.0,,3143000000.0,-1170000000.0,,,,13098000000.0,,384000000.0,25212000000.0,,1055000000.0,17529000000.0,,15593000000.0,,,,,-407000000.0,-1605000000.0,-10445000000.0,,,,,,,,,671000000.0,,,1158000000.0,,671000000.0,-622000000.0,1819000000.0,,,,745700000.0,,0.0,,,,,,,10692000000.0,,,6330000000.0,,3183000000.0,1015000000.0,,,,,,,916000000.0,,14794000000.0,,,0.0,,7249000000.0,,,,0.91,-126000000.0,,,,739900000.0,,,,,,516000000.0,563000000.0,,1578000000.0,,,,,2200000000.0,,,,,62000000.0,,,-18000000.0,,,201000000.0,864000000.0,,,,,188000000.0,0.0,889000000.0,,,,27726000000.0,751000000.0,,43323000000.0,,,,26101000000.0,671000000.0,,,,,,,,,,,,,,,,,,
1280534400,,,,,,,36219000000.0,,,,,0.92,,-907000000.0,,,-764000000.0,,,,1266000000.0,,1840000000.0,6228000000.0,-567000000.0,39000000.0,,,27000000.0,,,,-4000000.0,,,1763000000.0,15268000000.0,,-479000000.0,,,-550000000.0,,5025000000.0,1540000000.0,78000000.0,3759000000.0,,17245000000.0,10100000000.0,,,,191000000.0,,3263000000.0,-169000000.0,,,,12690000000.0,,402000000.0,25401000000.0,,1081000000.0,18287000000.0,,15532000000.0,,,,,-584000000.0,-158000000.0,-10818000000.0,,,,,,,,,679000000.0,,,670000000.0,,679000000.0,-38000000.0,1810000000.0,,,,736600000.0,,0.0,,,,,,,10507000000.0,,,6137000000.0,,3057000000.0,972000000.0,,,,,,,740000000.0,,15737000000.0,,,0.0,,7728000000.0,,,,0.93,-126000000.0,,,,731100000.0,,,,,,496000000.0,568000000.0,,1540000000.0,,,,,1578000000.0,,,,,60000000.0,,,-2000000.0,,,40000000.0,815000000.0,,,,,186000000.0,0.0,1009000000.0,,,,28387000000.0,86000000.0,,43655000000.0,,,,26410000000.0,679000000.0,,,,,,,,,,,,,,,,,,
1288483200,,,,,,,36809000000.0,,,,,0.74,,-770000000.0,,,-335000000.0,,,,967000000.0,,1905000000.0,7761000000.0,-562000000.0,101000000.0,,,25000000.0,,,,71000000.0,,,1501000000.0,14879000000.0,,-1822000000.0,,,-591000000.0,,4845000000.0,936000000.0,1533000000.0,3878000000.0,,18346000000.0,11790000000.0,,,,163000000.0,,3345000000.0,-111000000.0,,,,12254000000.0,,238000000.0,25590000000.0,,773000000.0,18280000000.0,,15605000000.0,,,,,-616000000.0,-1037000000.0,-11219000000.0,,,,,,,,,535000000.0,,,1024000000.0,,535000000.0,-604000000.0,1786000000.0,,,,721000000.0,,0.0,,,,,,,10760000000.0,,,5955000000.0,,3179000000.0,349000000.0,,,,,,,814000000.0,,15680000000.0,,,0.0,,9550000000.0,,,,0.75,-180000000.0,,,,715400000.0,,,,,,533000000.0,936000000.0,,936000000.0,,,,,1540000000.0,,,,,59000000.0,,,-50000000.0,,,0.0,850000000.0,,,,,195000000.0,7000000.0,1013000000.0,,,,30070000000.0,408000000.0,,44949000000.0,,,,26603000000.0,535000000.0,,,,,,,,,,,,,,,,,,
1296432000,445000000.0,-2129000000.0,,,999000000.0,15553000000.0,37048000000.0,,,,-11555000000.0,,,-397000000.0,13469000000.0,,819000000.0,-2452000000.0,,17213000000.0,1777000000.0,,1752000000.0,6625000000.0,-581000000.0,196000000.0,-78000000.0,729400000.0,32000000.0,2920000000.0,0.0,0.0,363000000.0,,-488000000.0,2319000000.0,15487000000.0,3326000000.0,1954000000.0,760000000.0,-2259000000.0,-428000000.0,,6036000000.0,1712000000.0,-1135000000.0,4259000000.0,26492000000.0,17213000000.0,10070000000.0,,1752000000.0,,-190000000.0,20805000000.0,3720000000.0,-809000000.0,1575000000.0,28218000000.0,-670000000.0,12698000000.0,,552000000.0,25493000000.0,,1587000000.0,18148000000.0,-417000000.0,20661000000.0,723600000.0,,2920000000.0,,-522000000.0,-1215000000.0,-11555000000.0,119000000.0,,,46585000000.0,2200000000.0,3142000000.0,2920000000.0,-609000000.0,1035000000.0,-1744000000.0,,2419000000.0,,1035000000.0,776000000.0,1607000000.0,,934000000.0,,,383000000.0,0.0,4.03,43705000000.0,,15607000000.0,15487000000.0,,14625000000.0,,2084000000.0,6153000000.0,,3326000000.0,1129000000.0,,10070000000.0,7596000000.0,12698000000.0,,,934000000.0,,15607000000.0,59000000.0,6153000000.0,2000000.0,,7596000000.0,109000000.0,,,,-177000000.0,5252000000.0,25493000000.0,,,67390000000.0,-581000000.0,1129000000.0,1712000000.0,0.0,539000000.0,583000000.0,5271000000.0,1712000000.0,,6625000000.0,115000000.0,18148000000.0,936000000.0,,1712000000.0,-4015000000.0,7339000000.0,59000000.0,4.0,,,,37048000000.0,-319000000.0,119000000.0,,,583000000.0,363000000.0,193000000.0,-7000000.0,999000000.0,4495000000.0,,,28218000000.0,1897000000.0,,43705000000.0,1607000000.0,,,26492000000.0,1035000000.0,,,,,,,,,,,,,,,,,,
1304121600,,,,,,,36984000000.0,,,,,0.99,,-812000000.0,,,-301000000.0,,,,1264000000.0,,1527000000.0,6296000000.0,-570000000.0,100000000.0,,,21000000.0,,,,0.0,,,1776000000.0,15230000000.0,,-99000000.0,,,-370000000.0,,5009000000.0,1424000000.0,-330000000.0,3745000000.0,,16368000000.0,10838000000.0,,,,31000000.0,,3233000000.0,0.0,,,,12398000000.0,,392000000.0,25648000000.0,,1081000000.0,16928000000.0,,15935000000.0,,,,,-632000000.0,-970000000.0,-11336000000.0,,,,,,,,,689000000.0,,,1052000000.0,,689000000.0,-288000000.0,1596000000.0,,,,697400000.0,,189000000.0,,,,,,,10926000000.0,,,5721000000.0,,3229000000.0,872000000.0,,,,,,,916000000.0,,14416000000.0,,,0.0,,7696000000.0,,,,0.99,-174000000.0,,,,692600000.0,,,,,,512000000.0,552000000.0,,1424000000.0,,,,,1712000000.0,,,,,57000000.0,,,,,,149000000.0,1313000000.0,,,,,183000000.0,0.0,980000000.0,,,,27766000000.0,420000000.0,,42996000000.0,,,,26628000000.0,689000000.0,,,,,,,,,,,,,,,,,,
1312070400,,,,,,,39960000000.0,,,,,1.03,,-681000000.0,,,-33000000.0,,,,1300000000.0,,1521000000.0,6519000000.0,-548000000.0,22000000.0,,,23000000.0,,,,0.0,,,1811000000.0,15106000000.0,,-231000000.0,,,-1765000000.0,,5282000000.0,890000000.0,211000000.0,3982000000.0,,16059000000.0,11620000000.0,,,,1424000000.0,,3473000000.0,-238000000.0,,,,12213000000.0,,405000000.0,28373000000.0,,1109000000.0,18773000000.0,,16240000000.0,,,,,-1747000000.0,-53000000.0,-11587000000.0,,,,,,,,,704000000.0,,,1284000000.0,,704000000.0,-534000000.0,1644000000.0,,,,685100000.0,,0.0,,,,,,,10958000000.0,,,5722000000.0,,3721000000.0,,,,,,,,969000000.0,,16160000000.0,,,0.0,,7926000000.0,,,,1.03,-172000000.0,,,,680800000.0,,,,,,510000000.0,890000000.0,,890000000.0,,,,,1424000000.0,,,,,56000000.0,,,,,,-6000000.0,1380000000.0,,,,,192000000.0,20000000.0,1067000000.0,,,,30393000000.0,-463000000.0,,45499000000.0,,,,29440000000.0,704000000.0,,,,,,,,,,,,,,,,,,
1320019200,,,,,,,41075000000.0,,,,,0.82,,-200000000.0,,,-808000000.0,,,,1057000000.0,,1948000000.0,8053000000.0,-563000000.0,275000000.0,,,17000000.0,,,,-8000000.0,,,1605000000.0,15264000000.0,,-1964000000.0,,,-1469000000.0,,5128000000.0,821000000.0,1547000000.0,4071000000.0,,18372000000.0,14139000000.0,,,,569000000.0,,3525000000.0,-34000000.0,,,,12340000000.0,,302000000.0,29040000000.0,,857000000.0,19044000000.0,,16402000000.0,,,,,-1371000000.0,787000000.0,-12035000000.0,,,,,,,,,555000000.0,,,639000000.0,,555000000.0,-69000000.0,1689000000.0,,,,678300000.0,,0.0,,,,,,,11274000000.0,,,5713000000.0,,3273000000.0,,,,,,,,1199000000.0,,16156000000.0,,,0.0,,9890000000.0,,,,0.82,-203000000.0,,,,673200000.0,,,,,,546000000.0,821000000.0,,821000000.0,,,,,890000000.0,,,,,56000000.0,,,-95000000.0,,,-23000000.0,2813000000.0,,,,,202000000.0,1192000000.0,1035000000.0,,,,33183000000.0,-732000000.0,,48447000000.0,,,,30075000000.0,555000000.0,,,,,,,,,,,,,,,,,,
