,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualResearchAndDevelopment,annualAccountsPayable,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,annualOtherShortTermInvestments,annualTaxProvision,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyRetainedEarnings,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOperatingIncome,annualBasicAverageShares,annualOtherCurrentAssets,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,trailingEndCashPosition,quarterlyTotalAssets,annualBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyTotalNonCurrentAssets,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyBasicEPS,annualLongTermDebt,annualOtherNonCurrentAssets,annualCurrentAssets,annualRepurchaseOfCapitalStock,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyStockholdersEquity,annualStockholdersEquity,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualDilutedEPS,quarterlyInvestingCashFlow,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,annualRetainedEarnings,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,annualCapitalStock,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,annualInventory,quarterlyTaxProvision,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,annualGrossProfit,annualTotalNonCurrentAssets,annualEbitda,annualNetPPE,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyGrossPPE,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualPretaxIncome,annualDeferredIncomeTax,trailingCashDividendsPaid,quarterlySaleOfInvestment,annualAccumulatedDepreciation,trailingNetIncome,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingOperatingExpense,annualChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyEbitda,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,trailingChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingChangeInWorkingCapital,trailingGrossProfit,trailingResearchAndDevelopment,annualTotalRevenue,trailingInterestExpense,annualGoodwill,trailingDilutedAverageShares,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyGoodwill,trailingStockBasedCompensation,trailingBasicAverageShares,trailingChangeInInventory,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS
1372550400,,2200000.0,,,,,136000000.0,,,,,5681700000.0,-70700000.0,13128200000.0,,,197600000.0,,5983000000.0,,7408700000.0,,,,,,,,-219000000.0,4300500000.0,424500000.0,,,19202000000.0,,291600000.0,,,,,6073800000.0,,,13090400000.0,,280500000.0,355000000.0,,626800000.0,,291600000.0,291600000.0,,,349800000.0,,0.82,,,,,,,,6111600000.0,,,9322700000.0,3672900000.0,,,,-161300000.0,,-596500000.0,,,627600000.0,1441900000.0,,,147100000.0,,203100000.0,4937500000.0,-22900000.0,892300000.0,832000000.0,,,8000000.0,,1441900000.0,,,,2623700000.0,,,,,141300000.0,,,354100000.0,5397700000.0,432900000.0,-550100000.0,,,,,353800000.0,,1261400000.0,,,400000.0,,-488100000.0,35400000.0,2973200000.0,40700000.0,,,676100000.0,,9900000.0,,,,,,180500000.0,,768600000.0,,,5397700000.0,,,,,,194900000.0,,,0.82,,274600000.0,2708500000.0,,,,952100000.0,61800000.0,,,,-309900000.0,0.0,,1181800000.0,,622100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,41200000.0,,,,,134700000.0,,,,,5657900000.0,-70900000.0,13963800000.0,,,206400000.0,,6221500000.0,,8172800000.0,,,,,,,,-250400000.0,4300100000.0,436000000.0,,,20311600000.0,,309400000.0,,,,,6347800000.0,,,13830700000.0,,43200000.0,355400000.0,,671800000.0,,309400000.0,309400000.0,,,370900000.0,,0.87,,,,,,,,6480900000.0,,,9788300000.0,3669200000.0,,,,-113600000.0,,-526100000.0,,,630900000.0,1710400000.0,,,143300000.0,,194900000.0,5493600000.0,-46600000.0,937000000.0,893100000.0,,,7300000.0,11372600000.0,1710400000.0,,,,2911500000.0,,,,,130600000.0,,,354400000.0,5668800000.0,440000000.0,0.0,,,,,354100000.0,,1441900000.0,,,3300000.0,,-504500000.0,221900000.0,2792800000.0,-239100000.0,,,679000000.0,,8200000.0,,,,,,268500000.0,,547700000.0,,,5668800000.0,,,,,,263500000.0,,,0.87,,-7000000.0,2865100000.0,,,,1070400000.0,56600000.0,,,,-191100000.0,0.0,,1201100000.0,,642400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,14628300000.0,-17700000.0,,251400000.0,1367500000.0,240800000.0,147600000.0,,8808900000.0,,,5282300000.0,-70800000.0,13971000000.0,1267500000.0,523700000.0,222000000.0,,6165100000.0,1750100000.0,8808900000.0,273100000.0,1671700000.0,354200000.0,308100000.0,1171300000.0,-517100000.0,1750100000.0,-331600000.0,4598900000.0,479000000.0,14091200000.0,,20725500000.0,3.31,334200000.0,11630100000.0,1171300000.0,502900000.0,2416800000.0,6754500000.0,,8700000.0,14091200000.0,823800000.0,185100000.0,355600000.0,-283100000.0,734400000.0,355200000.0,334200000.0,334200000.0,,20725500000.0,308100000.0,559500000.0,0.94,6007400000.0,912800000.0,13971000000.0,,36600000.0,,,6634300000.0,6634300000.0,5282300000.0,9831700000.0,3913900000.0,1171300000.0,627900000.0,810700000.0,-226800000.0,3.3,-686900000.0,888900000.0,,685000000.0,1750100000.0,6165100000.0,,-270200000.0,627900000.0,206000000.0,6007400000.0,77700000.0,973300000.0,813600000.0,,9831700000.0,6800000.0,11630100000.0,1750100000.0,,354300000.0,2375700000.0,3017600000.0,,273800000.0,3017600000.0,813600000.0,150700000.0,,,354600000.0,5841700000.0,484900000.0,-3400000.0,2495500000.0,6754500000.0,2482400000.0,5841700000.0,354300000.0,28600000.0,1710400000.0,734400000.0,9500400000.0,900000.0,,-490300000.0,53900000.0,2416800000.0,112400000.0,-39600000.0,,912800000.0,,5300000.0,-3658700000.0,1272400000.0,,,-990100000.0,39700000.0,,675400000.0,-1872800000.0,-2151000000.0,9500400000.0,5300000.0,,1695000000.0,97300000.0,,260400000.0,-3658700000.0,,0.94,973300000.0,56300000.0,1367500000.0,1093800000.0,,,1093800000.0,60900000.0,,-299400000.0,,8700000.0,551300000.0,,1267500000.0,,701000000.0,551300000.0,31000000.0,,477700000.0,-568900000.0,,,,17123800000.0,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,-23100000.0,,,,,145000000.0,,,,,5631900000.0,-389700000.0,13861200000.0,,,219800000.0,,6368100000.0,,8102200000.0,,,,,,,,-308900000.0,4379900000.0,402100000.0,,,20597600000.0,,273900000.0,,,,,6736400000.0,,,13734100000.0,,22500000.0,356000000.0,,758600000.0,,273900000.0,273900000.0,,,312400000.0,,0.77,,,,,,,,6863500000.0,,,10050500000.0,3776400000.0,,,,-8600000.0,,-175600000.0,,,603500000.0,1289900000.0,,,179600000.0,,201400000.0,5368000000.0,-143200000.0,928000000.0,958000000.0,,,5800000.0,11656500000.0,1289900000.0,,,,2540300000.0,,,,,132600000.0,,,354900000.0,5756800000.0,406500000.0,-550000000.0,,,,,354700000.0,,1750100000.0,,,1400000.0,,-263200000.0,-568100000.0,2871900000.0,-197500000.0,,,979600000.0,,11600000.0,,,,,,-460200000.0,,285700000.0,,,5756800000.0,,,,,,321700000.0,,,0.77,,-188600000.0,2760000000.0,,,,1047600000.0,52700000.0,,,,14000000.0,0.0,,1250400000.0,,621900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,-9900000.0,,,,,139600000.0,,,,,5396100000.0,-78100000.0,14097500000.0,,,227700000.0,,6609200000.0,,8352000000.0,,,,,,,,-310200000.0,4569600000.0,474600000.0,,,20907400000.0,,319200000.0,,,,,6809900000.0,,,13748100000.0,,126400000.0,356300000.0,,768100000.0,,319200000.0,319200000.0,,,301300000.0,,0.9,,,,,,,,7159300000.0,,,10111800000.0,3901500000.0,,,,-70700000.0,,-477600000.0,,,668100000.0,1380300000.0,,,-57200000.0,,193500000.0,5609400000.0,-8800000.0,932400000.0,969100000.0,,,5500000.0,11753200000.0,1380300000.0,,,,2715300000.0,,,,,161800000.0,,,355100000.0,5841800000.0,481000000.0,-756400000.0,,,,,354700000.0,,1289900000.0,,,900000.0,,-428700000.0,2400000.0,2710300000.0,49500000.0,,,968100000.0,,1700000.0,,,,,,90400000.0,,555100000.0,,,5841800000.0,,,,,,227600000.0,,,0.9,,14100000.0,2685800000.0,,,,1042100000.0,49900000.0,,,,63500000.0,0.0,,1335000000.0,,702300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,-35800000.0,,,,,136700000.0,,,,,5903900000.0,-78000000.0,14431400000.0,,,230100000.0,,6902400000.0,,7959500000.0,,,,,,,,-280800000.0,4928400000.0,550200000.0,,,21026100000.0,,371400000.0,,,,,6594700000.0,,,13863400000.0,,344100000.0,356300000.0,,772800000.0,,371400000.0,371400000.0,,,308300000.0,,1.05,,,,,,,,7162700000.0,,,10166000000.0,4186200000.0,,,,-56500000.0,,-429100000.0,,,742200000.0,1648400000.0,,,345200000.0,,192000000.0,5292400000.0,-67600000.0,911500000.0,988100000.0,,,5700000.0,11767700000.0,1648400000.0,,,,2969000000.0,,,,,181000000.0,,,355200000.0,5639600000.0,552400000.0,-576600000.0,,,,,354800000.0,,1380300000.0,,,3500000.0,,-416700000.0,-10100000.0,2925800000.0,-275600000.0,,,955100000.0,,3100000.0,,,,,,268100000.0,,760800000.0,,,5639600000.0,,,,,,222700000.0,,,1.04,,190300000.0,2978100000.0,,,,982800000.0,50500000.0,,,,-198600000.0,0.0,,1320600000.0,,780300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,16203800000.0,109200000.0,,215600000.0,1552100000.0,252300000.0,140100000.0,,8323500000.0,,,5542100000.0,-78000000.0,14315500000.0,1272000000.0,658800000.0,240100000.0,,6863800000.0,1737600000.0,8323500000.0,-29600000.0,2000800000.0,355000000.0,290500000.0,1358800000.0,-265500000.0,1737600000.0,-222600000.0,5119100000.0,573900000.0,13865600000.0,,20618800000.0,3.83,394300000.0,11917300000.0,1358800000.0,586300000.0,2506000000.0,6303300000.0,,-579800000.0,13865600000.0,792400000.0,93300000.0,355800000.0,-623800000.0,718800000.0,356100000.0,394300000.0,394300000.0,,20618800000.0,290500000.0,561400000.0,1.11,5724600000.0,749500000.0,14315500000.0,-42700000.0,40400000.0,,,6753200000.0,6753200000.0,5542100000.0,10089700000.0,4339700000.0,1358800000.0,502300000.0,917700000.0,-129700000.0,3.82,-449600000.0,997900000.0,,779400000.0,1737600000.0,6863800000.0,,-215300000.0,502300000.0,205500000.0,5724600000.0,30100000.0,909200000.0,925700000.0,,10089700000.0,5300000.0,11917300000.0,1737600000.0,,355200000.0,2123600000.0,3009600000.0,,-520500000.0,3009600000.0,925700000.0,183400000.0,,,354700000.0,5553800000.0,577700000.0,0.0,2793200000.0,6303300000.0,2918500000.0,5553800000.0,355200000.0,22300000.0,1648400000.0,718800000.0,9306200000.0,1500000.0,,-428700000.0,55300000.0,2506000000.0,-13600000.0,-189500000.0,,749500000.0,,12700000.0,-3752400000.0,1750100000.0,,,-1122500000.0,89200000.0,,522000000.0,-1537300000.0,-1531900000.0,9306200000.0,5500000.0,-17200000.0,2017600000.0,-98000000.0,,225900000.0,-3752400000.0,,1.11,909200000.0,-45400000.0,1552100000.0,970900000.0,,,970900000.0,62500000.0,,-437200000.0,,-579800000.0,627300000.0,,1272000000.0,,814000000.0,627300000.0,29100000.0,,-12500000.0,-1883000000.0,,,,18997000000.0,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,-47200000.0,,,,,133000000.0,,,,,5061600000.0,-432400000.0,14275500000.0,,,221100000.0,,7164000000.0,,8533600000.0,,,,,,,,-322700000.0,4832700000.0,561100000.0,,,20326800000.0,,378400000.0,,,,,6051300000.0,,,13595200000.0,,80500000.0,356100000.0,,729300000.0,,378400000.0,378400000.0,,,340800000.0,,1.07,,,,,,,,6731600000.0,,,10277100000.0,4079700000.0,,,,-13700000.0,,-332200000.0,,,753000000.0,1564700000.0,,,313500000.0,,191900000.0,6000000000.0,10000000.0,922200000.0,865700000.0,,,5100000.0,11838000000.0,1564700000.0,,,,2791900000.0,,,,,183300000.0,,,355100000.0,5274700000.0,561700000.0,-20200000.0,,,,,354700000.0,,1737600000.0,,,4500000.0,,-395700000.0,-239900000.0,2174600000.0,-465900000.0,,,776600000.0,,6300000.0,,,,,,-172900000.0,,476200000.0,,,5274700000.0,,,,,,276900000.0,,,1.06,,-78800000.0,2887000000.0,,,,882100000.0,56200000.0,,,,-917300000.0,0.0,,1227200000.0,,782200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,2200000.0,,,,,132100000.0,,,,,5699300000.0,-78100000.0,15153200000.0,,,227300000.0,,7533100000.0,,8497400000.0,,,,,,,,-388300000.0,5079900000.0,648200000.0,,,21415300000.0,,447200000.0,,,,,6262100000.0,,,14196700000.0,,273900000.0,356300000.0,,710200000.0,,447200000.0,447200000.0,,,363400000.0,,1.26,,,,,,,,7218600000.0,,,10541200000.0,4236700000.0,,,,-115000000.0,,-582500000.0,,,843200000.0,1963100000.0,,,167800000.0,,195000000.0,5914200000.0,-8500000.0,911600000.0,888200000.0,,,5300000.0,12299400000.0,1963100000.0,,,,3360400000.0,,,,,205000000.0,,,355300000.0,5455900000.0,652200000.0,-889300000.0,,,,,354900000.0,,1564700000.0,,,1300000.0,,-437000000.0,245200000.0,2656400000.0,-70300000.0,,,806200000.0,,6400000.0,,,,,,398400000.0,,710900000.0,,,5455900000.0,,,,,,239700000.0,,,1.26,,86300000.0,3042900000.0,,,,961400000.0,59300000.0,,,,-809600000.0,0.0,,1397300000.0,,875500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,30200000.0,,,,,131000000.0,,,,,5389800000.0,-85200000.0,15199400000.0,,,230900000.0,,7879000000.0,,8786200000.0,,,,,,,,-284000000.0,4847200000.0,623200000.0,,,21519800000.0,,431200000.0,,,,,6320400000.0,,,14176000000.0,,216100000.0,355900000.0,,723600000.0,,431200000.0,431200000.0,,,355600000.0,,1.21,,,,,,,,7343800000.0,,,10425800000.0,4033000000.0,,,,-116300000.0,,-487000000.0,,,814200000.0,2126100000.0,,,-195300000.0,,191000000.0,6143700000.0,-26600000.0,912600000.0,893100000.0,,,6200000.0,12357900000.0,2126100000.0,,,,3524900000.0,,,,,193300000.0,,,355000000.0,5490300000.0,624500000.0,-359300000.0,,,,,355000000.0,,1963100000.0,,,4900000.0,,-448000000.0,19600000.0,2536400000.0,49200000.0,,,830100000.0,,3500000.0,,,,,,163000000.0,,664100000.0,,,5490300000.0,,,,,,262300000.0,,,1.21,,-27100000.0,2853400000.0,,,,1006300000.0,57600000.0,,,,-958200000.0,0.0,,1398800000.0,,854100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
