,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualRetainedEarnings,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyBasicEPS,trailingNetIncome,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualTotalAssets,quarterlyCurrentLiabilities,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualEndCashPosition,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,annualCostOfRevenue,annualCurrentDebt,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingEndCashPosition,annualAccountsPayable,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyChangeInInventory,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualCurrentLiabilities,annualBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetPPE,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOperatingCashFlow,quarterlyDilutedAverageShares,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualDilutedEPS,annualOtherIncomeExpense,quarterlyOtherIntangibleAssets,trailingChangeInCashSupplementalAsReported,annualTotalNonCurrentAssets,annualDilutedAverageShares,quarterlyCurrentDebt,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyGrossPPE,trailingStockBasedCompensation,annualChangeInInventory,annualCapitalExpenditure,quarterlyBasicAverageShares,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualBasicAverageShares,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingCashDividendsPaid,annualTotalRevenue,annualCapitalStock,trailingOperatingExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInventory,quarterlyEbitda,trailingInterestExpense,quarterlyPurchaseOfInvestment,annualSaleOfInvestment,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualPurchaseOfInvestment,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments
1180569600,689000000.0,,-441000000.0,5916000000.0,,11970000000.0,11970000000.0,,,,,6629000000.0,-1030000000.0,24000000000.0,5428000000.0,,11344000000.0,3497000000.0,-68000000.0,4106000000.0,-110000000.0,850000000.0,536000000.0,1569000000.0,3215000000.0,610000000.0,,343000000.0,4686000000.0,639000000.0,24000000000.0,-1410000000.0,,2016000000.0,2007000000.0,17371000000.0,681000000.0,,2016000000.0,,464000000.0,,12656000000.0,209000000.0,0.0,11344000000.0,229000000.0,,,7969000000.0,24000000.0,2773000000.0,1199000000.0,1742000000.0,1569000000.0,610000000.0,610000000.0,2007000000.0,6629000000.0,,,897000000.0,-3000000.0,8139000000.0,338000000.0,,0.0,1238000000.0,5428000000.0,6.57,,2773000000.0,1182000000.0,-1056000000.0,1569000000.0,12636000000.0,-27000000.0,115000000.0,3563000000.0,,66000000.0,5916000000.0,2016000000.0,-906000000.0,1770000000.0,31000000.0,332000000.0,,850000000.0,-368000000.0,993000000.0,,-51000000.0,,1569000000.0,-319000000.0,,12656000000.0,0.0,1937000000.0,-14454000000.0,-623000000.0,1569000000.0,1569000000.0,,536000000.0,,-30000000.0,6.48,-8000000.0,1238000000.0,,17371000000.0,311111111.0,639000000.0,27090000000.0,,99000000.0,16083000000.0,,,-604000000.0,-170000000.0,2016000000.0,22000000.0,5000000.0,249000000.0,343000000.0,-1310000000.0,-1030000000.0,2016000000.0,27090000000.0,,,-2882000000.0,,31938000000.0,897000000.0,,193000000.0,9151000000.0,-770000000.0,,-4124000000.0,1459000000.0,306849315.0,-323000000.0,0.0,-201000000.0,,136000000.0,,131000000.0,,35214000000.0,31000000.0,,383000000.0,12636000000.0,,30528000000.0,40000000.0,,,3497000000.0,-14454000000.0,37000000.0,338000000.0,294000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188518400,-734000000.0,,,5990000000.0,,12433000000.0,,,,1.6,,6228000000.0,,,4695000000.0,,,3502000000.0,,4076000000.0,,954000000.0,,,,494000000.0,,,,,23906000000.0,,,,,17678000000.0,,,,,473000000.0,,,,0.0,10685000000.0,-166000000.0,,,8013000000.0,9000000.0,,,,,494000000.0,494000000.0,2007000000.0,,,,918000000.0,-2000000.0,8385000000.0,342000000.0,,,,,,,2543000000.0,1186000000.0,-771000000.0,1112000000.0,,-31000000.0,,,312658228.0,,,,,1569000000.0,31000000.0,,,,,787000000.0,1.58,0.0,,,,,13221000000.0,,,-14757000000.0,-507000000.0,1112000000.0,1112000000.0,,533000000.0,,-35000000.0,,,1233000000.0,,,,134000000.0,,,25000000.0,,,,-489000000.0,-372000000.0,,40000000.0,32000000.0,-258000000.0,336000000.0,,-1000000000.0,2018000000.0,27700000000.0,,,,308750000.0,,,,,9199000000.0,-1537000000.0,,,803000000.0,,,0.0,-457000000.0,,,,62000000.0,,,,,293000000.0,12943000000.0,,,,,,,,,,101000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196380800,499000000.0,,,5677000000.0,,12882000000.0,,,,1.55,,6351000000.0,,,4910000000.0,,,3515000000.0,,4121000000.0,,167000000.0,,,,479000000.0,,,,,24347000000.0,,,,,17996000000.0,,,,,482000000.0,,,,0.0,10587000000.0,-148000000.0,,,8229000000.0,3000000.0,,,,,479000000.0,479000000.0,2007000000.0,,,,928000000.0,0.0,8668000000.0,392000000.0,,,,,,,2483000000.0,1222000000.0,-731000000.0,830000000.0,,-31000000.0,,,311038961.0,,,,,1112000000.0,31000000.0,,,,,768000000.0,1.54,-747000000.0,,,,,13760000000.0,,,-15156000000.0,-8000000.0,830000000.0,830000000.0,,531000000.0,,-344000000.0,,,1256000000.0,,,,127000000.0,,,15000000.0,,,,-26000000.0,-439000000.0,,10000000.0,-2000000.0,-511000000.0,330000000.0,,-945000000.0,2300000000.0,28381000000.0,,,,309032258.0,,,,,9451000000.0,24000000.0,,,475000000.0,,,0.0,-282000000.0,,,,27000000.0,,,,,289000000.0,13225000000.0,,,,,,,,,,43000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204243200,270000000.0,,,5792000000.0,,13244000000.0,,,,1.27,,6431000000.0,,,4612000000.0,,,3519000000.0,,4208000000.0,,182000000.0,,,,393000000.0,,,,,24596000000.0,,,,,18165000000.0,,,,,492000000.0,,,,0.0,10404000000.0,-159000000.0,,,8207000000.0,11000000.0,,,,,393000000.0,393000000.0,2006000000.0,,,,1022000000.0,-3000000.0,8796000000.0,384000000.0,,,,,,,2430000000.0,1230000000.0,-625000000.0,1011000000.0,,-31000000.0,,,311904762.0,,,,,830000000.0,31000000.0,,,,,628000000.0,1.26,-643000000.0,,,0.0,,14192000000.0,,,-15492000000.0,-108000000.0,1011000000.0,1011000000.0,,551000000.0,,46000000.0,,,1332000000.0,,,,18000000.0,,,10000000.0,,,,-107000000.0,-589000000.0,,21000000.0,121000000.0,-179000000.0,323000000.0,,-928000000.0,2164000000.0,28806000000.0,,,,309448819.0,,,,,9437000000.0,-643000000.0,,,913000000.0,,,0.0,181000000.0,,,,86000000.0,,,,,235000000.0,13314000000.0,,,,,,,,,,-97000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212192000,502000000.0,,-828000000.0,5739000000.0,,13002000000.0,13002000000.0,,,,,7244000000.0,-425000000.0,25633000000.0,5368000000.0,,11107000000.0,3165000000.0,54000000.0,1797000000.0,-124000000.0,190000000.0,0.0,1539000000.0,2016000000.0,-241000000.0,,315000000.0,8670000000.0,502000000.0,25633000000.0,7839000000.0,,1125000000.0,1506000000.0,18389000000.0,537000000.0,,2195000000.0,,499000000.0,,14526000000.0,134000000.0,0.0,11107000000.0,663000000.0,,,4834000000.0,-1000000.0,2671000000.0,891000000.0,1946000000.0,1539000000.0,-241000000.0,-241000000.0,1506000000.0,7244000000.0,,,1264000000.0,-882000000.0,-4405000000.0,435000000.0,,0.0,919000000.0,5368000000.0,3.64,,2671000000.0,5032000000.0,-770000000.0,1539000000.0,13478000000.0,-31000000.0,108000000.0,3484000000.0,,190000000.0,5739000000.0,1125000000.0,-639000000.0,1011000000.0,31000000.0,4060000000.0,,190000000.0,-30000000.0,-167000000.0,,2210000000.0,,1539000000.0,-4000000.0,,14526000000.0,0.0,1569000000.0,-15827000000.0,-16000000.0,1539000000.0,1539000000.0,,0.0,,,3.6,-887000000.0,919000000.0,,18389000000.0,312000000.0,502000000.0,29305000000.0,,48000000.0,14202000000.0,,,5000000.0,9239000000.0,1125000000.0,37000000.0,-27000000.0,120000000.0,315000000.0,-4000000.0,-425000000.0,2195000000.0,29305000000.0,,,-2947000000.0,,21444000000.0,1264000000.0,,-617000000.0,9866000000.0,-791000000.0,,-2897000000.0,1293000000.0,309000000.0,,0.0,528000000.0,,98000000.0,,-41000000.0,,37953000000.0,31000000.0,,74000000.0,13478000000.0,,29283000000.0,0.0,,101000000.0,3165000000.0,-15827000000.0,124000000.0,435000000.0,4013000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220140800,62000000.0,,,5484000000.0,,13274000000.0,,,,1.23,,7174000000.0,,,5519000000.0,,,3160000000.0,,4202000000.0,,4477000000.0,,,,384000000.0,,,,,26143000000.0,,,,,18969000000.0,,,,,492000000.0,,,,5436000000.0,11003000000.0,-306000000.0,,,7244000000.0,5000000.0,,,,,384000000.0,384000000.0,1007000000.0,,,,1484000000.0,-3000000.0,8723000000.0,412000000.0,,,,,,,2468000000.0,2726000000.0,-621000000.0,1573000000.0,,-34000000.0,,,313000000.0,,,,,1539000000.0,31000000.0,,,,,618000000.0,1.23,15000000.0,,,,,15140000000.0,,,-15177000000.0,-1000000.0,1573000000.0,1573000000.0,,5601000000.0,,,,,966000000.0,,,,1001000000.0,,,,,,,-30000000.0,1247000000.0,,5000000.0,35000000.0,-281000000.0,309000000.0,,-115000000.0,2050000000.0,13533000000.0,,,,313000000.0,,,,,9970000000.0,-636000000.0,,,698000000.0,,,4518000000.0,34000000.0,,,,103000000.0,,,,,234000000.0,13533000000.0,,,,33000000.0,,,,,,1739000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228003200,6000000.0,,,5380000000.0,,13733000000.0,,,,1.59,,6834000000.0,,,5523000000.0,,,3121000000.0,,5296000000.0,,173000000.0,,,,493000000.0,,,,,26384000000.0,,,,,19550000000.0,,,,,491000000.0,,,,1748000000.0,10903000000.0,-12000000.0,,,7911000000.0,1000000.0,,,,,493000000.0,493000000.0,918000000.0,,,,1511000000.0,-1340000000.0,5787000000.0,405000000.0,,,,,,,1636000000.0,1627000000.0,-736000000.0,1542000000.0,,-34000000.0,,,312000000.0,,,,,1573000000.0,31000000.0,,,,,774000000.0,1.58,15000000.0,,,,,15481000000.0,,,-15397000000.0,0.0,1542000000.0,1542000000.0,,0.0,,,,,1071000000.0,,,,1089000000.0,,,,,,,-30000000.0,2124000000.0,,3000000.0,40000000.0,-337000000.0,302000000.0,,-258000000.0,1878000000.0,29007000000.0,,,,311000000.0,,,,,9538000000.0,-751000000.0,,,757000000.0,,,0.0,-31000000.0,,,,23000000.0,,,,,281000000.0,13610000000.0,,,,23000000.0,,,,,,2615000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235779200,166000000.0,,,6562000000.0,,13795000000.0,,,,0.311605,,7373000000.0,,,4893000000.0,,,3113000000.0,,3414000000.0,,4644000000.0,,,,97000000.0,,,,,27006000000.0,,,,,19633000000.0,,,,,496000000.0,,,,6014000000.0,11455000000.0,-476000000.0,,,6601000000.0,-7000000.0,,,,,97000000.0,97000000.0,1918000000.0,,,,1522000000.0,-4000000.0,5201000000.0,370000000.0,,,,,,,1607000000.0,1536000000.0,-595000000.0,2673000000.0,,-35000000.0,,,312000000.0,,,,,1542000000.0,31000000.0,,,,,159000000.0,0.31,0.0,,,,,15551000000.0,,,-15737000000.0,0.0,2673000000.0,2673000000.0,,4700000000.0,,,,,1198000000.0,,,,1089000000.0,,,,,,,960000000.0,1400000000.0,,2000000.0,-4000000.0,109000000.0,296000000.0,,-272000000.0,1392000000.0,29356000000.0,,,,311000000.0,,,,,8137000000.0,-600000000.0,,,766000000.0,,,3804000000.0,1131000000.0,,,,22000000.0,,,,,62000000.0,13619000000.0,,,,22000000.0,,,,,,1896000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243728000,60000000.0,,-1002000000.0,6094000000.0,,12919000000.0,12919000000.0,,,,,7116000000.0,-1373000000.0,24244000000.0,4524000000.0,,10618000000.0,2229000000.0,79000000.0,4871000000.0,-137000000.0,164000000.0,0.0,2292000000.0,677000000.0,-876000000.0,,289000000.0,5709000000.0,653000000.0,24244000000.0,7083000000.0,,98000000.0,1930000000.0,17128000000.0,294000000.0,,1372000000.0,,496000000.0,,13626000000.0,1202000000.0,311000000.0,10618000000.0,166000000.0,,,6920000000.0,3000000.0,1638000000.0,579000000.0,1975000000.0,2292000000.0,-876000000.0,-876000000.0,1930000000.0,7116000000.0,,,1071000000.0,-2406000000.0,5367000000.0,367000000.0,,311000000.0,1171000000.0,4524000000.0,0.31,,1638000000.0,932000000.0,-431000000.0,2292000000.0,13417000000.0,-34000000.0,41000000.0,2753000000.0,,-628000000.0,6094000000.0,98000000.0,-501000000.0,2673000000.0,31000000.0,2737000000.0,,164000000.0,753000000.0,-874000000.0,,41000000.0,,2292000000.0,,,13626000000.0,0.0,1539000000.0,-15843000000.0,-500000000.0,2292000000.0,2292000000.0,,0.0,,,0.31,-6347000000.0,1171000000.0,,17128000000.0,312000000.0,653000000.0,29260000000.0,,,20730000000.0,,,-500000000.0,1553000000.0,98000000.0,31000000.0,228000000.0,-493000000.0,289000000.0,-3000000.0,-1373000000.0,1372000000.0,29260000000.0,,,-2459000000.0,,22705000000.0,1071000000.0,,400000000.0,7852000000.0,-472000000.0,,-2383000000.0,532000000.0,311000000.0,,0.0,-381000000.0,,85000000.0,,21000000.0,,35497000000.0,31000000.0,,2000000.0,13417000000.0,,29788000000.0,-3000000.0,21000000.0,99000000.0,2229000000.0,-15843000000.0,299000000.0,367000000.0,-4272000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251676800,18000000.0,,,6185000000.0,,13031000000.0,,,,0.58,,6388000000.0,,,3886000000.0,,,2233000000.0,,5009000000.0,,154000000.0,,,,181000000.0,,,,,23857000000.0,,,,,17469000000.0,,,,,495000000.0,,,,1698000000.0,10071000000.0,,,,6942000000.0,-15000000.0,,,,,181000000.0,181000000.0,1918000000.0,,,,1132000000.0,-1126000000.0,5504000000.0,372000000.0,,,,,,,1533000000.0,1067000000.0,-854000000.0,1789000000.0,,-34000000.0,,,312000000.0,,,,,2292000000.0,31000000.0,,,,,294000000.0,0.58,0.0,,,,,13786000000.0,,,-15946000000.0,-508000000.0,1789000000.0,1789000000.0,,0.0,,,,,,,,,158000000.0,,,,,,,-550000000.0,1438000000.0,,7000000.0,52000000.0,100000000.0,283000000.0,,-1363000000.0,1311000000.0,29484000000.0,,,,312000000.0,,,,,8009000000.0,-880000000.0,,,898000000.0,,,0.0,-503000000.0,,,,35000000.0,,,,,113000000.0,13538000000.0,,,,35000000.0,,,,,,1933000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259539200,-210000000.0,,,6307000000.0,,13342000000.0,,,,1.098726,,6434000000.0,,,4119000000.0,,,2237000000.0,,3424000000.0,,4389000000.0,,,,345000000.0,,,,,24594000000.0,,,,,18160000000.0,,,,,487000000.0,,,,4223000000.0,10426000000.0,,,,6880000000.0,4000000.0,,,,,345000000.0,345000000.0,1918000000.0,,,,1228000000.0,-9000000.0,5123000000.0,391000000.0,,,,,,,1634000000.0,1716000000.0,-662000000.0,1465000000.0,,-35000000.0,,,314000000.0,,,,,1789000000.0,31000000.0,,,,,547000000.0,1.098726,0.0,,,,,14168000000.0,,,-16297000000.0,-117000000.0,1465000000.0,1465000000.0,,4969000000.0,,,,,,,,,40000000.0,,,,,,,-131000000.0,1757000000.0,,17000000.0,-2000000.0,-427000000.0,276000000.0,,-1334000000.0,1417000000.0,30234000000.0,,,,314000000.0,,,,,8596000000.0,-669000000.0,,,459000000.0,,,4079000000.0,-324000000.0,,,,23000000.0,,,,,202000000.0,13937000000.0,,,,23000000.0,,,,,,2244000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267315200,119000000.0,,,6124000000.0,,13546000000.0,,,,0.763578,,6683000000.0,,,4372000000.0,,,2229000000.0,,3549000000.0,,150000000.0,,,,239000000.0,,,,,24876000000.0,,,,,18193000000.0,,,,,488000000.0,,,,1128000000.0,10496000000.0,-16000000.0,,,6860000000.0,16000000.0,,,,,239000000.0,239000000.0,1668000000.0,,,,1384000000.0,-51000000.0,5258000000.0,380000000.0,,,,,,,2600000000.0,1841000000.0,-434000000.0,1549000000.0,,-34000000.0,,,315000000.0,,,,,1465000000.0,31000000.0,,,,,381000000.0,0.76,0.0,,,,,14380000000.0,,,-16672000000.0,-7000000.0,1549000000.0,1549000000.0,,0.0,,,,,,,,,283000000.0,,,19000000.0,,,,-25000000.0,1602000000.0,,12000000.0,133000000.0,-363000000.0,274000000.0,,-1362000000.0,1489000000.0,30675000000.0,,,,312000000.0,,,,,8701000000.0,-432000000.0,,,551000000.0,,,0.0,84000000.0,,,,187000000.0,,,,,142000000.0,14003000000.0,,,,22000000.0,,,,,,888000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275264000,395000000.0,,-578000000.0,6446000000.0,,13966000000.0,13966000000.0,,,,,7284000000.0,-2440000000.0,24902000000.0,4645000000.0,,11091000000.0,2200000000.0,0.0,5571000000.0,-138000000.0,151000000.0,0.0,1952000000.0,1894000000.0,419000000.0,,267000000.0,7190000000.0,262000000.0,24902000000.0,6734000000.0,,1184000000.0,1668000000.0,17618000000.0,322000000.0,,1522000000.0,,488000000.0,,13811000000.0,574000000.0,1033000000.0,11091000000.0,422000000.0,,,8042000000.0,12000000.0,2861000000.0,710000000.0,1958000000.0,1952000000.0,419000000.0,419000000.0,1668000000.0,7284000000.0,,,891000000.0,-1292000000.0,6059000000.0,389000000.0,,1033000000.0,,4645000000.0,3.770701,,1715000000.0,1386000000.0,-831000000.0,1952000000.0,14385000000.0,-35000000.0,94000000.0,3138000000.0,,710000000.0,6446000000.0,1184000000.0,-653000000.0,1549000000.0,31000000.0,3923000000.0,,151000000.0,-340000000.0,672000000.0,,0.0,,1952000000.0,,,13811000000.0,0.0,2292000000.0,-16917000000.0,-21000000.0,1952000000.0,1952000000.0,,0.0,,,3.76,-51000000.0,,,17618000000.0,314000000.0,262000000.0,31302000000.0,,,14027000000.0,,,14000000.0,1983000000.0,1184000000.0,58000000.0,148000000.0,112000000.0,267000000.0,,-2440000000.0,1522000000.0,31302000000.0,,,-2816000000.0,,20810000000.0,891000000.0,,-692000000.0,9428000000.0,-835000000.0,,-2781000000.0,1230000000.0,312000000.0,,0.0,403000000.0,,71000000.0,,21000000.0,,34734000000.0,31000000.0,,253000000.0,14385000000.0,,27544000000.0,99000000.0,21000000.0,101000000.0,2200000000.0,-16917000000.0,331000000.0,389000000.0,-2397000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283212800,-216000000.0,,,6466000000.0,,14270000000.0,,,,1.206349,,7036000000.0,,,4541000000.0,,,2211000000.0,,3803000000.0,,152000000.0,,,,380000000.0,,,,,25212000000.0,,,,,18176000000.0,,,,,479000000.0,,,,1286000000.0,11007000000.0,-160000000.0,,,7327000000.0,9000000.0,,,,,380000000.0,380000000.0,1668000000.0,,,,902000000.0,-7000000.0,5497000000.0,377000000.0,,,,,,4135000000.0,2867000000.0,2130000000.0,-1009000000.0,1709000000.0,,-38000000.0,,,315000000.0,,,,,1952000000.0,31000000.0,,,,,603000000.0,1.2,3000000.0,,,,,14205000000.0,,,-17094000000.0,-12000000.0,1709000000.0,1709000000.0,,0.0,,,,,,,,,251000000.0,,,18000000.0,,,,-41000000.0,1830000000.0,,8000000.0,33000000.0,-161000000.0,263000000.0,,-2386000000.0,1423000000.0,31773000000.0,,,,315000000.0,,,,,9457000000.0,-1012000000.0,,,796000000.0,,,0.0,-243000000.0,,,,98000000.0,,,,,223000000.0,14679000000.0,,,,34000000.0,,,,,,1100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291075200,168000000.0,,,6669000000.0,,14515000000.0,,,,0.89,,7398000000.0,,,4863000000.0,,,2224000000.0,,3779000000.0,,156000000.0,,,,283000000.0,,,,,26093000000.0,,,,,18695000000.0,,,,,502000000.0,,,,1205000000.0,11532000000.0,413000000.0,,,7459000000.0,20000000.0,,,,,283000000.0,283000000.0,1667000000.0,,,,976000000.0,-76000000.0,5667000000.0,400000000.0,,,,,,,3051000000.0,2173000000.0,-1043000000.0,1877000000.0,,-38000000.0,,,316000000.0,,,,,1709000000.0,31000000.0,,,,,437000000.0,0.89,0.0,,,,,14561000000.0,,,-17454000000.0,0.0,1877000000.0,1877000000.0,,0.0,,,,,,,,,251000000.0,,,23000000.0,,,,-18000000.0,1792000000.0,,17000000.0,107000000.0,266000000.0,257000000.0,,-2316000000.0,1561000000.0,32720000000.0,,,,316000000.0,,,,,9632000000.0,-1047000000.0,,,1215000000.0,,,0.0,168000000.0,,,,164000000.0,,,,,154000000.0,15266000000.0,,,,22000000.0,,,,,,962000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298851200,-198000000.0,,,6748000000.0,,14709000000.0,,,,0.73,,7238000000.0,,,4574000000.0,,,2321000000.0,,5895000000.0,,158000000.0,,,,231000000.0,,,,,26202000000.0,,,,,18964000000.0,,,,,493000000.0,,,,1315000000.0,11322000000.0,-313000000.0,,,8134000000.0,7000000.0,,,,,231000000.0,231000000.0,1667000000.0,,,,1328000000.0,-1362000000.0,6388000000.0,413000000.0,,,,,,,1823000000.0,1529000000.0,-732000000.0,1359000000.0,,-37000000.0,,,316000000.0,,,,,1877000000.0,31000000.0,,,,,360000000.0,0.73,-88000000.0,,,,,14880000000.0,,,-17750000000.0,-250000000.0,1359000000.0,1359000000.0,,0.0,,,,,,,,,18000000.0,,,24000000.0,,,,-241000000.0,1746000000.0,,39000000.0,336000000.0,-678000000.0,252000000.0,,-2256000000.0,1590000000.0,33078000000.0,,,,314000000.0,,,,,9663000000.0,-644000000.0,,,446000000.0,,,0.0,-518000000.0,,,,22000000.0,,,,,129000000.0,15328000000.0,,,,22000000.0,,,,,,877000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
