date,trailingStockBasedCompensation,annualChangeInInventory,annualCurrentLiabilities,annualStockBasedCompensation,annualInventory,trailingDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,trailingOperatingCashFlow,annualCapitalStock,trailingOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualOperatingCashFlow,annualNetPPE,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualGoodwill,annualNetOtherInvestingChanges,trailingPretaxIncome,annualOtherCurrentLiabilities,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualCapitalExpenditure,annualOtherIncomeExpense,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherIntangibleAssets,trailingGrossProfit,quarterlyDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualInvestingCashFlow,quarterlyBeginningCashPosition,annualEndCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedEPS,trailingCapitalExpenditure,annualBasicAverageShares,quarterlyAccountsPayable,trailingRepaymentOfDebt,trailingTotalRevenue,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,annualCashAndCashEquivalents,annualTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualBasicEPS,trailingNetOtherFinancingCharges,annualCurrentDeferredRevenue,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,annualTotalRevenue,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,trailingRepurchaseOfCapitalStock,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingFreeCashFlow,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingExpense,quarterlyCurrentAssets,annualOtherNonCurrentAssets,annualResearchAndDevelopment,annualCommonStockIssuance,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingCostOfRevenue,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyCostOfRevenue,trailingNetIncome,quarterlyBasicEPS,annualTotalAssets,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,annualCashDividendsPaid,annualDilutedAverageShares,annualDilutedEPS,annualAccountsReceivable,quarterlyChangeInInventory,annualBeginningCashPosition,annualNetIncome,annualTotalNonCurrentAssets,quarterlyNetIncome,trailingCommonStockIssuance,annualFreeCashFlow,annualSellingGeneralAndAdministration,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,trailingBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,trailingInterestExpense,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedAverageShares,annualChangeInAccountPayable
,,,,,,,,-357000000.0,,766000000.0,,,,,-113000000.0,-12433000000.0,,243000000.0,1209000000.0,,,4000000.0,,,,,559000000.0,613000000.0,,544000000.0,-262000000.0,,,,,712000000.0,,285702000.0,24000000.0,,346000000.0,822000000.0,,,,26000000.0,11578000000.0,146000000.0,-41000000.0,,16548000000.0,,,,,,,,,,,,19811000000.0,355000000.0,,,,,,,612000000.0,,281000000.0,,,,221000000.0,,4000000.0,567000000.0,567000000.0,1.39,,,870000000.0,,,,-4174000000.0,865000000,,14000000.0,,567000000.0,287727000.0,-613000000.0,,,,2665000000,,,,,,,14264000000.0,,,,,,399000000,,,1197000000.0,2458000000.0,24011000000.0,,,,,-214000000.0,,3263000000.0,,,,40000000.0,,,,-51000000.0,,,,,,584000000,-27000000.0,,-5000000.0,,,12559000000.0,3149000000.0,6000000.0,,,1741000000.0,1468000000.0,,1.4,,,5140000000.0,,9190000000.0,,,,,-1000000.0,,,,399000000,,,,308000000.0,409000000,,11806000000.0,2604000000.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-376000000.0,,617000000.0,,,,,-13000000.0,-12560000000.0,,-362000000.0,1231000000.0,,,11000000.0,,,,,538000000.0,697000000.0,,454000000.0,-20000000.0,,,,,788000000.0,,285858000.0,22000000.0,,60000000.0,950000000.0,,,,49000000.0,11635000000.0,120000000.0,17000000.0,,16624000000.0,,,,,,,,,,,,19886000000.0,412000000.0,,,,,,,595000000.0,,284000000.0,,,,567000000.0,,4000000.0,627000000.0,627000000.0,1.18,,,867000000.0,,,,-4211000000.0,770000000,,14000000.0,,627000000.0,288195000.0,-363000000.0,,,,2716000000,,,,,,,14248000000.0,,,,,,339000000,,,1183000000.0,2434000000.0,24195000000.0,,,,,-214000000.0,,3262000000.0,,,,109000000.0,,,,-50000000.0,,,,,,486000000,71000000.0,,-34000000.0,,,12686000000.0,3163000000.0,33000000.0,,,1699000000.0,1533000000.0,,1.19,,,5245000000.0,,9225000000.0,,,,,19000000.0,,,,339000000,,,,291000000.0,344000000,,11814000000.0,2578000000.0,-2000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,-13000000.0,2478000000.0,39000000.0,550000000.0,,-643000000.0,-409000000.0,1122000000.0,598000000.0,38000000.0,,,,67000000.0,-12444000000.0,731000000.0,-411000000.0,1275000000.0,,,13000000.0,-363000000.0,,4000000.0,,550000000.0,580000000.0,4674000000.0,561000000.0,-18000000.0,2773000000.0,11477000000.0,,524000000.0,726000000.0,583000000.0,285720000.0,23000000.0,,-103000000.0,974000000.0,,3337000000.0,,30000000.0,11477000000.0,152000000.0,11000000.0,377000000.0,16452000000.0,23921000000.0,,3117000000.0,58000000.0,,974000000.0,190000000.0,,-770000000.0,2048000000.0,,19332000000.0,317000000.0,2485000000.0,,-1465000000.0,23000000.0,,906000000.0,583000000.0,,285000000.0,,,-1770000000.0,627000000.0,524000000.0,4000000.0,524000000.0,524000000.0,1.41,,285677000.0,906000000.0,,,2215000000.0,-4600000000.0,871000000,-55000000.0,3000000.0,563000000.0,524000000.0,287956000.0,-410000000.0,524000000.0,551000000.0,,2644000000,,,5.25,,,598000000.0,13891000000.0,731000000.0,1538000000.0,10534000000.0,,5860000000.0,406000000,,,1166000000.0,2478000000.0,23921000000.0,,,,-4600000000.0,-214000000.0,2459000000.0,2880000000.0,1275000000.0,92000000.0,139000000.0,-13000000.0,13891000000.0,-12444000000.0,11413000000.0,-95000000.0,-5000000.0,-33000000.0,,,,586000000,73000000.0,46000000.0,-38000000.0,2880000000.0,-228000000.0,12879000000.0,3117000000.0,17000000.0,563000000.0,12879000000.0,1641000000.0,1478000000.0,,1.42,19332000000.0,,5021000000.0,1500000000.0,8917000000.0,-856000000.0,287757000.0,5.21,1641000000.0,-24000000.0,147000000.0,1500000000.0,16452000000.0,406000000,,1308000000.0,1145000000.0,272000000.0,419000000,5021000000.0,11413000000.0,2485000000.0,-199000000.0,72000000.0,57000000.0,57000000.0,8917000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-327000000.0,,421000000.0,,,,,-13000000.0,-12842000000.0,,-396000000.0,1244000000.0,,,-12000000.0,,,,,561000000.0,589000000.0,,541000000.0,-1000000.0,,,,,710000000.0,,285509000.0,23000000.0,,-5000000.0,968000000.0,,,,26000000.0,11692000000.0,149000000.0,-49000000.0,,16651000000.0,,,,,,,,,,,,19665000000.0,383000000.0,,,,,,,574000000.0,,287000000.0,,,,524000000.0,,4000000.0,519000000.0,519000000.0,1.35,,,860000000.0,,,,-4285000000.0,881000000,,12000000.0,,519000000.0,287384000.0,-324000000.0,,,,2728000000,,,,,,,13700000000.0,,,,,,389000000,,,1183000000.0,2249000000.0,24534000000.0,,,,,-225000000.0,,3014000000.0,,,,91000000.0,,,,-11000000.0,,,,,,594000000,-106000000.0,,22000000.0,,,13041000000.0,3141000000.0,4000000.0,,,1730000000.0,1545000000.0,,1.36,,,5529000000.0,,8947000000.0,,,,,-2000000.0,,,,389000000,,,,279000000.0,404000000,,11451000000.0,2494000000.0,-156000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-325000000.0,,1190000000.0,,,,,-71000000.0,-13204000000.0,,-384000000.0,1290000000.0,,,-9000000.0,,,,,568000000.0,623000000.0,,566000000.0,-1000000.0,,,,,701000000.0,,286090000.0,23000000.0,,16000000.0,953000000.0,,,,44000000.0,11806000000.0,157000000.0,-46000000.0,,16846000000.0,,,,,,,,,,,,19965000000.0,376000000.0,,,,,,,568000000.0,,292000000.0,,,,519000000.0,,4000000.0,535000000.0,535000000.0,1.41,,,900000000.0,,,,-4244000000.0,905000000,,16000000.0,,535000000.0,288535000.0,-313000000.0,,,,2834000000,,,,,,,13705000000.0,,,,,,406000000,,,1236000000.0,3043000000.0,25010000000.0,,,,,-225000000.0,,3119000000.0,,,,5000000.0,,,,0.0,,,,,,613000000,-58000000.0,,26000000.0,,,13223000000.0,3182000000.0,13000000.0,,,1791000000.0,1598000000.0,,1.42,,,5807000000.0,,8177000000.0,,,,,-3000000.0,,,,406000000,,,,308000000.0,420000000,,10662000000.0,2475000000.0,-2000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-320000000.0,,994000000.0,,,,,-1000000.0,-13642000000.0,,-403000000.0,1343000000.0,,,-19000000.0,,,,,587000000.0,625000000.0,,585000000.0,-16000000.0,,,,,794000000.0,,286467000.0,23000000.0,,72000000.0,981000000.0,,,,20000000.0,11992000000.0,162000000.0,12000000.0,,17132000000.0,,,,,,,,,,,,20375000000.0,474000000.0,,,,,,,563000000.0,,298000000.0,,,,535000000.0,,4000000.0,607000000.0,607000000.0,1.45,,,947000000.0,,,,-4025000000.0,943000000,,16000000.0,,607000000.0,289216000.0,-331000000.0,,,,2922000000,,,,,,,13644000000.0,,,,,,419000000,,,1270000000.0,2922000000.0,25634000000.0,,,,,-225000000.0,,3243000000.0,,,,54000000.0,,,,0.0,,,,,,645000000,17000000.0,,-26000000.0,,,13417000000.0,3234000000.0,5000000.0,,,1809000000.0,1652000000.0,,1.46,,,6256000000.0,,8243000000.0,,,,,-6000000.0,,,,419000000,,,,304000000.0,435000000,,10722000000.0,2468000000.0,-2000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,-22000000.0,3307000000.0,59000000.0,614000000.0,,-1656000000.0,-339000000.0,1184000000.0,1217000000.0,,,,,-7000000.0,-13819000000.0,739000000.0,-473000000.0,183000000.0,1167000000.0,,-10000000.0,-33000000.0,,4000000.0,,614000000.0,647000000.0,4982000000.0,595000000.0,-15000000.0,3041000000.0,12057000000.0,,617000000.0,836000000.0,553000000.0,286976000.0,24000000.0,,10000000.0,222000000.0,,3632000000.0,1167000000.0,30000000.0,12057000000.0,558000000.0,-9000000.0,93000000.0,17151000000.0,25876000000.0,,3233000000.0,30000000.0,,222000000.0,161000000.0,,-583000000.0,2287000000.0,,20436000000.0,497000000.0,326000000.0,,-1311000000.0,-50000000.0,,972000000.0,553000000.0,,307000000.0,,,-1314000000.0,607000000.0,617000000.0,4000000.0,617000000.0,617000000.0,0.11,,286261000.0,972000000.0,,,2498000000.0,-4098000000.0,903000000,-92000000.0,15000000.0,589000000.0,617000000.0,290456000.0,-346000000.0,617000000.0,1026000000.0,,2953000000,,,4.36,,,1217000000.0,13925000000.0,739000000.0,1308000000.0,11437000000.0,,6455000000.0,33000000,,,1293000000.0,3307000000.0,25876000000.0,,,,-4098000000.0,-226000000.0,2484000000.0,3285000000.0,183000000.0,93000000.0,120000000.0,-32000000.0,13925000000.0,-13819000000.0,10618000000.0,-1000000.0,530000000.0,-92000000.0,,,,646000000,-11000000.0,-158000000.0,508000000.0,3285000000.0,-12000000.0,13224000000.0,3233000000.0,8000000.0,589000000.0,13224000000.0,1814000000.0,1660000000.0,,0.11,20436000000.0,,6018000000.0,1247000000.0,7783000000.0,-901000000.0,289114000.0,4.32,1814000000.0,-11000000.0,524000000.0,1247000000.0,17151000000.0,33000000,,1730000000.0,1207000000.0,316000000.0,49000000,6018000000.0,10618000000.0,326000000.0,-423000000.0,118000000.0,65000000.0,65000000.0,7783000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-325000000.0,,1506000000.0,,,,,-6000000.0,-14103000000.0,,-429000000.0,1329000000.0,,,-26000000.0,,,,,619000000.0,645000000.0,,605000000.0,,,,,,688000000.0,,287504000.0,24000000.0,,-72000000.0,1040000000.0,,,,29000000.0,12113000000.0,148000000.0,-82000000.0,,17263000000.0,,,,,,,,,,,,20592000000.0,363000000.0,,,,,,,547000000.0,,311000000.0,,,,617000000.0,,4000000.0,545000000.0,545000000.0,1.59,,,988000000.0,,,,-3980000000.0,988000000,,4000000.0,,545000000.0,290809000.0,-318000000.0,,,,2999000000,,,,,,,13708000000.0,,,,,,462000000,,,1322000000.0,3534000000.0,26216000000.0,,,,,-237000000.0,,3329000000.0,,,,60000000.0,,,,,,,,,,677000000,-170000000.0,,11000000.0,,,13447000000.0,3274000000.0,7000000.0,,,1900000000.0,1677000000.0,,1.61,,,6368000000.0,,7336000000.0,,,,,-2000000.0,,,,462000000,,,,310000000.0,472000000,,10174000000.0,2825000000.0,-503000000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,-351000000.0,,1229000000.0,,,,,-16000000.0,-13821000000.0,,-516000000.0,1246000000.0,,,-9000000.0,,,,,606000000.0,642000000.0,,643000000.0,,,,,,790000000.0,,287803000.0,24000000.0,,-66000000.0,1083000000.0,,,,15000000.0,11701000000.0,158000000.0,-65000000.0,,16672000000.0,,,,,,,,,,,,19836000000.0,439000000.0,,,,,,,525000000.0,,311000000.0,,,,545000000.0,,4000000.0,479000000.0,479000000.0,1.65,,,967000000.0,,,,-4596000000.0,1007000000,,17000000.0,,479000000.0,290908000.0,-289000000.0,,,,3061000000,,,,,,,13308000000.0,,,,,,480000000,,,1338000000.0,3279000000.0,25522000000.0,,,,,-237000000.0,,3164000000.0,,,,-68000000.0,,,,,,,,,,696000000,32000000.0,,-1000000.0,,,13690000000.0,3200000000.0,62000000.0,,,1877000000.0,1723000000.0,,1.67,,,6027000000.0,,7229000000.0,,,,,-8000000.0,,,,480000000,,,,307000000.0,499000000,,10029000000.0,2786000000.0,-2000000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,-380000000.0,,1697000000.0,,,,,-11000000.0,-13987000000.0,,-357000000.0,1235000000.0,,,-24000000.0,,,,,622000000.0,623000000.0,,623000000.0,,,,,,871000000.0,,288093000.0,23000000.0,,121000000.0,1185000000.0,,,,26000000.0,11725000000.0,156000000.0,26000000.0,,16674000000.0,,,,,,,,,,,,19979000000.0,491000000.0,,,,,,,513000000.0,,306000000.0,,,,479000000.0,,4000000.0,600000000.0,600000000.0,1.58,,,978000000.0,,,,-4656000000.0,993000000,,19000000.0,,600000000.0,291513000.0,-378000000.0,,,,3024000000,,,,,,,13244000000.0,,,,,,461000000,,,1310000000.0,3860000000.0,25712000000.0,,,,,-238000000.0,,3305000000.0,,,,-10000000.0,,,,-1000000.0,,,,,,687000000,92000000.0,,-16000000.0,,,13913000000.0,3201000000.0,8000000.0,,,1852000000.0,1714000000.0,,1.6,,,6232000000.0,,6615000000.0,,,,,-19000000.0,,,,461000000,,,,294000000.0,480000000,,9384000000.0,2754000000.0,0.0,,,,,,,,,,,,,,,,,,,,,
,,-4000000.0,12956000000.0,62000000.0,1651000000.0,,-4998000000.0,-827000000.0,1830000000.0,3008000000.0,,,,,-369000000.0,-12220000000.0,1914000000.0,-3696000000.0,392000000.0,,1788000000.0,3066000000.0,-25000000.0,,1000000.0,,1651000000.0,1662000000.0,5816000000.0,3178000000.0,-19000000.0,3702000000.0,29717000000.0,,4466000000.0,1353000000.0,16223000000.0,,42000000.0,,4003000000.0,1810000000.0,,7081000000.0,,7000000.0,29717000000.0,355000000.0,-3000000.0,3986000000.0,76114000000.0,41937000000.0,,26874000000.0,5908000000.0,,1810000000.0,202000000.0,,-3124000000.0,5049000000.0,,93386000000.0,526000000.0,1142000000.0,,-1883000000.0,3007000000.0,,3219000000.0,16223000000.0,,902000000.0,,,5340000000.0,600000000.0,4603000000.0,1000000.0,4466000000.0,4466000000.0,,,330401000.0,3219000000.0,,,2244000000.0,-4456000000.0,4093000000,-402000000.0,22000000.0,1982000000.0,4603000000.0,,6325000000.0,4466000000.0,817000000.0,,5816000000,,,13.26,,1788000000.0,3008000000.0,36306000000.0,1914000000.0,4288000000.0,14900000000.0,,9084000000.0,2978000000,,,1846000000.0,12956000000.0,41937000000.0,,,,-4456000000.0,-454000000.0,3572000000.0,17272000000.0,392000000.0,113000000.0,77000000.0,461000000.0,36306000000.0,-12220000000.0,23350000000.0,-597000000.0,-248000000.0,-124000000.0,,,,184000000,248000000.0,202000000.0,-242000000.0,17272000000.0,-599000000.0,16529000000.0,26874000000.0,5831000000.0,1982000000.0,16529000000.0,4368000000.0,3970000000.0,,,93386000000.0,,51596000000.0,4381000000.0,12288000000.0,-1166000000.0,334127000.0,13.11,4368000000.0,25000000.0,617000000.0,4381000000.0,76114000000.0,2978000000,,1819000000.0,1629000000.0,718000000.0,2837000000,51596000000.0,23350000000.0,1142000000.0,-2619000000.0,443000000.0,460000000.0,460000000.0,12288000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-843000000.0,,1956000000.0,,,,,-10000000.0,,,-2211000000.0,4371000000.0,,1719000000.0,-86000000.0,,,,,1667000000.0,2148000000.0,,571000000.0,-152000000.0,,,,,1131000000.0,,545554000.0,46000000.0,,1335000000.0,4299000000.0,,,,28000000.0,29418000000.0,140000000.0,-56000000.0,,76553000000.0,,,,,,,,,,,,91641000000.0,288000000.0,,,,,,,15944000000.0,,1223000000.0,,,,4466000000.0,,1000000.0,5791000000.0,5791000000.0,0.94,,,3166000000.0,,,,-4235000000.0,1903000000,,16000000.0,,5791000000.0,549147000.0,2402000000.0,,,,6944000000,,,,,,,35009000000.0,,,,,,517000000,,,2828000000.0,11140000000.0,,,,,,-477000000.0,,15088000000.0,,,,-340000000.0,,,,-725000000.0,,,,,,680000000,-282000000.0,,-14000000.0,,,16569000000.0,26820000000.0,3455000000.0,,,4390000000.0,4116000000.0,,0.95,,,51175000000.0,,12190000000.0,,,,,-32000000.0,,,,517000000,,,,879000000.0,465000000,,23869000000.0,11664000000.0,-516000000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,-865000000.0,,1702000000.0,,,,,-3212000000.0,,,-4434000000.0,4217000000.0,,1682000000.0,34000000.0,,,,,1708000000.0,2265000000.0,,683000000.0,12000000.0,,,,,1012000000.0,,542561000.0,45000000.0,,-3099000000.0,3779000000.0,,,,27000000.0,29540000000.0,169000000.0,-132000000.0,,76508000000.0,,,,,,,,,,,,87189000000.0,147000000.0,,,,,,,15804000000.0,,1195000000.0,,,,5791000000.0,,1000000.0,2686000000.0,2686000000.0,0.96,,,3358000000.0,,,,-4377000000.0,1854000000,,22000000.0,,2686000000.0,546488000.0,380000000.0,,,,7204000000,,,,,,,34310000000.0,,,,,,522000000,,,2924000000.0,10521000000.0,,,,,,-474000000.0,,10681000000.0,,,,-144000000.0,,,,-525000000.0,,,,,,659000000,-408000000.0,,-180000000.0,,,16555000000.0,26947000000.0,,,,4483000000.0,4280000000.0,,0.97,,,50564000000.0,,12255000000.0,,,,,-41000000.0,,,,522000000,,,,884000000.0,542000000,,23789000000.0,11519000000.0,-795000000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,-959000000.0,,2634000000.0,,,,,-35000000.0,,,-1652000000.0,4025000000.0,,1597000000.0,173000000.0,,,,,1653000000.0,2114000000.0,,1001000000.0,-21000000.0,,,,,1869000000.0,,539753000.0,44000000.0,,-569000000.0,3299000000.0,,,,5000000.0,28460000000.0,298000000.0,158000000.0,,74582000000.0,,,,,,,,,,,,84394000000.0,910000000.0,,,,,,,15836000000.0,,1095000000.0,,,,2686000000.0,,1000000.0,2120000000.0,2120000000.0,1.35,,,3071000000.0,,,,-5600000000.0,1920000000,,26000000.0,,2120000000.0,543616000.0,-709000000.0,,,,7000000000,,,,,,,33100000000.0,,,,,,735000000,,,2939000000.0,10883000000.0,28460000000.0,,,,,-471000000.0,,9812000000.0,,,,-50000000.0,,,,-684000000.0,,,,,,825000000,85000000.0,,-15000000.0,,,16810000000.0,26261000000.0,,,,4238000000.0,4061000000.0,,1.36,,,48953000000.0,,10567000000.0,,,,,12000000.0,,,,735000000,,,,850000000.0,731000000,,22217000000.0,10826000000.0,-257000000.0,,,,,,,,,,,,,,,,,,,,,
