date,annualCurrentDeferredRevenue,trailingCostOfRevenue,annualEndCashPosition,annualCurrentDebt,trailingChangeInAccountPayable,annualTotalRevenue,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyEbitda,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyStockBasedCompensation,annualFreeCashFlow,quarterlyEndCashPosition,annualAccountsPayable,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingEndCashPosition,annualChangeInAccountPayable,trailingTaxProvision,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,annualOperatingExpense,quarterlyCurrentAssets,annualDilutedEPS,trailingNetIncome,annualDilutedAverageShares,annualCashAndCashEquivalents,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualAccountsReceivable,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,annualNetIncome,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualSaleOfInvestment,annualSellingGeneralAndAdministration,annualNetIncomeCommonStockholders,annualBasicAverageShares,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNetIncome,quarterlyGoodwill,trailingCommonStockIssuance,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetPPE,trailingOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,annualOtherIncomeExpense,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualNetPPE,annualOperatingCashFlow,annualInventory,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyPretaxIncome,annualChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,trailingInterestExpense,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyTotalAssets,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,trailingOperatingExpense,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingInvestingCashFlow,trailingChangeInCashSupplementalAsReported,annualGoodwill,annualAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyAccountsPayable,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,annualBasicEPS,trailingStockBasedCompensation,trailingGrossProfit,quarterlyDilutedAverageShares,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInvestingCashFlow,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
2007-12-31,25900000.0,,93000000.0,15900000.0,,2841200000.0,57300000.0,1574600000.0,,0.0,,324800000.0,121700000.0,-17400000.0,5200000.0,,,169200000.0,93000000.0,171600000.0,-17600000.0,39200000.0,25400000.0,4600000.0,845800000.0,,,,,96300000.0,1485000000.0,-40700000.0,-44100000.0,189200000.0,,35500000.0,,-94400000.0,1296700000.0,791900000.0,639200000.0,,142800000.0,,941800000.0,1187400000.0,3.09,,58600000.0,93000000.0,1485000000.0,742900000.0,-1400000.0,,502000000.0,252600000.0,-64800000.0,586900000.0,1187400000.0,0.0,502000000.0,181200000.0,63400000.0,9400000.0,349300000.0,,586900000.0,197300000.0,409500000.0,,964200000.0,181200000.0,57900000.0,1280100000.0,845800000.0,13000000.0,,,333400000.0,57300000.0,818800000.0,,1296700000.0,-500000.0,349300000.0,2765100000.0,,92500000.0,75700000.0,245100000.0,1280100000.0,57300000.0,-487100000.0,,91200000.0,93000000.0,93000000.0,25900000.0,,13800000.0,304800000.0,,67100000.0,322400000.0,25900000.0,1577700000.0,237100000.0,1266600000.0,30300000.0,639200000.0,,,234800000.0,304800000.0,231100000.0,322400000.0,,15900000.0,11500000.0,,,234800000.0,0.0,,-36700000.0,197300000.0,400500000.0,91200000.0,1100000.0,,252600000.0,85700000.0,15200000.0,,-18700000.0,93000000.0,54200000.0,46100000.0,,,76500000.0,,,284200000.0,,2765100000.0,,,,1577700000.0,791900000.0,,,818800000.0,-487100000.0,,400000.0,,-8600000.0,12300000.0,92600000.0,67100000.0,,171600000.0,,,142800000.0,-61900000.0,29600000.0,3.13,,,,,-151400000.0,,76500000.0,-52900000.0,,,,,,,,,,,,,,,,,,,
2008-03-31,,,,,,,56600000.0,,,,,,110900000.0,-17500000.0,,0.97,,,114300000.0,,-28700000.0,,17700000.0,900000.0,,,,,,93200000.0,1523400000.0,-15900000.0,,,,59000000.0,15300000.0,,1335800000.0,833700000.0,655100000.0,,,,,1264900000.0,,,,,,721600000.0,,,502700000.0,267200000.0,,,,0.0,,,,-11200000.0,334800000.0,57500000.0,620300000.0,,395700000.0,,,,,,868300000.0,,,,325900000.0,56600000.0,855300000.0,,,-800000.0,,,,,,245500000.0,1386900000.0,56600000.0,-505200000.0,,98400000.0,114300000.0,114300000.0,25500000.0,,1000000.0,328500000.0,,,351700000.0,28300000.0,,232700000.0,,,,,0.98,241600000.0,,,,,20500000.0,22100000.0,,,,2600000.0,,-26500000.0,200500000.0,,,11200000.0,,,84700000.0,,,-15400000.0,,74400000.0,,,,77200000.0,,,,,2910300000.0,,,,1645400000.0,,,,,,,21300000.0,,-20800000.0,,93000000.0,67200000.0,,197100000.0,,,214900000.0,,,,,,58200000.0,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,,,,,,66900000.0,,,,,,130500000.0,-17400000.0,,1.15,,,140600000.0,,-15800000.0,,18800000.0,1700000.0,,,,,,111700000.0,1530300000.0,-14600000.0,,,,56000000.0,1100000.0,,1385300000.0,832900000.0,672200000.0,,,,,1307800000.0,,,,,,766100000.0,,,500500000.0,260800000.0,,,,0.0,,,,-28300000.0,357200000.0,57600000.0,617500000.0,,419600000.0,,,,,,858100000.0,,,,346500000.0,66900000.0,854300000.0,,,-4300000.0,,,,,,245600000.0,1415300000.0,66900000.0,-501600000.0,,96800000.0,140600000.0,140600000.0,26100000.0,,7600000.0,331300000.0,,,378100000.0,34500000.0,,234800000.0,,,,,1.16,239800000.0,,,,,22700000.0,8800000.0,,,,2400000.0,,-31400000.0,199600000.0,,,27800000.0,,,69700000.0,,,-17900000.0,,73900000.0,,,,81900000.0,,,,,2945600000.0,,,,1637800000.0,,,,,,,26300000.0,,-45500000.0,,114300000.0,67200000.0,,184300000.0,,,206000000.0,,,,,,58100000.0,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,,,,54600000.0,,,,,,104900000.0,-17400000.0,,0.94,,,118300000.0,,-15400000.0,,18500000.0,3600000.0,,,,,,86400000.0,1499300000.0,-63300000.0,,,,5400000.0,6900000.0,,1422500000.0,823500000.0,655800000.0,,,,,1281500000.0,,,,,,697800000.0,,,500600000.0,249100000.0,,,,0.0,,,,-23000000.0,364500000.0,57500000.0,606200000.0,,385600000.0,,,,,,843500000.0,,,,312200000.0,54600000.0,828500000.0,,,-400000.0,,,,,,230600000.0,1380200000.0,54600000.0,-497400000.0,,93800000.0,118300000.0,118300000.0,23600000.0,,1800000.0,326100000.0,,,388000000.0,26800000.0,,225800000.0,,,,,0.95,231900000.0,,,,,15300000.0,20000000.0,,,,0.0,,-25200000.0,200700000.0,,,2300000.0,,,80600000.0,,,-15000000.0,,20400000.0,,,,80700000.0,,,,,2879500000.0,,,,1598000000.0,,,,,,,-22300000.0,,-3500000.0,,140600000.0,67200000.0,,171700000.0,,,131700000.0,,,,,,58200000.0,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,22300000.0,,115800000.0,12000000.0,,2853300000.0,58600000.0,1568700000.0,,0.0,,351500000.0,117300000.0,-17400000.0,4700000.0,,,141100000.0,115800000.0,126000000.0,-26200000.0,,17000000.0,1100000.0,976300000.0,,-43700000.0,,,60200000.0,1523800000.0,-52700000.0,-146500000.0,236700000.0,,20700000.0,23000000.0,-69800000.0,1463700000.0,804500000.0,547500000.0,,-106500000.0,15400000.0,933100000.0,1140700000.0,4.07,,58100000.0,115800000.0,1523800000.0,667800000.0,-8600000.0,,503400000.0,168800000.0,-69700000.0,522100000.0,1140700000.0,0.0,503400000.0,236700000.0,93000000.0,10200000.0,246600000.0,,522100000.0,142800000.0,367800000.0,,933100000.0,236700000.0,57500000.0,1186500000.0,976300000.0,7300000.0,,,300000000.0,58600000.0,801800000.0,,1463700000.0,-3100000.0,324900000.0,2710300000.0,,117800000.0,72000000.0,211400000.0,1186500000.0,58600000.0,-476700000.0,,95000000.0,115800000.0,115800000.0,22300000.0,,32000000.0,327800000.0,,67200000.0,359200000.0,28200000.0,1569600000.0,239800000.0,1284600000.0,2800000.0,547500000.0,13000000.0,,218300000.0,327800000.0,215000000.0,359200000.0,,12000000.0,-24600000.0,,,218300000.0,-300000.0,,-19900000.0,142800000.0,391600000.0,95000000.0,,-14100000.0,111300000.0,88300000.0,-52300000.0,,-25600000.0,115800000.0,46300000.0,33800000.0,,,46900000.0,,,357800000.0,,2710300000.0,,,,1569600000.0,804500000.0,,,801800000.0,-476700000.0,15400000.0,-2500000.0,,0.0,46300000.0,118300000.0,67200000.0,-9900000.0,126000000.0,,,-106500000.0,-73900000.0,22800000.0,4.12,,,,,-103000000.0,,46900000.0,-86100000.0,,,,,,,,,,,,,,,,,,,
2009-03-31,,,,,,,34800000.0,,,,,,82100000.0,-17400000.0,,0.6,0.0,,400700000.0,,-11000000.0,,18100000.0,0.0,,,,,,54300000.0,1703100000.0,-55300000.0,,,,600000.0,14600000.0,,1481100000.0,800700000.0,603900000.0,,,7800000.0,,1356400000.0,,,,,,572600000.0,,,652900000.0,87300000.0,,,,0.0,,,,7400000.0,202100000.0,57500000.0,478300000.0,,313900000.0,,,,,,1099200000.0,,,-4200000.0,258700000.0,34800000.0,781300000.0,,,2900000.0,,,,,,204400000.0,1153600000.0,37200000.0,-479200000.0,,94100000.0,400700000.0,400700000.0,23800000.0,,9700000.0,321500000.0,,,340700000.0,18300000.0,,204400000.0,,,,,0.61,213200000.0,,,,,164100000.0,8600000.0,,,,-200000.0,,282500000.0,133900000.0,,,,,,55400000.0,,0.0,-14100000.0,,14700000.0,,,,43100000.0,,,,,2876800000.0,,,,1520400000.0,,,,,,,284900000.0,,0.0,,115800000.0,67200000.0,,119000000.0,,,-158000000.0,,,,,,57800000.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,,37400000.0,,,,,,71400000.0,-17000000.0,,0.65,-4200000.0,,524400000.0,,-19300000.0,,19000000.0,-4200000.0,,,,,,44700000.0,1720800000.0,94900000.0,,,,136100000.0,3600000.0,,1501500000.0,836800000.0,621100000.0,,,5200000.0,,1444300000.0,,,,,,590000000.0,,,652600000.0,81500000.0,,,,0.0,,,,55100000.0,274400000.0,57700000.0,472600000.0,,345000000.0,,,,,,1099700000.0,,,-14800000.0,254000000.0,37400000.0,806400000.0,,,300000.0,,,,,,200300000.0,1262400000.0,42000000.0,-499000000.0,,94800000.0,524400000.0,524400000.0,23800000.0,,1100000.0,337800000.0,,,302800000.0,17600000.0,,200300000.0,,,,,0.65,213400000.0,,,,,166700000.0,11600000.0,,,,-3200000.0,,-15000000.0,142000000.0,,,,,,59800000.0,,0.0,-19500000.0,,155600000.0,,,,42900000.0,,,,,3007000000.0,,,,1562700000.0,,,,,,,123700000.0,,0.0,,400700000.0,67200000.0,,108100000.0,,,-68700000.0,,,,,,57900000.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,,,,,25400000.0,,,,,,67200000.0,-17400000.0,,0.44,3100000.0,,709000000.0,,-126300000.0,,18300000.0,3100000.0,,,,,,48700000.0,2006800000.0,32300000.0,,,,65400000.0,-3200000.0,,1509500000.0,898000000.0,642600000.0,,,6500000.0,,1658700000.0,,,,,,587800000.0,,,902400000.0,85000000.0,,,,0.0,,,,26000000.0,295000000.0,57700000.0,397900000.0,,332600000.0,,,,,,1364200000.0,,,3600000.0,255200000.0,25400000.0,820200000.0,,,9500000.0,,,,,,,1315000000.0,26400000.0,-551400000.0,,101400000.0,709000000.0,709000000.0,20900000.0,,200000.0,346600000.0,,,286200000.0,10300000.0,,206500000.0,,,,,0.44,210500000.0,,,,,167000000.0,12800000.0,,,,-1900000.0,,229500000.0,71000000.0,,,,,,36100000.0,,-8100000.0,-14700000.0,,80100000.0,,,,41200000.0,,,,,3337300000.0,,,,1678600000.0,,,,,,,184600000.0,,0.0,,524400000.0,67300000.0,,112000000.0,,,-27100000.0,,,,,,57800000.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,,699400000.0,164700000.0,,2362500000.0,36600000.0,1304900000.0,,0.0,,233200000.0,87900000.0,-17200000.0,-7500000.0,,-1900000.0,282700000.0,699400000.0,119800000.0,-85100000.0,,19200000.0,-1900000.0,1401900000.0,,-7100000.0,,,49900000.0,2141800000.0,48500000.0,120400000.0,143700000.0,,80600000.0,-10200000.0,0.0,1528900000.0,894700000.0,739900000.0,,-68400000.0,,824400000.0,1676100000.0,2.32,,57900000.0,699400000.0,2141800000.0,566500000.0,-170500000.0,,902100000.0,146100000.0,-69000000.0,414400000.0,1676100000.0,0.0,902100000.0,134200000.0,115800000.0,9900000.0,350100000.0,,414400000.0,66200000.0,303400000.0,,824400000.0,134200000.0,57700000.0,1290000000.0,1401900000.0,-3000000.0,,8300000.0,263100000.0,36600000.0,814300000.0,,1528900000.0,-70000000.0,414900000.0,3447400000.0,,62700000.0,74600000.0,,1290000000.0,38100000.0,-546900000.0,,97800000.0,699400000.0,699400000.0,,,18800000.0,347800000.0,,67300000.0,274700000.0,16500000.0,1771300000.0,213200000.0,1057600000.0,2300000.0,739900000.0,-3000000.0,,206200000.0,347800000.0,347100000.0,274700000.0,,164700000.0,14700000.0,,,206200000.0,-2200000.0,,-21400000.0,66200000.0,253000000.0,97800000.0,,-8100000.0,85400000.0,54000000.0,98400000.0,0.0,-16100000.0,699400000.0,96700000.0,47700000.0,52400000.0,,40500000.0,,,205300000.0,,3447400000.0,,-16300000.0,,1771300000.0,894700000.0,,,814300000.0,-546900000.0,,-9600000.0,,0.0,4800000.0,709000000.0,67300000.0,,119800000.0,,,-68400000.0,-64400000.0,583600000.0,2.33,,,,,475600000.0,,40500000.0,-241700000.0,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,,,,36800000.0,,,,,,88500000.0,-17400000.0,,0.63,3000000.0,,472300000.0,,-70800000.0,,18200000.0,3400000.0,,,,,,71700000.0,2018800000.0,-47800000.0,,,,4700000.0,-4200000.0,,1548300000.0,888900000.0,617700000.0,,,,,1507000000.0,,,,,,621600000.0,,,900600000.0,87500000.0,,,,0.0,,,,-22200000.0,441700000.0,57800000.0,422800000.0,,334000000.0,,,,,,1401100000.0,,,6600000.0,287600000.0,36800000.0,796500000.0,,,-65200000.0,,,,,,215900000.0,1271800000.0,38000000.0,-551600000.0,-155800000.0,93000000.0,472300000.0,472300000.0,,,300000.0,337300000.0,,,291000000.0,19000000.0,,215900000.0,,,,,0.64,201900000.0,,,,,15600000.0,14000000.0,,,,-1800000.0,,-166200000.0,63500000.0,,,,,,56300000.0,,,-5700000.0,,10400000.0,,,,36600000.0,,,,,3306200000.0,,-16400000.0,,1799200000.0,,,,,,,-227100000.0,,,,699400000.0,67300000.0,,123800000.0,,,-110700000.0,,,,,,58300000.0,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,,,45300000.0,,,,,,98200000.0,-17600000.0,,0.78,3000000.0,,430800000.0,,-85400000.0,,18300000.0,4600000.0,,,,,,80700000.0,2049000000.0,-4500000.0,,,,48900000.0,-12800000.0,,1576000000.0,869000000.0,646400000.0,,,,,1486100000.0,,,,,,647600000.0,,,909800000.0,83800000.0,,,,0.0,,,,-14000000.0,468900000.0,58000000.0,407500000.0,,343800000.0,,,,,,1402600000.0,,,7600000.0,303800000.0,45300000.0,773100000.0,,,-72800000.0,,,,,,237000000.0,1248700000.0,46900000.0,-544800000.0,-5900000.0,87900000.0,430800000.0,430800000.0,,,-800000.0,324200000.0,,,296500000.0,20300000.0,,223100000.0,,,,,0.78,195000000.0,,,,,49000000.0,13200000.0,,,,-1900000.0,,-10500000.0,73000000.0,,,,,,66700000.0,,,-6600000.0,,55500000.0,,,,35400000.0,,,,,3313300000.0,,4700000.0,,1827200000.0,,,,,,,-41500000.0,,,,472300000.0,67300000.0,,128500000.0,,,-170500000.0,,,,,,58300000.0,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,,,,46500000.0,,,,,,102500000.0,-17600000.0,,0.8,4300000.0,,359900000.0,,-69900000.0,,18000000.0,3900000.0,,,,,,83800000.0,2060900000.0,-54600000.0,,,,-300000.0,-7700000.0,,1604900000.0,909400000.0,847400000.0,,,,,1531900000.0,,,,,,670300000.0,,,712300000.0,82800000.0,,,,0.0,,,,-12800000.0,461700000.0,58100000.0,435000000.0,,364100000.0,,,,,,1213500000.0,,,-5900000.0,306200000.0,46500000.0,808700000.0,,,-65400000.0,,,,,,,1381300000.0,48300000.0,-580100000.0,-5600000.0,85700000.0,359900000.0,359900000.0,,,200000.0,329300000.0,,,324800000.0,23800000.0,,222400000.0,,,,,0.8,197000000.0,,,,,218300000.0,13500000.0,,,,-1700000.0,,-13100000.0,77900000.0,,,,,,71000000.0,,0.0,-10500000.0,,10200000.0,,,,39600000.0,,,,,3457800000.0,,-12100000.0,,1925900000.0,,,,,,,-70900000.0,,,,430800000.0,67300000.0,,127800000.0,,,-71700000.0,,,,,,58400000.0,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,18600000.0,,572200000.0,216000000.0,,2681500000.0,57900000.0,1456000000.0,,0.0,,331400000.0,115700000.0,-18700000.0,-6400000.0,,4600000.0,89300000.0,572200000.0,146100000.0,-76900000.0,,18200000.0,3700000.0,1443900000.0,,26200000.0,,,82500000.0,2325000000.0,-48000000.0,-154900000.0,193000000.0,,36000000.0,6700000.0,-8700000.0,1644100000.0,903300000.0,881100000.0,,-104800000.0,,894100000.0,1765500000.0,3.19,,58400000.0,572200000.0,2325000000.0,656100000.0,-252100000.0,,954800000.0,89000000.0,-71300000.0,443300000.0,1765500000.0,0.0,954800000.0,186500000.0,699400000.0,-6200000.0,339700000.0,,443300000.0,72200000.0,342600000.0,,894100000.0,186500000.0,58000000.0,1388500000.0,1443900000.0,34400000.0,,17900000.0,313500000.0,57900000.0,798400000.0,,1644100000.0,-48700000.0,478600000.0,3729400000.0,,87600000.0,72700000.0,,1388500000.0,59800000.0,-559300000.0,-4500000.0,94400000.0,572200000.0,572200000.0,18600000.0,,14700000.0,344000000.0,,67300000.0,329400000.0,24500000.0,1963900000.0,231000000.0,1225500000.0,800000.0,881100000.0,14900000.0,,192800000.0,344000000.0,140400000.0,329400000.0,,216000000.0,14100000.0,,,192800000.0,-1000000.0,,224600000.0,72200000.0,404900000.0,94400000.0,,-7700000.0,89000000.0,83400000.0,-55200000.0,0.0,-28300000.0,572200000.0,64300000.0,54800000.0,-56500000.0,,40400000.0,,,277400000.0,,3729400000.0,,-32700000.0,,1963900000.0,903300000.0,,,798400000.0,-559300000.0,,212300000.0,,,-18000000.0,359900000.0,67300000.0,-172000000.0,253900000.0,,,-104800000.0,-51100000.0,-127200000.0,3.22,,,,,34800000.0,,40400000.0,-303000000.0,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,,,,56200000.0,,,,,,118900000.0,-18900000.0,,0.96,5900000.0,,517300000.0,,-59800000.0,,18300000.0,7500000.0,,,,,,87300000.0,2334400000.0,-64100000.0,,,,9300000.0,3600000.0,,1681400000.0,933300000.0,874900000.0,,,,,1803300000.0,,,,,,693700000.0,,,953000000.0,92100000.0,,,,0.0,,,,-29300000.0,409700000.0,58200000.0,457600000.0,,363100000.0,,,,,,1459500000.0,,,-6300000.0,330600000.0,56200000.0,822800000.0,,,-128200000.0,,,,,,243300000.0,1489700000.0,58000000.0,-580700000.0,-8500000.0,96600000.0,517300000.0,517300000.0,,,12900000.0,352600000.0,,,368600000.0,27200000.0,,243300000.0,,,,,0.97,194000000.0,,,,,217500000.0,16300000.0,,,,-800000.0,,-23900000.0,73300000.0,,,,,,84300000.0,,,-18600000.0,,27900000.0,,,,39500000.0,,,,,3840000000.0,,-9500000.0,,2036700000.0,,,,,,,-54900000.0,86800000.0,-17600000.0,,572200000.0,67300000.0,,141500000.0,,,-40400000.0,,,,,,58700000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,78000000.0,,,,,,148000000.0,-18600000.0,,1.33,6300000.0,,418200000.0,,-61500000.0,,18300000.0,5600000.0,,,,,,116800000.0,2243600000.0,-116700000.0,,,,-28400000.0,-8000000.0,,1740800000.0,930200000.0,771000000.0,,,,,1735900000.0,,,,,,726700000.0,,,955500000.0,93000000.0,,,,0.0,,,,-20500000.0,375500000.0,58200000.0,452200000.0,,384500000.0,,,,,,1472600000.0,,,-3500000.0,342200000.0,78000000.0,827200000.0,,,37500000.0,,,,,,243400000.0,1566600000.0,79900000.0,-573000000.0,-3500000.0,97900000.0,418200000.0,418200000.0,,,900000.0,357200000.0,,,392200000.0,39800000.0,,225400000.0,,,,,1.34,193000000.0,,,,,215000000.0,29100000.0,,,,-1400000.0,,-24800000.0,77400000.0,,,,,,118900000.0,,,-14700000.0,,-13700000.0,,,,41500000.0,,,,,3826500000.0,,6100000.0,,2090600000.0,,,,,,,-99100000.0,,-16900000.0,,517300000.0,67300000.0,,139000000.0,,,-26100000.0,,,,,,58800000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,,,,,67800000.0,,,,,,144100000.0,-19000000.0,,1.16,200000.0,,185700000.0,,-48900000.0,,18800000.0,0.0,,,,,,94300000.0,2055900000.0,-48400000.0,,,,28700000.0,-4800000.0,,1789600000.0,925900000.0,569400000.0,,,,,1523300000.0,,,,,,697200000.0,,,968000000.0,89000000.0,,,,0.0,,,,-19400000.0,297200000.0,58200000.0,449600000.0,,367900000.0,,,,,,1486500000.0,,,-4200000.0,329300000.0,67800000.0,808200000.0,,,-35900000.0,,,,,,235000000.0,1557900000.0,69800000.0,-572600000.0,-204700000.0,97600000.0,185700000.0,185700000.0,,,-1700000.0,353300000.0,,,399700000.0,30500000.0,,235000000.0,,,,,1.16,189800000.0,,,,,13900000.0,27000000.0,,,,-2100000.0,,-222900000.0,87300000.0,,,,,,98300000.0,,0.0,-13300000.0,,42000000.0,,,,46900000.0,,,,,3630100000.0,,-11900000.0,,2106800000.0,,,,,,,-232500000.0,,-2900000.0,,418200000.0,67300000.0,,132000000.0,,,-87000000.0,,,,,,58700000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,24900000.0,,185600000.0,16200000.0,,2854200000.0,74300000.0,1516300000.0,,0.0,,384200000.0,144100000.0,-20200000.0,-5900000.0,,7900000.0,67300000.0,185600000.0,124600000.0,-49400000.0,,19200000.0,7300000.0,1541800000.0,,-21500000.0,,,125900000.0,2125600000.0,-49400000.0,-278600000.0,283800000.0,,57700000.0,14300000.0,-37400000.0,1843700000.0,927000000.0,583800000.0,,-174600000.0,,953700000.0,1530700000.0,4.71,,58700000.0,185600000.0,2125600000.0,736600000.0,-162100000.0,,967900000.0,95300000.0,-76700000.0,463500000.0,1530700000.0,0.0,967900000.0,276300000.0,572200000.0,8300000.0,328700000.0,,463500000.0,83100000.0,400800000.0,,953700000.0,276300000.0,58200000.0,1530900000.0,1541800000.0,17500000.0,,-7500000.0,335800000.0,74300000.0,795800000.0,,1843700000.0,-35500000.0,304700000.0,3672900000.0,,133700000.0,74600000.0,232000000.0,1530900000.0,76100000.0,-574100000.0,-2400000.0,108100000.0,185600000.0,185600000.0,24900000.0,,-1300000.0,352900000.0,,67300000.0,386400000.0,36200000.0,2142200000.0,209900000.0,1337900000.0,17000000.0,583800000.0,20300000.0,,188300000.0,352900000.0,128500000.0,386400000.0,,16200000.0,13500000.0,,,188300000.0,-1600000.0,,-22100000.0,83100000.0,600100000.0,108100000.0,,0.0,95300000.0,111400000.0,-60900000.0,0.0,-14600000.0,185600000.0,72300000.0,112600000.0,-36800000.0,,47300000.0,,,412900000.0,,3672900000.0,,-21500000.0,,2142200000.0,927000000.0,,,795800000.0,-574100000.0,,-100000.0,,0.0,5100000.0,185700000.0,67300000.0,-219100000.0,124600000.0,,,-174600000.0,-61200000.0,-386600000.0,4.75,,,,,-293700000.0,,47300000.0,-219600000.0,,,,,,,,,,,,,,,,,,,
