,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,annualNetIncome,annualNetOtherInvestingChanges,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,quarterlyBasicAverageShares,quarterlyFreeCashFlow,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualPretaxIncome,annualCommonStockIssuance,trailingSaleOfInvestment,annualInvestingCashFlow,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInvestmentsAndAdvances,annualTotalRevenue,annualPurchaseOfInvestment,trailingChangeInAccountPayable,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,trailingPurchaseOfInvestment,annualLongTermDebt,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualDepreciationAndAmortization,annualTotalAssets,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualEbitda,annualNetPPE,annualCurrentAssets,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,annualInterestExpense,annualBasicAverageShares,trailingChangesInAccountReceivables,annualSellingGeneralAndAdministration,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyCapitalStock,annualCapitalExpenditure,trailingDeferredIncomeTax,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,annualBasicEPS,annualTotalNonCurrentAssets,trailingCapitalExpenditure,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,trailingInterestExpense,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyNetPPE,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyTaxProvision,annualInventory,trailingChangeInInventory,trailingTaxProvision,quarterlyEbitda,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,annualCostOfRevenue,trailingOtherNonCashItems,annualCapitalStock,annualCurrentDebt,annualOperatingExpense,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyCurrentAssets,annualGrossProfit,trailingFreeCashFlow,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyBasicEPS,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,trailingCostOfRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualChangesInAccountReceivables,annualDilutedEPS,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyGoodwill,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualOtherIntangibleAssets,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,annualCurrentDeferredRevenue,annualStockBasedCompensation,annualPurchaseOfBusiness,annualGoodwill,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1325289600,4712000000.0,43270000000.0,858000000.0,87000000.0,11766000000.0,,,236000000.0,992000000.0,,-563000000.0,-704000000.0,2136000000.0,,843000000.0,49750000000.0,992000000.0,1379000000.0,1298000000.0,662000000.0,,-3986000000.0,,,87000000.0,87000000.0,1942000000.0,2644000000.0,,2041000000.0,14956000000.0,-1963000000.0,,326000000.0,,,12101000000.0,2390000000.0,,11766000000.0,513000000.0,29648000000.0,440000000.0,,49750000000.0,513000000.0,420000000.0,-7000000.0,,843000000.0,7749000000.0,-359000000.0,,513000000.0,6008000000.0,,,173000000.0,2120000000.0,-157000000.0,,-28000000.0,110000000.0,-179000000.0,,83000000.0,-1056000000.0,2041000000.0,1928000000.0,,513000000.0,37397000000.0,,65000000.0,29648000000.0,682000000.0,-213000000.0,682000000.0,3739000000.0,4213000000.0,33655000000.0,6480000000.0,,222000000.0,19000000.0,2390000000.0,1836000000.0,844000000.0,49567000000.0,,,291000000.0,-3000000.0,2136000000.0,354000000.0,-102000000.0,700000000.0,401000000.0,,,2078000000.0,-213000000.0,2436000000.0,0.0,-4038000000.0,,,49000000.0,277000000.0,513000000.0,2.1,43270000000.0,,-1712000000.0,,513000000.0,12101000000.0,,2644000000.0,-430000000.0,469000000.0,,33655000000.0,41000000.0,-63000000.0,91000000.0,420000000.0,,,918000000.0,,-15912000000.0,858000000.0,271000000.0,,5333000000.0,,0.0,2120000000.0,7681000000.0,178000000.0,-299000000.0,6480000000.0,9623000000.0,,,-15912000000.0,,544000000.0,4712000000.0,507000000.0,,103000000.0,-117000000.0,358000000.0,1836000000.0,-1070000000.0,,,785000000.0,402000000.0,-288000000.0,2.1,3815000000.0,-219000000.0,,37397000000.0,-8000000.0,110000000.0,7749000000.0,49567000000.0,,6008000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,44022000000.0,,,11767000000.0,,0.0,-256000000.0,,414000000.0,-163000000.0,,2133000000.0,,798000000.0,50188000000.0,926000000.0,1202000000.0,,,,,,,236000000.0,236000000.0,,,,2134000000.0,,,,,,,,,,,,30101000000.0,,,,257000000.0,370000000.0,26000000.0,,,,-370000000.0,,,6190000000.0,0.56,,174000000.0,1772000000.0,48000000.0,,-213000000.0,,-182000000.0,,233000000.0,-1093000000.0,,,,,37376000000.0,,,,662000000.0,,,,,,,,,20000000.0,1619000000.0,,,,,,,50000000.0,,351000000.0,221000000.0,,,,,1952000000.0,-203000000.0,2439000000.0,8011000000.0,,,,,513000000.0,257000000.0,,,,,,257000000.0,12560000000.0,,2666000000.0,-102000000.0,,416000000.0,34249000000.0,,,104000000.0,,,,1098000000.0,,-16107000000.0,,387000000.0,,,,,,,340000000.0,,6166000000.0,,,,,,,4752000000.0,931000000.0,0.56,73000000.0,,487000000.0,1769000000.0,-1094000000.0,,,-94000000.0,,,,3641000000.0,-81000000.0,,,146000000.0,110000000.0,7275000000.0,50356000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,44575000000.0,,,12166000000.0,,0.0,35000000.0,,423000000.0,118000000.0,,2100000000.0,,851000000.0,50115000000.0,937000000.0,1094000000.0,,,,,,,239000000.0,239000000.0,,,,2106000000.0,,,,,,,,,,,,30704000000.0,,,,292000000.0,415000000.0,32000000.0,,,,-346000000.0,,,6272000000.0,0.55,,176000000.0,1302000000.0,-8000000.0,,88000000.0,,-186000000.0,,235000000.0,-1113000000.0,,,,,37061000000.0,,,,648000000.0,,,,,,,,,43000000.0,1531000000.0,,,,,,,-45000000.0,,315000000.0,-208000000.0,,,,,2032000000.0,-195000000.0,2499000000.0,0.0,,,,,257000000.0,292000000.0,,,,,,292000000.0,12802000000.0,,2194000000.0,-714000000.0,,425000000.0,34902000000.0,,,87000000.0,,,,1108000000.0,,-16446000000.0,,174000000.0,,,,,,,326000000.0,,5540000000.0,,,,,,,4793000000.0,1243000000.0,0.56,64000000.0,,467000000.0,1732000000.0,-1125000000.0,,,-95000000.0,,,,3593000000.0,272000000.0,,,88000000.0,112000000.0,6357000000.0,51348000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,45275000000.0,,,12915000000.0,,0.0,4000000.0,,428000000.0,136000000.0,,2070000000.0,,821000000.0,50868000000.0,1185000000.0,1401000000.0,,,,,,,364000000.0,364000000.0,,,,2155000000.0,,,,,,,,,,,,32047000000.0,,,,296000000.0,454000000.0,26000000.0,,,,-248000000.0,,,6724000000.0,0.84,,178000000.0,507000000.0,-1273000000.0,,70000000.0,,-188000000.0,,361000000.0,-1153000000.0,,,,,37483000000.0,,,,610000000.0,,,,,,,,,0.0,1210000000.0,,,,,,,-39000000.0,,237000000.0,-339000000.0,,,,,1961000000.0,-186000000.0,2575000000.0,0.0,,,,,292000000.0,296000000.0,,,,,,296000000.0,13133000000.0,,2100000000.0,453000000.0,,429000000.0,35650000000.0,,,100000000.0,,,,1259000000.0,,-16361000000.0,,141000000.0,,,,,,,464000000.0,,5593000000.0,,,,,,,4957000000.0,1278000000.0,0.84,93000000.0,,614000000.0,1993000000.0,-1142000000.0,,,-121000000.0,,,,3976000000.0,-160000000.0,,,390000000.0,15000000.0,5436000000.0,52011000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,4747000000.0,47328000000.0,830000000.0,154000000.0,12517000000.0,,,105000000.0,937000000.0,,167000000.0,-746000000.0,2020000000.0,,870000000.0,52449000000.0,937000000.0,7378000000.0,1067000000.0,751000000.0,,-4526000000.0,,,-9000000.0,-9000000.0,1693000000.0,1241000000.0,,2161000000.0,15040000000.0,-1189000000.0,,536000000.0,,,13074000000.0,736000000.0,,12517000000.0,401000000.0,32867000000.0,237000000.0,2272000000.0,52449000000.0,401000000.0,444000000.0,-14000000.0,,870000000.0,6256000000.0,-225000000.0,,401000000.0,6748000000.0,,,175000000.0,892000000.0,1247000000.0,,51000000.0,6000000.0,-190000000.0,,-13000000.0,-1167000000.0,2161000000.0,1133000000.0,,401000000.0,39123000000.0,,-4000000.0,32867000000.0,659000000.0,-101000000.0,659000000.0,4882000000.0,4042000000.0,37523000000.0,5121000000.0,,-112000000.0,91000000.0,736000000.0,2012000000.0,816000000.0,54167000000.0,,,513000000.0,10000000.0,2020000000.0,230000000.0,286000000.0,703000000.0,424000000.0,,,-3673000000.0,-101000000.0,-3548000000.0,0.0,-4624000000.0,,,70000000.0,296000000.0,401000000.0,1.92,47328000000.0,,-1744000000.0,,401000000.0,13074000000.0,,1241000000.0,-1381000000.0,-468000000.0,,37523000000.0,14000000.0,-24000000.0,-54000000.0,444000000.0,,,577000000.0,,-16644000000.0,830000000.0,49000000.0,,11075000000.0,,0.0,892000000.0,2272000000.0,-63000000.0,258000000.0,5121000000.0,3965000000.0,,,-16644000000.0,,648000000.0,4747000000.0,1430000000.0,,306000000.0,596000000.0,125000000.0,2012000000.0,-1263000000.0,,,-158000000.0,425000000.0,-40000000.0,1.92,3830000000.0,565000000.0,,39123000000.0,24000000.0,6000000.0,6256000000.0,54167000000.0,,6748000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,48170000000.0,,,11518000000.0,,0.0,-123000000.0,,434000000.0,-380000000.0,,2065000000.0,,831000000.0,53062000000.0,943000000.0,2667000000.0,,,,,,503000000.0,242000000.0,242000000.0,,,,2233000000.0,,,,,,,,,,,,32190000000.0,,,,278000000.0,389000000.0,28000000.0,,,,-364000000.0,,,6870000000.0,0.55,,176000000.0,1888000000.0,-18000000.0,,-56000000.0,,-191000000.0,,239000000.0,-1207000000.0,,,,,39238000000.0,,,,675000000.0,,,,,,,,,43000000.0,673000000.0,,,,,,,55000000.0,,363000000.0,209000000.0,,,,,503000000.0,-91000000.0,1005000000.0,0.0,,,,,401000000.0,278000000.0,,,,,,278000000.0,13572000000.0,,1043000000.0,-2000000.0,,435000000.0,38282000000.0,,,114000000.0,,,,1035000000.0,,-16961000000.0,,426000000.0,,,,,,,356000000.0,,4892000000.0,,,,,,,4784000000.0,869000000.0,0.55,31000000.0,,502000000.0,1486000000.0,-1249000000.0,,,215000000.0,,,,3672000000.0,-73000000.0,,,166000000.0,10000000.0,7048000000.0,55243000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,48882000000.0,,,11917000000.0,,0.0,3000000.0,,442000000.0,-682000000.0,,2092000000.0,,877000000.0,54324000000.0,1034000000.0,2624000000.0,,,,,,516000000.0,332000000.0,332000000.0,,,,2214000000.0,,,,,,,,,,,,32820000000.0,,,,281000000.0,475000000.0,24000000.0,,,,-422000000.0,,,6988000000.0,0.74,,177000000.0,2240000000.0,-8000000.0,,84000000.0,,-195000000.0,,328000000.0,-1264000000.0,,,,,40202000000.0,,,,689000000.0,,,,,,,,,-2000000.0,739000000.0,,,,,,,-86000000.0,,432000000.0,-231000000.0,,,,,516000000.0,-71000000.0,1152000000.0,0.0,,,,,278000000.0,281000000.0,,,,,,281000000.0,13870000000.0,,1155000000.0,-459000000.0,,443000000.0,39067000000.0,,,153000000.0,,,,1178000000.0,,-17353000000.0,,136000000.0,,,,,,,485000000.0,,5442000000.0,,,,,,,4909000000.0,590000000.0,0.74,74000000.0,,636000000.0,1373000000.0,-1272000000.0,,,677000000.0,,,,3776000000.0,-512000000.0,,,180000000.0,17000000.0,7382000000.0,56420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,49692000000.0,,,11918000000.0,,,0.0,,446000000.0,14000000.0,,2117000000.0,,852000000.0,55214000000.0,1099000000.0,3361000000.0,,,,,,523000000.0,164000000.0,164000000.0,,,,2272000000.0,,,,,,,,,,,,33310000000.0,,,,281000000.0,500000000.0,26000000.0,,,,-364000000.0,,,7275000000.0,0.36,,179000000.0,2241000000.0,3000000.0,,56000000.0,,-197000000.0,,161000000.0,-1342000000.0,,,,,40954000000.0,,,,673000000.0,,,,,,,,,25000000.0,865000000.0,,,,,,,-25000000.0,,357000000.0,-138000000.0,,,,,523000000.0,-70000000.0,814000000.0,0.0,,,,,281000000.0,281000000.0,,,,,,281000000.0,14008000000.0,,1303000000.0,0.0,,447000000.0,39757000000.0,,,-24000000.0,,,,842000000.0,,-17560000000.0,,162000000.0,,,,,,,140000000.0,,5522000000.0,,,,,,,4866000000.0,1374000000.0,0.36,287000000.0,,291000000.0,1663000000.0,-1360000000.0,,,-32000000.0,,,,4175000000.0,219000000.0,,,181000000.0,39000000.0,7644000000.0,57317000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,4742000000.0,49628000000.0,828000000.0,85000000.0,12717000000.0,,,15000000.0,1091000000.0,,-732000000.0,-782000000.0,2178000000.0,,892000000.0,55605000000.0,1091000000.0,3107000000.0,1096000000.0,1045000000.0,,-5107000000.0,,535000000.0,90000000.0,90000000.0,1762000000.0,1293000000.0,,2342000000.0,15598000000.0,-1604000000.0,,450000000.0,,,14342000000.0,1059000000.0,,12717000000.0,296000000.0,33518000000.0,268000000.0,2077000000.0,55605000000.0,296000000.0,454000000.0,-38000000.0,,892000000.0,7493000000.0,-454000000.0,,296000000.0,7823000000.0,,,183000000.0,2063000000.0,-18000000.0,,29000000.0,,-199000000.0,,86000000.0,-1294000000.0,2342000000.0,1619000000.0,,296000000.0,41011000000.0,,113000000.0,33518000000.0,1036000000.0,50000000.0,1036000000.0,3427000000.0,3888000000.0,41252000000.0,5977000000.0,,-105000000.0,19000000.0,1059000000.0,1612000000.0,814000000.0,59096000000.0,,,401000000.0,46000000.0,2178000000.0,467000000.0,8000000.0,715000000.0,444000000.0,,,535000000.0,50000000.0,868000000.0,0.0,-5207000000.0,,,40000000.0,281000000.0,296000000.0,1.83,49628000000.0,,-861000000.0,,296000000.0,14342000000.0,,1293000000.0,-400000000.0,1575000000.0,,41252000000.0,-41000000.0,-10000000.0,25000000.0,454000000.0,,,833000000.0,,-17844000000.0,828000000.0,321000000.0,,11759000000.0,,0.0,2063000000.0,2077000000.0,115000000.0,-1780000000.0,5977000000.0,3839000000.0,,,-17844000000.0,,1075000000.0,4742000000.0,594000000.0,,58000000.0,-1003000000.0,333000000.0,1612000000.0,-1326000000.0,,,715000000.0,445000000.0,-152000000.0,1.83,3975000000.0,-637000000.0,,41011000000.0,548000000.0,,7493000000.0,59096000000.0,,7823000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,50095000000.0,,,13965000000.0,,,-188000000.0,,459000000.0,-426000000.0,,2169000000.0,,862000000.0,55987000000.0,877000000.0,2869000000.0,,,,,,538000000.0,230000000.0,230000000.0,,,,2351000000.0,,,,,,,,,,,,34908000000.0,,,,108000000.0,392000000.0,19000000.0,,,,-536000000.0,,,7838000000.0,0.49,,185000000.0,930000000.0,27000000.0,,31000000.0,,-202000000.0,,227000000.0,-1189000000.0,,,,,41055000000.0,,,,1017000000.0,,,,,,,,,14000000.0,946000000.0,,,,,,,62000000.0,,530000000.0,321000000.0,,,,,538000000.0,55000000.0,1022000000.0,0.0,,,,,296000000.0,108000000.0,,,,,,108000000.0,14680000000.0,,1072000000.0,-1149000000.0,,460000000.0,41817000000.0,,,91000000.0,,,,1044000000.0,,-18209000000.0,,302000000.0,,,,,,,321000000.0,,5892000000.0,,,,,,,4756000000.0,771000000.0,0.49,34000000.0,,484000000.0,1526000000.0,-1197000000.0,,,230000000.0,,,,3891000000.0,-46000000.0,,,15000000.0,,6147000000.0,60026000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,50828000000.0,,,13966000000.0,,,24000000.0,,467000000.0,-614000000.0,,2151000000.0,,865000000.0,57025000000.0,1009000000.0,2877000000.0,,,,,,557000000.0,271000000.0,271000000.0,,,,2428000000.0,,,,,,,,,,,,35096000000.0,,,,132000000.0,461000000.0,43000000.0,,,,-337000000.0,,,7874000000.0,0.57,,188000000.0,1452000000.0,17000000.0,,-132000000.0,,-206000000.0,,267000000.0,-1104000000.0,,,,,41745000000.0,,,,1008000000.0,,,,,,,,,9000000.0,764000000.0,,,,,,,-69000000.0,,347000000.0,-351000000.0,,,,,557000000.0,44000000.0,1075000000.0,0.0,,,,,108000000.0,132000000.0,,,,,,132000000.0,15028000000.0,,1161000000.0,0.0,,469000000.0,42483000000.0,,,104000000.0,,,,1120000000.0,,-18530000000.0,,287000000.0,,,,,,,375000000.0,,6197000000.0,,,,,,,4808000000.0,509000000.0,0.57,59000000.0,,518000000.0,1544000000.0,-1123000000.0,,,619000000.0,,,,3952000000.0,-414000000.0,,,36000000.0,,6649000000.0,61013000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,51813000000.0,,,14555000000.0,,,7000000.0,,472000000.0,433000000.0,,2278000000.0,,149000000.0,57884000000.0,1121000000.0,3203000000.0,,,,,,671000000.0,814000000.0,814000000.0,,,,2399000000.0,,,,,,,,,,,,36127000000.0,,,,139000000.0,497000000.0,36000000.0,,,,-192000000.0,,,8032000000.0,1.71,,174000000.0,426000000.0,-4000000.0,,44000000.0,,-209000000.0,,811000000.0,-1168000000.0,,,,,41853000000.0,,,,932000000.0,,,,,,,,,86000000.0,690000000.0,,,,,,,-36000000.0,,182000000.0,-147000000.0,,,,,671000000.0,26000000.0,1736000000.0,0.0,,,,,132000000.0,139000000.0,,,,,,139000000.0,15779000000.0,,1192000000.0,-789000000.0,,474000000.0,43172000000.0,,,115000000.0,,,,1774000000.0,,-18717000000.0,,154000000.0,,,,,,,929000000.0,,6071000000.0,,,,,,,5403000000.0,1677000000.0,1.72,93000000.0,,1065000000.0,1874000000.0,-1244000000.0,,,-502000000.0,,,,4939000000.0,-59000000.0,,,158000000.0,,5726000000.0,61889000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,5316000000.0,53738000000.0,1450000000.0,117000000.0,15050000000.0,,,12000000.0,960000000.0,,-549000000.0,-828000000.0,2218000000.0,,197000000.0,60127000000.0,960000000.0,3258000000.0,1795000000.0,802000000.0,,-4714000000.0,,667000000.0,135000000.0,135000000.0,2450000000.0,1244000000.0,,2421000000.0,17090000000.0,-1334000000.0,,302000000.0,,,15748000000.0,887000000.0,,15050000000.0,151000000.0,38207000000.0,345000000.0,2433000000.0,60127000000.0,151000000.0,476000000.0,-28000000.0,,197000000.0,5920000000.0,-269000000.0,,151000000.0,8513000000.0,,,187000000.0,633000000.0,2000000.0,,-4000000.0,,-211000000.0,,131000000.0,-1253000000.0,2421000000.0,1336000000.0,,151000000.0,44127000000.0,,-61000000.0,38207000000.0,963000000.0,11000000.0,963000000.0,3677000000.0,4962000000.0,43941000000.0,6389000000.0,,-145000000.0,8000000.0,887000000.0,1846000000.0,1436000000.0,63062000000.0,,,296000000.0,21000000.0,2218000000.0,277000000.0,190000000.0,734000000.0,468000000.0,,,667000000.0,11000000.0,1050000000.0,0.0,-4833000000.0,,,70000000.0,139000000.0,151000000.0,3.07,53738000000.0,,-1732000000.0,,151000000.0,15748000000.0,,1244000000.0,206000000.0,892000000.0,,43941000000.0,42000000.0,-22000000.0,35000000.0,476000000.0,,,1024000000.0,,-19121000000.0,1450000000.0,59000000.0,,12207000000.0,,0.0,633000000.0,2433000000.0,170000000.0,-1156000000.0,6389000000.0,4883000000.0,,,-19121000000.0,,690000000.0,5316000000.0,720000000.0,,116000000.0,-1198000000.0,383000000.0,1846000000.0,-1269000000.0,,,545000000.0,470000000.0,13000000.0,3.06,4308000000.0,-679000000.0,,44127000000.0,481000000.0,,5920000000.0,63062000000.0,,8513000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,54521000000.0,,,15051000000.0,,0.0,-6000000.0,,477000000.0,-111000000.0,,2309000000.0,,150000000.0,60547000000.0,905000000.0,3197000000.0,,,,,,631000000.0,34000000.0,34000000.0,,,,2526000000.0,,,,,,,,,,,,38439000000.0,,,,145000000.0,418000000.0,58000000.0,,,,-505000000.0,,,8626000000.0,0.06,,189000000.0,856000000.0,23000000.0,,-46000000.0,,-211000000.0,,31000000.0,-1272000000.0,,,,,44592000000.0,,,,1048000000.0,,,,,,,,,7000000.0,873000000.0,,,,,,,58000000.0,,417000000.0,236000000.0,,,,,631000000.0,-6000000.0,702000000.0,0.0,,,,,151000000.0,145000000.0,,,,,,145000000.0,15703000000.0,,1007000000.0,0.0,,481000000.0,44441000000.0,,,-93000000.0,,,,761000000.0,,-19534000000.0,,151000000.0,,,,,,,-59000000.0,,6026000000.0,,,,,,,5126000000.0,1080000000.0,0.06,77000000.0,,71000000.0,2110000000.0,-1191000000.0,,,186000000.0,,,,3899000000.0,225000000.0,,,113000000.0,,6153000000.0,63975000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,55185000000.0,,,15544000000.0,,,104000000.0,,480000000.0,-440000000.0,,2307000000.0,,203000000.0,61631000000.0,1049000000.0,2879000000.0,,,,,,651000000.0,406000000.0,406000000.0,,,,2504000000.0,,,,,,,,,,,,39058000000.0,,,,249000000.0,456000000.0,18000000.0,,,,-374000000.0,,,8732000000.0,0.83,,192000000.0,1016000000.0,7000000.0,,124000000.0,,-213000000.0,,402000000.0,-1214000000.0,,,,,45360000000.0,,,,1101000000.0,,,,,,,,,17000000.0,721000000.0,,,,,,,-38000000.0,,362000000.0,-477000000.0,,,,,651000000.0,-6000000.0,1338000000.0,0.0,,,,,145000000.0,249000000.0,,,,,,249000000.0,16019000000.0,,1178000000.0,-300000000.0,,483000000.0,45010000000.0,,,110000000.0,,,,1359000000.0,,-19962000000.0,,101000000.0,,,,,,,516000000.0,,6446000000.0,,,,,,,5308000000.0,779000000.0,0.84,147000000.0,,687000000.0,2123000000.0,-1219000000.0,,,539000000.0,,,,4217000000.0,-531000000.0,,,106000000.0,,6302000000.0,64972000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,55858000000.0,,,15545000000.0,,,-95000000.0,,486000000.0,-169000000.0,,2306000000.0,,140000000.0,61989000000.0,1194000000.0,3352000000.0,,,,,,653000000.0,310000000.0,310000000.0,,,,2417000000.0,,,,,,,,,,,,39061000000.0,,,,154000000.0,471000000.0,24000000.0,,,,-245000000.0,,,8773000000.0,0.63,,194000000.0,881000000.0,-17000000.0,,17000000.0,,-214000000.0,,307000000.0,-1248000000.0,,,,,45169000000.0,,,,1113000000.0,,,,,,,,,5000000.0,802000000.0,,,,,,,-15000000.0,,244000000.0,-81000000.0,,,,,653000000.0,-6000000.0,1198000000.0,0.0,,,,,249000000.0,154000000.0,,,,,,154000000.0,16568000000.0,,1286000000.0,0.0,,489000000.0,45647000000.0,,,67000000.0,,,,1224000000.0,,-20174000000.0,,437000000.0,,,,,,,377000000.0,,6131000000.0,,,,,,,5391000000.0,1083000000.0,0.63,213000000.0,,545000000.0,2111000000.0,-1252000000.0,,,70000000.0,,,,4550000000.0,-134000000.0,,,41000000.0,,6108000000.0,65821000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
