,annualBeginningCashPosition,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingOperatingExpense,trailingCapitalExpenditure,quarterlyBasicAverageShares,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,annualGrossPPE,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyChangeInAccountPayable,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyOperatingExpense,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTaxProvision,quarterlyTaxProvision,quarterlyRepaymentOfDebt,annualCurrentDebt,annualStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyEbitda,annualGrossProfit,quarterlyPretaxIncome,quarterlyNetPPE,trailingTaxProvision,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,annualInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOperatingIncome,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,annualFreeCashFlow,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,annualChangeInInventory,annualOperatingExpense,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyTotalRevenue,trailingFreeCashFlow,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualLongTermDebt,annualCashDividendsPaid,annualPretaxIncome,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,trailingPretaxIncome,annualAccountsReceivable,annualNetIncome,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualInvestingCashFlow,quarterlyInventory,annualRetainedEarnings,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualBasicEPS,trailingStockBasedCompensation,quarterlyGoodwill,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualTotalRevenue,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingOtherIncomeExpense,quarterlyInvestingCashFlow,annualDilutedAverageShares,quarterlyEndCashPosition,annualEndCashPosition,trailingOperatingIncome,annualCurrentLiabilities,annualNetPPE,quarterlyBasicEPS,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherShortTermInvestments,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,annualOtherIncomeExpense,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualChangeInAccountPayable,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualAccountsPayable,annualEbitda,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlyOtherNonCurrentAssets,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualIncomeTaxPayable,trailingChangeInInventory,trailingChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1199059200,,,-37113000.0,,,0.0,,,,,24289000.0,,,,,,,168145238.0,,,,,,4777236000.0,90523000.0,187917000.0,756495000.0,634923000.0,,,,318961000.0,,5487000.0,,,,,318961000.0,,,,,84307000.0,,,,,394932000.0,,296170000.0,1804979000.0,,4965631000.0,,,,,,6532000.0,,315962000.0,,,-11191000.0,,,1.23,,,,-80034000.0,4494690000.0,,,2496488000.0,,3621580000.0,2829060000.0,,204700000.0,-62258000.0,,281099000.0,-2689711000.0,,,,1151469000.0,,0.0,,,,,,,,,9217506000.0,1745683000.0,2194137000.0,874935000.0,,,9733000.0,674110000.0,,,,,,,1943782000.0,,,1477267000.0,,172246341.0,211863000.0,211863000.0,,,2669678000.0,,,6224000.0,,,118203000.0,,,211863000.0,,,-474244000.0,,197650000.0,,,,,1.26,-35323000.0,,,,,,,,78970000.0,,,197650000.0,,26016000.0,197650000.0,865058000.0,,,20099000.0,,142442000.0,,,627702000.0,5595926000.0,,,,,4440270000.0,,493567000.0,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,7050000.0,,,0.0,,,,,183245000.0,,,,,,,168053289.0,,,,,,5118993000.0,90523000.0,197650000.0,879169000.0,735321000.0,,,,347022000.0,,-853000.0,,,,,347022000.0,,,,,102353000.0,,,,,464833000.0,,357794000.0,1861893000.0,,5181323000.0,,,,,,7848000.0,,388299000.0,,,-810000.0,,,1.49,,,,56589000.0,4638856000.0,,,2487286000.0,,3872174000.0,3182537000.0,,390171000.0,-69430000.0,,-336510000.0,-2776963000.0,,,,1189736000.0,,0.0,,,,,,,,,9609177000.0,1985894000.0,2447216000.0,986949000.0,,,-15516000.0,673085000.0,,,,,,,2002898000.0,,,1488799000.0,,171436913.0,255441000.0,255441000.0,,,2652727000.0,,,-4965000.0,,,140077000.0,,,255441000.0,,,-72369000.0,,182134000.0,,,,,1.52,-35210000.0,,,,,,,,76534000.0,,,182134000.0,,25540000.0,182134000.0,621168000.0,,,-45319000.0,,320741000.0,,,724607000.0,5737003000.0,,,,,4490184000.0,,497776000.0,,,,,,,,,,,,,,,,,,,,,,
1214784000,172706000.0,,30450000.0,4095625000.0,,0.0,,98996000.0,-63341000.0,546006000.0,114803000.0,,949466000.0,,-33933000.0,,,,-2801556000.0,,1364082000.0,4728078000.0,,5258971000.0,90523000.0,182134000.0,961886000.0,771330000.0,,153343000.0,1102506000.0,373138000.0,0.0,4098000.0,,-280327000.0,,,373138000.0,90523000.0,0.0,9339072000.0,377058000.0,102253000.0,,118864000.0,,27640000.0,493236000.0,2806533000.0,354818000.0,1926522000.0,,5387836000.0,,1494694000.0,,,6291229000.0,7013000.0,39095000.0,398192000.0,,,-18480000.0,5127883000.0,162678000.0,,1036283000.0,,,115337000.0,4728078000.0,-53556000.0,1364082000.0,2183256000.0,,4095625000.0,3346752000.0,,452838000.0,-92155000.0,949466000.0,215198000.0,-2801556000.0,1952452000.0,-142260000.0,1326524000.0,1952452000.0,168285487.0,0.0,,,2046726000.0,949466000.0,,10386854000.0,,2798092000.0,10386854000.0,2046726000.0,2575422000.0,1102506000.0,,,143915000.0,829497000.0,,5258971000.0,44947000.0,,,,2944627000.0,33406000.0,-1170800000.0,1494694000.0,5387836000.0,,252565000.0,252565000.0,5.64,,2798092000.0,,326724000.0,-18355000.0,12145605000.0,,162678000.0,,,252565000.0,1222000.0,,-527508000.0,171643835.0,326048000.0,326048000.0,,2183256000.0,1926522000.0,,-35183000.0,,,1442451000.0,,-16931000.0,,1020609000.0,95044000.0,1316610000.0,2944627000.0,326048000.0,,25019000.0,326048000.0,118864000.0,961886000.0,1769175000.0,27640000.0,829497000.0,360683000.0,-584603000.0,,1020609000.0,6291229000.0,114803000.0,326048000.0,326048000.0,544000.0,5127883000.0,5.53,546006000.0,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,-89651000.0,,,0.0,,,-413959000.0,,-234348000.0,,,,,,,164415418.0,,,,,,4743868000.0,90523000.0,326048000.0,836873000.0,727466000.0,,,,332683000.0,,-8004000.0,,,,,332683000.0,,,,,106553000.0,,,,,480949000.0,,356729000.0,1855830000.0,,5595284000.0,532000.0,,,,,20655000.0,,394783000.0,,,7622000.0,,,1.5,,,,-59196000.0,4593809000.0,,,2542627000.0,,4157118000.0,3064688000.0,,307347000.0,-98273000.0,,109859000.0,-2737979000.0,,,,1878933000.0,,0.0,,,,,,,,,10132556000.0,1821681000.0,2337222000.0,1027864000.0,,,282279000.0,801992000.0,,,,,,,2846061000.0,,,1506793000.0,,166913216.0,250176000.0,250176000.0,,,2625761000.0,,,-9958000.0,,,165136000.0,,,250176000.0,,,-110928000.0,,608327000.0,,,,,1.52,-41109000.0,,,,,,,,86166000.0,,,608327000.0,,28096000.0,608327000.0,677890000.0,,,2837000.0,,209074000.0,,,986759000.0,5975438000.0,,,,,5388688000.0,,507088000.0,,,,,,,,,,,,,,,,,,,,,,
1230681600,,,34796000.0,,,0.0,,,-20001000.0,,-500561000.0,,,,,,,160839120.0,,,,,,4581681000.0,90523000.0,608327000.0,751942000.0,567206000.0,,,,337183000.0,,5031000.0,,,,,337183000.0,,,,,42472000.0,,,,,319742000.0,,197873000.0,1888023000.0,,5709795000.0,437000.0,,,,,7796000.0,,230023000.0,,,-552000.0,,,0.96,,,,-116211000.0,4609086000.0,,,2667699000.0,,3678608000.0,2688656000.0,,137168000.0,-76118000.0,,290158000.0,-2721063000.0,,,,1882693000.0,,0.0,,,,,,,,,10115191000.0,1682338000.0,2121450000.0,893645000.0,,,-346337000.0,766987000.0,,,,,,,2865811000.0,,,1519651000.0,,161755586.0,155401000.0,155401000.0,,,2884187000.0,,,-1843000.0,,,216131000.0,,,155401000.0,,,-761014000.0,,261990000.0,,,,,0.97,-40222000.0,,,,,,,,89719000.0,,,261990000.0,,30307000.0,261990000.0,1022112000.0,,,74000.0,,61050000.0,,,1236724000.0,6436583000.0,,,,,5533510000.0,,427649000.0,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,148069000.0,,,0.0,,,-8840000.0,,-628326000.0,,,,,,,160529032.0,,,,,,4468652000.0,90523000.0,261990000.0,658775000.0,436106000.0,,,,317992000.0,,5659000.0,,,,,317992000.0,,,,,9113000.0,,,,,179380000.0,,62535000.0,1828520000.0,,5720650000.0,,,,,,6835000.0,,118114000.0,,,-9513000.0,,,0.33,,,,138178000.0,4547795000.0,,,2306529000.0,,3311464000.0,2344713000.0,,271579000.0,-51804000.0,,-318865000.0,-2719275000.0,,,,1849286000.0,,0.0,,,,,,,,,9567510000.0,1532232000.0,1908607000.0,899895000.0,,,-95442000.0,281797000.0,,,,,,,2792329000.0,,,1335186000.0,,161011156.0,53422000.0,53422000.0,,,2808724000.0,,,-27186000.0,,,202242000.0,,,53422000.0,,,-46221000.0,,166548000.0,,,,,0.33,-40127000.0,,,,,,,,88452000.0,,,166548000.0,,28393000.0,166548000.0,747859000.0,,,589000.0,,219775000.0,,,1242330000.0,6256046000.0,,,,,5098858000.0,,376472000.0,,,,,,,,,,,,,,,,,,,,,,
1246320000,326048000.0,598065000.0,125381000.0,3123781000.0,,0.0,,112071000.0,-5000000.0,674628000.0,-831593000.0,165707000.0,508515000.0,,-13048000.0,,,,-2824506000.0,,1290379000.0,4705060000.0,-20671000.0,4279625000.0,90523000.0,166548000.0,649718000.0,396889000.0,-24779000.0,-138437000.0,874569000.0,302521000.0,0.0,865000.0,,-270733000.0,,,302521000.0,90523000.0,0.0,8181348000.0,172939000.0,14801000.0,147000.0,481467000.0,,3692000.0,182992000.0,2127667000.0,64317000.0,1880554000.0,,5722038000.0,,1254550000.0,,,6732121000.0,11929000.0,227323000.0,94368000.0,-722635000.0,,-10605000.0,5576277000.0,183457000.0,,858459000.0,,-2082000.0,264552000.0,4705060000.0,218595000.0,1290379000.0,2005754000.0,,3123781000.0,2210958000.0,,413098000.0,-44538000.0,508515000.0,-355500000.0,-2824506000.0,1839705000.0,-161575000.0,681454000.0,1839705000.0,161564111.0,0.0,,,1417305000.0,508515000.0,,9855902000.0,,2903077000.0,9855902000.0,1417305000.0,1814069000.0,874569000.0,,,21063000.0,314090000.0,,4279625000.0,47215000.0,,674628000.0,,3570523000.0,,-960831000.0,1254550000.0,5722038000.0,,49516000.0,49516000.0,3.15,,2903077000.0,,357737000.0,-4776000.0,10309015000.0,,183457000.0,,,49516000.0,-274348000.0,,-42668000.0,162719148.0,187611000.0,187611000.0,,2005754000.0,1880554000.0,,-40117000.0,,,837288000.0,,-43763000.0,,1273862000.0,93400000.0,1129192000.0,3570523000.0,187611000.0,-304863000.0,25275000.0,187611000.0,481467000.0,649718000.0,1151262000.0,192000.0,314090000.0,368560000.0,-447800000.0,674628000.0,1273862000.0,6732121000.0,-831593000.0,187611000.0,187611000.0,3551000.0,5576277000.0,3.13,0.0,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,17863000.0,,,0.0,,,-5000000.0,,-696200000.0,-2682000.0,,,,,,160629291.0,,,,,,4481984000.0,90523000.0,187611000.0,659764000.0,436220000.0,110000.0,,,301843000.0,,-1334000.0,,,,,301843000.0,,,,,40059000.0,-197958000.0,,,,232715000.0,,114029000.0,1891438000.0,,5747734000.0,,,,26436000.0,,4135000.0,,134377000.0,,,-16011000.0,,,0.45,,,0.0,88985000.0,4810205000.0,,,1835337000.0,,3133491000.0,2237165000.0,,260053000.0,-30099000.0,,-238696000.0,-2918767000.0,,,,1855531000.0,,0.0,,,,,,,,,9937173000.0,1452494000.0,1800945000.0,871490000.0,,,2238000.0,233270000.0,,,,,,,3532223000.0,,,1266319000.0,,162040785.0,73493000.0,73970000.0,,,2964321000.0,,,5375000.0,,,187907000.0,,,73493000.0,,,-27011000.0,,189849000.0,,,,,0.46,-40171000.0,,,,,,,,92963000.0,,,189849000.0,,25723000.0,189849000.0,304083000.0,,,886000.0,,229954000.0,,,1276049000.0,6803682000.0,,,,,5367560000.0,,671874000.0,,,,,,,,,,,,,,,,,,,,,,
1262217600,,,27004000.0,,,0.0,,,-5000000.0,,-705524000.0,76524000.0,,,,,,160767790.0,,,,,,4552027000.0,90523000.0,189849000.0,692721000.0,485227000.0,36412000.0,,,309840000.0,,-12976000.0,,,,,309840000.0,,,,,37272000.0,-203912000.0,,,,264238000.0,,142235000.0,1842750000.0,,5808915000.0,,,,10624000.0,,32925000.0,,175387000.0,,,-23154000.0,,,0.64,,,0.0,146054000.0,4785143000.0,,,1916038000.0,,3058498000.0,2354708000.0,,346197000.0,-31133000.0,,-245573000.0,-2942393000.0,,,,1554088000.0,,0.0,,,,,,,,,9794189000.0,1368449000.0,1869481000.0,833602000.0,,,44050000.0,241526000.0,,,,,,,3240365000.0,,,1232979000.0,,162744788.0,104546000.0,104963000.0,,,2948304000.0,,,-8123000.0,,,186493000.0,,,104546000.0,,,-42866000.0,,233899000.0,,,,,0.65,-40192000.0,,,,,,,,96974000.0,,,233899000.0,,25029000.0,233899000.0,389715000.0,,,603000.0,,315064000.0,,,1254982000.0,6735691000.0,,,,,5156403000.0,,689655000.0,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,19161000.0,,,0.0,,,-4915000.0,,-780185000.0,-213983000.0,,,,,,160931123.0,,,,,,4609629000.0,90523000.0,233899000.0,785244000.0,552372000.0,101023000.0,,,316069000.0,,2126000.0,,,,,316069000.0,,,,,52013000.0,-10563000.0,,,,320422000.0,,206393000.0,1782426000.0,,5917136000.0,,,,11085000.0,,11085000.0,,236303000.0,,,30022000.0,,,0.94,,,-5451000.0,-55737000.0,4698152000.0,,,2071975000.0,,3354328000.0,2614823000.0,,235147000.0,-29630000.0,,-50058000.0,-2915726000.0,,,,1535905000.0,,0.0,,,,,,,,,9858248000.0,1563150000.0,2062451000.0,920047000.0,,,146662000.0,226266000.0,,,,,,,3090729000.0,,,1196558000.0,,163632703.0,153863000.0,154380000.0,,,2882709000.0,,,-3959000.0,,,177512000.0,,,153863000.0,,,-34566000.0,,380561000.0,,,,,0.96,-40423000.0,,,,,,,,88078000.0,,,380561000.0,,25951000.0,380561000.0,366684000.0,,,1530000.0,,205517000.0,,,1207440000.0,6503920000.0,,,,,5162704000.0,,631345000.0,,,,,,,,,,,,,,,,,,,,,,
1277856000,187611000.0,-220349000.0,-10166000.0,3588796000.0,,0.0,,103599000.0,-10084000.0,687320000.0,-1208561000.0,-80208000.0,554065000.0,,-17353000.0,,,,-2856116000.0,,1277080000.0,4553997000.0,-489556000.0,4367965000.0,90523000.0,380561000.0,888743000.0,672280000.0,121891000.0,387915000.0,776527000.0,349328000.0,0.0,-11245000.0,,-129222000.0,,,349328000.0,90523000.0,0.0,7847067000.0,198452000.0,69108000.0,-77123000.0,363272000.0,59318000.0,13698000.0,403550000.0,2146099000.0,292160000.0,1697881000.0,,6086545000.0,,1171655000.0,,11173000.0,6321586000.0,11173000.0,248940000.0,322952000.0,-5451000.0,,-8210000.0,5450982000.0,135321000.0,,1089600000.0,,0.0,69638000.0,4553997000.0,53862000.0,1277080000.0,2204891000.0,,3588796000.0,2786470000.0,,377425000.0,-38360000.0,556365000.0,-115669000.0,-2856116000.0,1413634000.0,-162739000.0,754817000.0,1413634000.0,160909655.0,0.0,,,1599941000.0,554065000.0,,9910382000.0,,2786334000.0,9910382000.0,1599941000.0,2114190000.0,776527000.0,,,194965000.0,196208000.0,,4367965000.0,51008000.0,,687320000.0,,3246091000.0,,-146173000.0,1171655000.0,6086545000.0,,222163000.0,223052000.0,3.44,,2786334000.0,,362509000.0,-3896000.0,9993166000.0,,135321000.0,,,222163000.0,-649996000.0,,-41730000.0,162901717.0,575526000.0,575526000.0,,2204891000.0,1697881000.0,,-41953000.0,,,869019000.0,,-10603000.0,,1150051000.0,84494000.0,1218822000.0,3246091000.0,575526000.0,259436000.0,26896000.0,575526000.0,363272000.0,888743000.0,1220925000.0,10679000.0,196208000.0,339065000.0,-24999000.0,687320000.0,1150051000.0,6321586000.0,-1208561000.0,575526000.0,575526000.0,-23429000.0,5450982000.0,3.4,0.0,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,-68538000.0,,,0.0,,,-10000000.0,,-910884000.0,-20281000.0,,,,,,161272536.0,,,,,,4894945000.0,90523000.0,575526000.0,953259000.0,691399000.0,33863000.0,,,333584000.0,,-318000.0,,,,,333584000.0,,,,,87334000.0,-599000.0,,,,445983000.0,,336364000.0,1770983000.0,,6284148000.0,,,,29242000.0,,68000000.0,,357815000.0,,,31033000.0,,,1.51,,,-8129000.0,-279136000.0,4765948000.0,,,2282104000.0,,4147596000.0,2829273000.0,,122880000.0,-52690000.0,,246999000.0,-2994965000.0,,,,1745812000.0,,0.0,,,,,,,,,10709721000.0,1694313000.0,2137874000.0,937542000.0,,,348310000.0,212332000.0,,,,,,,3435040000.0,,,1295137000.0,,164107220.0,247171000.0,249030000.0,,,2915602000.0,,,-3182000.0,,,149701000.0,,,247171000.0,,,-58968000.0,,923836000.0,,,,,1.53,-43648000.0,,,,,,,,84986000.0,,,923836000.0,,24633000.0,923836000.0,391303000.0,,,3110000.0,,70190000.0,,,1180021000.0,6562125000.0,,,,,5717144000.0,,695519000.0,,,,,,,,,,,,,,,,,,,,,,
1293753600,,,-61102000.0,,,0.0,,,-20000000.0,,-881688000.0,46890000.0,,,,,,161701219.0,,,,,,5113261000.0,90523000.0,923836000.0,960567000.0,670936000.0,6628000.0,,,345679000.0,,-9051000.0,,,,,345679000.0,,,,,74432000.0,-275442000.0,,,,417188000.0,,306250000.0,1764558000.0,,6449601000.0,,,,12089000.0,,-26669000.0,,325257000.0,,,88000.0,,,1.39,,,-35230000.0,-40475000.0,4785167000.0,,,1940868000.0,,4043940000.0,2866664000.0,,285277000.0,-57105000.0,,-313370000.0,-3020609000.0,,,,1742464000.0,,0.0,,,,,,,,,10618844000.0,1514440000.0,2195728000.0,879008000.0,,,-115100000.0,241957000.0,,,,,,,3463383000.0,,,1361457000.0,,166101535.0,230180000.0,231818000.0,,,2910729000.0,,,6624000.0,,,150069000.0,,,230180000.0,,,-86312000.0,,808736000.0,,,,,1.42,-47259000.0,,,,,,,,85307000.0,,,808736000.0,,25631000.0,808736000.0,101293000.0,,,15447000.0,,228172000.0,,,1178912000.0,6574904000.0,,,,,5404251000.0,,720705000.0,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,-4616000.0,,,0.0,,,-26235000.0,,-737407000.0,-282282000.0,,,,,,162160426.0,,,,,,5481908000.0,90523000.0,808736000.0,1085126000.0,777020000.0,109470000.0,,,375069000.0,,1118000.0,,,,,375069000.0,,,,,108069000.0,-612000.0,,,,498168000.0,,389717000.0,1788377000.0,,6664687000.0,,,,15461000.0,,15461000.0,,401951000.0,,,-23564000.0,,,1.68,,,-16868000.0,44441000.0,4878012000.0,,,2340420000.0,,4691329000.0,3240103000.0,,391776000.0,-48660000.0,,-57302000.0,-3089635000.0,,,,1683731000.0,,0.0,,,,,,,,,11376862000.0,1950980000.0,2463083000.0,1082061000.0,,,299219000.0,267285000.0,,,,,,,3452713000.0,,,1390862000.0,,166690347.0,279589000.0,281648000.0,,,2976232000.0,,,-12385000.0,,,159777000.0,,,279589000.0,,,-57835000.0,,1107955000.0,,,,,1.72,-51999000.0,,,,,,,,83832000.0,,,1107955000.0,,24619000.0,1107955000.0,173233000.0,,,18894000.0,,343116000.0,,,1191072000.0,6685533000.0,,,,,5793133000.0,,729852000.0,,,,,,,,,,,,,,,,,,,,,,
1309392000,575526000.0,-259752000.0,-4806000.0,4305256000.0,,0.0,,99704000.0,-636861000.0,597532000.0,-450990000.0,-4079000.0,1049130000.0,,20715000.0,,,,-3147556000.0,,1467773000.0,4944735000.0,-376966000.0,5383854000.0,90523000.0,1107955000.0,1173851000.0,819058000.0,78203000.0,81940000.0,674878000.0,413441000.0,0.0,-1455000.0,,-207294000.0,,,413441000.0,90523000.0,0.0,9387457000.0,356571000.0,86736000.0,-100313000.0,75271000.0,73238000.0,42823000.0,491886000.0,2958413000.0,381390000.0,1797179000.0,,6891407000.0,,1412153000.0,,16446000.0,6581549000.0,16446000.0,-326730000.0,405617000.0,-60227000.0,,13158000.0,5398469000.0,160035000.0,,959639000.0,,0.0,-51560000.0,4944735000.0,-139062000.0,1467773000.0,2391043000.0,,4305256000.0,3409830000.0,,367000000.0,-48839000.0,1057150000.0,-792105000.0,-3147556000.0,1691086000.0,-206084000.0,1413721000.0,1691086000.0,161125869.0,0.0,,,1769665000.0,1049130000.0,,10886805000.0,,3009116000.0,10886805000.0,1769665000.0,2590772000.0,674878000.0,,,-450489000.0,293367000.0,,5383854000.0,23475000.0,,597532000.0,,3007426000.0,,-244938000.0,1412153000.0,6891407000.0,,292190000.0,294654000.0,6.51,,3009116000.0,,339800000.0,44976000.0,12345870000.0,,160035000.0,,,292190000.0,-915778000.0,,-41823000.0,164798221.0,657466000.0,657466000.0,,2391043000.0,1797179000.0,,-63178000.0,,,1490640000.0,,22785000.0,,1177722000.0,85675000.0,1166933000.0,3007426000.0,657466000.0,228164000.0,24821000.0,657466000.0,75271000.0,1173851000.0,1853225000.0,5372000.0,293367000.0,318161000.0,-693096000.0,597532000.0,1177722000.0,6581549000.0,-450990000.0,657466000.0,657466000.0,-9706000.0,5398469000.0,6.37,0.0,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,-92648000.0,,,0.0,,,-293545000.0,,-723525000.0,31735000.0,,,,,,152439026.0,,,,,,5017264000.0,90523000.0,657466000.0,1120339000.0,819439000.0,-22845000.0,,,386466000.0,,181000.0,,,,,386466000.0,,,,,113427000.0,-237000.0,,,,519638000.0,,411585000.0,1712870000.0,,7128179000.0,,,,27898000.0,,-5873000.0,,432973000.0,,,-4094000.0,,,1.91,,,-87299000.0,-95519000.0,4803969000.0,,,2235709000.0,,3999334000.0,3233881000.0,,309496000.0,-43989000.0,,-354147000.0,-3091099000.0,,,,1668600000.0,,0.0,,,,,,,,,10321590000.0,1684182000.0,2414442000.0,702028000.0,,,-233112000.0,309195000.0,,,,,589285000.0,,2972393000.0,,,1456078000.0,,155429408.0,297018000.0,298158000.0,,,2904201000.0,,,1833000.0,,,149022000.0,,,297018000.0,,,-125447000.0,,424354000.0,,,,,1.95,-63004000.0,,,,,,,,84832000.0,,,424354000.0,,23221000.0,424354000.0,78547000.0,,,1554000.0,,265507000.0,,,1115900000.0,6322256000.0,,,,,5208102000.0,,589285000.0,,,,,,,,,,,,,,,,,,,,,,
1325289600,,,-5225000.0,,,0.0,,,-19999000.0,,-765350000.0,38650000.0,,,,,,150960202.0,,,,,,5158126000.0,90523000.0,424354000.0,1069503000.0,725510000.0,-44199000.0,,,368690000.0,,-14679000.0,,,,,368690000.0,,,,,96604000.0,-956000.0,,,,442015000.0,,338947000.0,1691162000.0,,7311219000.0,,,,16564000.0,,-10144000.0,,356820000.0,,,-15809000.0,,,1.56,,,-3246000.0,-74142000.0,4793516000.0,,,2120109000.0,,4043023000.0,3106832000.0,,253920000.0,-52908000.0,,-74720000.0,-3102354000.0,,,,1659434000.0,,0.0,,,,,,,,,10327584000.0,1603055000.0,2381322000.0,644970000.0,,,63630000.0,306371000.0,,,,,613210000.0,,2951572000.0,,,1452664000.0,,154717211.0,240766000.0,242343000.0,,,2879169000.0,,,5896000.0,,,147123000.0,,,240766000.0,,,-65314000.0,,487984000.0,,,,,1.59,-56027000.0,,,,,,,,79299000.0,,,487984000.0,,23769000.0,487984000.0,78375000.0,,,1410000.0,,201012000.0,,,1101020000.0,6284561000.0,,,,,5071681000.0,,613210000.0,,,,,,,,,,,,,,,,,,,,,,
